			pt1000 - external - setpoint - internal
2021-11-03 11:15:32:	-16.15	-18.39	-20.00	-30.25
2021-11-03 11:15:52:	-16.23	-18.44	-20.00	-30.34
2021-11-03 11:16:13:	-16.27	-18.50	-20.00	-30.28
2021-11-03 11:16:33:	-16.37	-18.54	-20.00	-29.60
2021-11-03 11:16:54:	-16.39	-18.60	-20.00	-29.47
2021-11-03 11:17:15:	-16.48	-18.62	-20.00	-30.24
2021-11-03 11:17:35:	-16.49	-18.63	-20.00	-29.97
2021-11-03 11:17:56:	-16.50	-18.62	-20.00	-29.28
2021-11-03 11:18:17:	-16.59	-18.65	-20.00	-30.67
2021-11-03 11:18:37:	-16.57	-18.70	-20.00	-32.70
2021-11-03 11:18:58:	-16.67	-18.74	-20.00	-32.35
2021-11-03 11:19:18:	-16.71	-18.80	-20.00	-30.06
2021-11-03 11:19:39:	-16.71	-18.89	-20.00	-28.07
2021-11-03 11:19:59:	-16.84	-18.97	-20.00	-31.25
2021-11-03 11:20:20:	-16.85	-19.03	-20.00	-30.05
2021-11-03 11:20:41:	-16.87	-18.99	-20.00	-30.06
2021-11-03 11:21:01:	-16.89	-19.00	-20.00	-28.57
2021-11-03 11:21:22:	-16.95	-19.00	-20.00	-28.02
2021-11-03 11:21:42:	-16.90	-18.98	-20.00	-28.54
2021-11-03 11:22:03:	-17.01	-19.01	-20.00	-30.11
2021-11-03 11:22:23:	-16.99	-18.98	-20.00	-29.70
2021-11-03 11:22:44:	-16.99	-18.96	-20.00	-29.69
2021-11-03 11:23:04:	-17.02	-19.01	-20.00	-29.19
2021-11-03 11:23:25:	-17.02	-19.04	-20.00	-29.46
2021-11-03 11:23:45:	-17.04	-19.07	-20.00	-29.17
2021-11-03 11:24:06:	-17.07	-19.09	-20.00	-30.88
2021-11-03 11:24:27:	-17.17	-19.12	-20.00	-30.08
2021-11-03 11:24:47:	-17.18	-19.17	-20.00	-30.22
2021-11-03 11:25:08:	-17.20	-19.24	-20.00	-29.96
2021-11-03 11:25:29:	-17.29	-19.32	-20.00	-29.74
2021-11-03 11:25:49:	-17.32	-19.41	-20.00	-30.41
2021-11-03 11:26:10:	-17.38	-19.46	-20.00	-31.04
2021-11-03 11:26:31:	-17.46	-19.51	-20.00	-30.53
2021-11-03 11:26:52:	-17.54	-19.54	-20.00	-30.12
2021-11-03 11:27:12:	-17.56	-19.58	-20.00	-29.42
2021-11-03 11:27:33:	-17.59	-19.60	-20.00	-30.56
2021-11-03 11:27:54:	-17.62	-19.58	-20.00	-30.86
2021-11-03 11:28:14:	-17.57	-19.54	-20.00	-28.93
2021-11-03 11:28:35:	-17.56	-19.45	-20.00	-29.64
2021-11-03 11:28:56:	-17.55	-19.36	-20.00	-29.65
2021-11-03 11:29:16:	-17.49	-19.28	-20.00	-30.00
2021-11-03 11:29:37:	-17.40	-19.18	-20.00	-30.97
2021-11-03 11:29:57:	-17.37	-19.15	-20.00	-31.97
2021-11-03 11:30:18:	-17.32	-19.19	-20.00	-28.12
2021-11-03 11:30:39:	-17.34	-19.21	-20.00	-30.74
2021-11-03 11:30:59:	-17.36	-19.27	-20.00	-31.24
2021-11-03 11:31:19:	-17.29	-19.32	-20.00	-30.46
2021-11-03 11:31:40:	-17.34	-19.40	-20.00	-30.15
2021-11-03 11:32:00:	-17.44	-19.49	-20.00	-29.48
2021-11-03 11:32:21:	-17.43	-19.55	-20.00	-29.28
2021-11-03 11:32:41:	-17.45	-19.61	-20.00	-29.74
2021-11-03 11:33:02:	-17.47	-19.57	-20.00	-29.28
2021-11-03 11:33:22:	-17.48	-19.52	-20.00	-30.10
2021-11-03 11:33:42:	-17.42	-19.48	-20.00	-30.38
2021-11-03 11:34:03:	-17.34	-19.38	-20.00	-30.45
2021-11-03 11:34:24:	-17.37	-19.37	-20.00	-30.19
2021-11-03 11:34:44:	-17.28	-19.29	-20.00	-28.90
2021-11-03 11:35:05:	-17.21	-19.21	-20.00	-29.76
2021-11-03 11:35:25:	-17.19	-19.12	-20.00	-30.84
2021-11-03 11:35:46:	-17.11	-19.06	-20.00	-30.67
2021-11-03 11:36:06:	-16.98	-19.03	-20.00	-31.27
2021-11-03 11:36:27:	-17.01	-19.02	-20.00	-30.03
2021-11-03 11:36:48:	-17.03	-19.06	-20.00	-29.89
2021-11-03 11:37:08:	-17.00	-19.16	-20.00	-30.18
2021-11-03 11:37:29:	-17.09	-19.20	-20.00	-30.49
2021-11-03 11:37:49:	-17.06	-19.28	-20.00	-30.75
2021-11-03 11:38:10:	-17.15	-19.37	-20.00	-30.90
2021-11-03 11:38:31:	-17.21	-19.47	-20.00	-30.89
2021-11-03 11:38:56:	-17.35	-19.60	-20.00	-30.39
2021-11-03 11:39:19:	-17.42	-19.70	-20.00	-30.39
2021-11-03 11:39:40:	-17.50	-19.81	-20.00	-31.10
2021-11-03 11:40:01:	-17.59	-19.86	-20.00	-31.43
2021-11-03 11:40:21:	-17.64	-19.93	-20.00	-30.45
2021-11-03 11:40:42:	-17.74	-20.00	-20.00	-29.47
2021-11-03 11:41:03:	-17.78	-20.00	-20.00	-29.50
2021-11-03 11:41:24:	-17.76	-20.01	-20.00	-30.54
2021-11-03 11:41:44:	-17.72	-19.96	-20.00	-30.75
2021-11-03 11:42:05:	-17.78	-19.89	-20.00	-28.93
2021-11-03 11:42:26:	-17.71	-19.80	-20.00	-29.13
2021-11-03 11:42:46:	-17.61	-19.71	-20.00	-30.15
2021-11-03 11:43:07:	-17.58	-19.59	-20.00	-29.48
2021-11-03 11:43:28:	-17.54	-19.47	-20.00	-30.40
2021-11-03 11:43:49:	-17.49	-19.40	-20.00	-32.65
2021-11-03 11:44:10:	-17.46	-19.40	-20.00	-29.68
2021-11-03 11:44:31:	-17.41	-19.39	-20.00	-27.23
2021-11-03 11:44:52:	-17.39	-19.43	-20.00	-30.99
2021-11-03 11:45:13:	-17.41	-19.45	-20.00	-30.41
2021-11-03 11:45:34:	-17.45	-19.49	-20.00	-29.93
2021-11-03 11:45:55:	-17.49	-19.56	-20.00	-29.37
2021-11-03 11:46:15:	-17.50	-19.59	-20.00	-28.53
2021-11-03 11:46:36:	-17.55	-19.63	-20.00	-29.43
2021-11-03 11:46:57:	-17.54	-19.59	-20.00	-29.57
2021-11-03 11:47:18:	-17.44	-19.47	-20.00	-26.16
2021-11-03 11:47:39:	-17.44	-19.37	-20.00	-29.38
2021-11-03 11:47:59:	-17.30	-19.22	-20.00	-29.12
2021-11-03 11:48:20:	-17.21	-19.05	-20.00	-29.95
2021-11-03 11:48:41:	-17.14	-18.90	-20.00	-28.76
2021-11-03 11:49:02:	-17.10	-18.80	-20.00	-28.65
2021-11-03 11:49:23:	-16.95	-18.73	-20.00	-28.75
2021-11-03 11:49:43:	-16.92	-18.69	-20.00	-28.77
2021-11-03 11:50:04:	-16.84	-18.64	-20.00	-29.44
2021-11-03 11:50:25:	-16.77	-18.60	-20.00	-30.69
2021-11-03 11:50:45:	-16.77	-18.59	-20.00	-30.05
2021-11-03 11:51:06:	-16.77	-18.60	-20.00	-29.80
2021-11-03 11:51:27:	-16.79	-18.66	-20.00	-29.77
2021-11-03 11:51:48:	-16.85	-18.74	-20.00	-30.04
2021-11-03 11:52:08:	-16.91	-18.87	-20.00	-30.43
2021-11-03 11:52:29:	-16.92	-18.96	-20.00	-30.74
2021-11-03 11:52:50:	-17.09	-19.08	-20.00	-30.78
2021-11-03 11:53:11:	-17.18	-19.23	-20.00	-30.90
2021-11-03 11:53:32:	-17.24	-19.41	-20.00	-30.00
2021-11-03 11:53:53:	-17.40	-19.55	-20.00	-30.11
2021-11-03 11:54:14:	-17.58	-19.65	-20.00	-31.35
2021-11-03 11:54:35:	-17.67	-19.73	-20.00	-31.05
2021-11-03 11:54:56:	-17.65	-19.77	-20.00	-30.52
2021-11-03 11:55:17:	-17.77	-19.82	-20.00	-29.64
2021-11-03 11:55:38:	-17.85	-19.86	-20.00	-28.67
2021-11-03 11:55:59:	-17.87	-19.83	-20.00	-28.49
2021-11-03 11:56:20:	-17.75	-19.76	-20.00	-30.33
2021-11-03 11:56:40:	-17.74	-19.69	-20.00	-30.40
2021-11-03 11:57:01:	-17.68	-19.55	-20.00	-30.49
2021-11-03 11:57:21:	-17.57	-19.50	-20.00	-30.43
2021-11-03 11:57:42:	-17.53	-19.46	-20.00	-30.15
2021-11-03 11:58:03:	-17.42	-19.40	-20.00	-28.77
2021-11-03 11:58:23:	-17.41	-19.30	-20.00	-29.06
2021-11-03 11:58:44:	-17.33	-19.25	-20.00	-31.91
2021-11-03 11:59:05:	-17.28	-19.16	-20.00	-29.40
2021-11-03 11:59:25:	-17.17	-19.11	-20.00	-27.91
2021-11-03 11:59:46:	-17.16	-19.12	-20.00	-29.50
2021-11-03 12:00:06:	-17.13	-19.12	-20.00	-31.06
2021-11-03 12:00:27:	-17.13	-19.14	-20.00	-30.51
2021-11-03 12:00:47:	-17.15	-19.17	-20.00	-29.72
2021-11-03 12:01:07:	-17.15	-19.24	-20.00	-29.61
2021-11-03 12:01:28:	-17.23	-19.31	-20.00	-28.27
2021-11-03 12:01:49:	-17.22	-19.32	-20.00	-30.53
2021-11-03 12:02:09:	-17.21	-19.31	-20.00	-30.19
2021-11-03 12:02:30:	-17.24	-19.35	-20.00	-30.03
2021-11-03 12:02:51:	-17.22	-19.40	-20.00	-29.84
2021-11-03 12:03:12:	-17.27	-19.49	-20.00	-29.79
2021-11-03 12:03:33:	-17.34	-19.53	-20.00	-29.18
2021-11-03 12:03:54:	-17.37	-19.58	-20.00	-29.03
2021-11-03 12:04:15:	-17.42	-19.60	-20.00	-28.92
2021-11-03 12:04:36:	-17.47	-19.62	-20.00	-29.10
2021-11-03 12:04:57:	-17.58	-19.64	-20.00	-29.17
2021-11-03 12:05:19:	-17.58	-19.69	-20.00	-30.43
2021-11-03 12:05:40:	-17.58	-19.74	-20.00	-31.87
2021-11-03 12:06:01:	-17.67	-19.82	-20.00	-31.40
2021-11-03 12:06:22:	-17.77	-19.89	-20.00	-31.07
2021-11-03 12:06:43:	-17.75	-19.98	-20.00	-28.70
2021-11-03 12:07:04:	-17.80	-20.06	-20.00	-29.33
2021-11-03 12:07:25:	-17.86	-20.09	-20.00	-29.88
2021-11-03 12:07:46:	-17.84	-20.01	-20.00	-29.52
2021-11-03 12:08:06:	-17.83	-19.89	-20.00	-28.77
2021-11-03 12:08:27:	-17.78	-19.75	-20.00	-28.58
2021-11-03 12:08:49:	-17.66	-19.63	-20.00	-30.03
2021-11-03 12:09:10:	-17.58	-19.48	-20.00	-29.67
2021-11-03 12:09:31:	-17.52	-19.36	-20.00	-31.93
2021-11-03 12:09:52:	-17.45	-19.30	-20.00	-29.73
2021-11-03 12:10:13:	-17.37	-19.26	-20.00	-29.17
2021-11-03 12:10:35:	-17.36	-19.31	-20.00	-31.13
2021-11-03 12:10:56:	-17.34	-19.26	-20.00	-30.28
2021-11-03 12:11:17:	-17.39	-19.27	-20.00	-30.20
2021-11-03 12:11:37:	-17.37	-19.37	-20.00	-29.87
2021-11-03 12:11:58:	-17.46	-19.50	-20.00	-29.74
2021-11-03 12:12:19:	-17.49	-19.54	-20.00	-30.41
2021-11-03 12:12:40:	-17.54	-19.60	-20.00	-30.69
2021-11-03 12:13:02:	-17.54	-19.64	-20.00	-30.22
2021-11-03 12:13:22:	-17.63	-19.66	-20.00	-30.69
2021-11-03 12:13:43:	-17.66	-19.69	-20.00	-30.27
2021-11-03 12:14:03:	-17.78	-19.74	-20.00	-29.76
2021-11-03 12:14:24:	-17.70	-19.80	-20.00	-29.81
2021-11-03 12:14:45:	-17.80	-19.79	-20.00	-30.04
2021-11-03 12:15:05:	-17.77	-19.80	-20.00	-30.02
2021-11-03 12:15:26:	-17.84	-19.80	-20.00	-30.17
2021-11-03 12:15:46:	-17.75	-19.74	-20.00	-30.47
2021-11-03 12:16:06:	-17.83	-19.72	-20.00	-30.69
2021-11-03 12:16:27:	-17.83	-19.74	-20.00	-31.37
2021-11-03 12:16:47:	-17.82	-19.70	-20.00	-31.55
2021-11-03 12:17:08:	-17.78	-19.68	-20.00	-29.67
2021-11-03 12:17:28:	-17.83	-19.66	-20.00	-29.81
2021-11-03 12:17:49:	-17.87	-19.63	-20.00	-29.62
2021-11-03 12:18:09:	-17.82	-19.59	-20.00	-31.82
2021-11-03 12:18:30:	-17.77	-19.50	-20.00	-31.28
2021-11-03 12:18:50:	-17.78	-19.47	-20.00	-30.35
2021-11-03 12:19:11:	-17.73	-19.52	-20.00	-28.32
2021-11-03 12:19:32:	-17.71	-19.57	-20.00	-31.03
2021-11-03 12:19:53:	-17.71	-19.60	-20.00	-30.67
2021-11-03 12:20:15:	-17.71	-19.65	-20.00	-30.56
2021-11-03 12:20:36:	-17.74	-19.66	-20.00	-30.36
2021-11-03 12:20:57:	-17.77	-19.72	-20.00	-29.59
2021-11-03 12:21:19:	-17.71	-19.80	-20.00	-29.65
2021-11-03 12:21:39:	-17.81	-19.83	-20.00	-27.11
2021-11-03 12:22:00:	-17.83	-19.81	-20.00	-30.05
2021-11-03 12:22:21:	-17.76	-19.82	-20.00	-30.29
2021-11-03 12:22:42:	-17.80	-19.82	-20.00	-30.28
2021-11-03 12:23:03:	-17.81	-19.85	-20.00	-29.06
2021-11-03 12:23:24:	-17.83	-19.90	-20.00	-29.14
2021-11-03 12:23:45:	-17.82	-19.88	-20.00	-29.42
2021-11-03 12:24:06:	-17.80	-19.83	-20.00	-29.88
2021-11-03 12:24:27:	-17.73	-19.75	-20.00	-27.66
2021-11-03 12:24:49:	-17.61	-19.66	-20.00	-27.43
2021-11-03 12:25:10:	-17.56	-19.54	-20.00	-29.40
2021-11-03 12:25:30:	-17.42	-19.36	-20.00	-29.10
2021-11-03 12:25:51:	-17.31	-19.18	-20.00	-29.50
2021-11-03 12:26:12:	-17.26	-19.10	-20.00	-29.79
2021-11-03 12:26:33:	-17.12	-19.01	-20.00	-29.73
2021-11-03 12:26:54:	-17.09	-18.96	-20.00	-29.39
2021-11-03 12:27:15:	-17.02	-18.89	-20.00	-29.76
2021-11-03 12:27:36:	-16.93	-18.85	-20.00	-30.44
2021-11-03 12:27:57:	-16.90	-18.82	-20.00	-31.06
2021-11-03 12:28:18:	-16.92	-18.85	-20.00	-30.46
2021-11-03 12:28:39:	-16.97	-18.90	-20.00	-30.05
2021-11-03 12:29:00:	-17.01	-18.99	-20.00	-30.11
2021-11-03 12:29:22:	-17.04	-19.10	-20.00	-30.50
2021-11-03 12:29:43:	-17.12	-19.19	-20.00	-31.02
2021-11-03 12:30:04:	-17.19	-19.31	-20.00	-31.26
2021-11-03 12:30:25:	-17.25	-19.45	-20.00	-31.12
2021-11-03 12:30:47:	-17.38	-19.57	-20.00	-30.14
2021-11-03 12:31:08:	-17.49	-19.71	-20.00	-29.87
2021-11-03 12:31:28:	-17.51	-19.80	-20.00	-31.46
2021-11-03 12:31:49:	-17.59	-19.85	-20.00	-31.30
2021-11-03 12:32:11:	-17.72	-19.89	-20.00	-30.26
2021-11-03 12:32:32:	-17.74	-19.91	-20.00	-29.10
2021-11-03 12:32:52:	-17.86	-19.93	-20.00	-29.74
2021-11-03 12:33:14:	-17.84	-19.89	-20.00	-30.63
2021-11-03 12:33:35:	-17.80	-19.84	-20.00	-30.75
2021-11-03 12:33:56:	-17.76	-19.76	-20.00	-29.02
2021-11-03 12:34:17:	-17.75	-19.68	-20.00	-29.41
2021-11-03 12:34:38:	-17.70	-19.58	-20.00	-29.38
2021-11-03 12:34:58:	-17.64	-19.48	-20.00	-30.71
2021-11-03 12:35:19:	-17.51	-19.40	-20.00	-31.59
2021-11-03 12:35:40:	-17.53	-19.38	-20.00	-29.58
2021-11-03 12:36:00:	-17.53	-19.33	-20.00	-30.13
2021-11-03 12:36:21:	-17.49	-19.33	-20.00	-31.14
2021-11-03 12:36:42:	-17.44	-19.38	-20.00	-30.57
2021-11-03 12:37:02:	-17.49	-19.44	-20.00	-30.49
2021-11-03 12:37:23:	-17.52	-19.48	-20.00	-30.20
2021-11-03 12:37:43:	-17.59	-19.56	-20.00	-29.81
2021-11-03 12:38:04:	-17.62	-19.61	-20.00	-29.75
2021-11-03 12:38:24:	-17.72	-19.65	-20.00	-29.00
2021-11-03 12:38:45:	-17.73	-19.74	-20.00	-29.45
2021-11-03 12:39:06:	-17.74	-19.74	-20.00	-31.36
2021-11-03 12:39:26:	-17.71	-19.74	-20.00	-30.22
2021-11-03 12:39:47:	-17.81	-19.73	-20.00	-30.28
2021-11-03 12:40:07:	-17.86	-19.78	-20.00	-30.84
2021-11-03 12:40:28:	-17.90	-19.85	-20.00	-31.42
2021-11-03 12:40:49:	-17.87	-19.91	-20.00	-30.75
2021-11-03 12:41:09:	-17.97	-19.96	-20.00	-29.80
2021-11-03 12:41:30:	-18.04	-19.93	-20.00	-29.52
2021-11-03 12:41:51:	-18.08	-19.88	-20.00	-30.36
2021-11-03 12:42:11:	-18.06	-19.87	-20.00	-30.94
2021-11-03 12:42:32:	-18.01	-19.83	-20.00	-31.08
2021-11-03 12:42:52:	-18.00	-19.72	-20.00	-30.44
2021-11-03 12:43:12:	-17.94	-19.63	-20.00	-29.20
2021-11-03 12:43:33:	-17.97	-19.57	-20.00	-29.49
2021-11-03 12:43:53:	-17.86	-19.50	-20.00	-32.20
2021-11-03 12:44:14:	-17.79	-19.39	-20.00	-32.15
2021-11-03 12:44:35:	-17.65	-19.34	-20.00	-31.03
2021-11-03 12:44:55:	-17.72	-19.34	-20.00	-30.24
