			pt1000 - external - setpoint - internal
2021-11-10 09:09:29:	-8.33	-10.36	-20.00	-22.87
2021-11-10 09:09:50:	-8.64	-10.68	-20.00	-23.63
2021-11-10 09:10:10:	-8.94	-10.97	-20.00	-23.90
2021-11-10 09:10:31:	-9.19	-11.24	-20.00	-24.80
2021-11-10 09:10:51:	-9.48	-11.51	-20.00	-24.80
2021-11-10 09:11:12:	-9.77	-11.78	-20.00	-25.68
2021-11-10 09:11:33:	-10.07	-12.11	-20.00	-26.44
2021-11-10 09:11:53:	-10.36	-12.42	-20.00	-26.26
2021-11-10 09:12:14:	-10.66	-12.75	-20.00	-24.87
2021-11-10 09:12:35:	-10.93	-13.01	-20.00	-23.86
2021-11-10 09:12:56:	-11.18	-13.24	-20.00	-25.27
2021-11-10 09:13:16:	-11.44	-13.43	-20.00	-25.98
2021-11-10 09:13:37:	-11.61	-13.59	-20.00	-26.28
2021-11-10 09:13:58:	-11.82	-13.78	-20.00	-26.52
2021-11-10 09:14:18:	-12.06	-13.99	-20.00	-26.18
2021-11-10 09:14:39:	-12.23	-14.20	-20.00	-26.47
2021-11-10 09:15:00:	-12.46	-14.39	-20.00	-26.25
2021-11-10 09:15:20:	-12.64	-14.58	-20.00	-26.15
2021-11-10 09:15:41:	-12.79	-14.75	-20.00	-25.86
2021-11-10 09:16:02:	-12.96	-14.90	-20.00	-26.13
2021-11-10 09:16:22:	-13.14	-15.08	-20.00	-27.31
2021-11-10 09:16:43:	-13.31	-15.24	-20.00	-27.85
2021-11-10 09:17:04:	-13.50	-15.39	-20.00	-28.57
2021-11-10 09:17:25:	-13.63	-15.57	-20.00	-27.60
2021-11-10 09:17:45:	-13.74	-15.75	-20.00	-26.68
2021-11-10 09:18:06:	-13.94	-15.90	-20.00	-26.18
2021-11-10 09:18:26:	-14.09	-16.06	-20.00	-27.84
2021-11-10 09:18:47:	-14.23	-16.19	-20.00	-29.94
2021-11-10 09:19:07:	-14.33	-16.26	-20.00	-28.45
2021-11-10 09:19:28:	-14.45	-16.37	-20.00	-27.62
2021-11-10 09:19:48:	-14.62	-16.55	-20.00	-26.82
2021-11-10 09:20:09:	-14.73	-16.65	-20.00	-26.38
2021-11-10 09:20:30:	-14.79	-16.68	-20.00	-27.34
2021-11-10 09:20:50:	-14.89	-16.68	-20.00	-29.87
2021-11-10 09:21:10:	-14.93	-16.71	-20.00	-29.77
2021-11-10 09:21:31:	-14.98	-16.84	-20.00	-28.73
2021-11-10 09:21:52:	-15.13	-16.90	-20.00	-27.95
2021-11-10 09:22:12:	-15.20	-16.95	-20.00	-27.46
2021-11-10 09:22:33:	-15.20	-17.03	-20.00	-28.09
2021-11-10 09:22:54:	-15.32	-17.07	-20.00	-28.58
2021-11-10 09:23:14:	-15.27	-17.08	-20.00	-29.55
2021-11-10 09:23:35:	-15.36	-17.12	-20.00	-28.70
2021-11-10 09:23:55:	-15.45	-17.17	-20.00	-29.17
2021-11-10 09:24:16:	-15.51	-17.30	-20.00	-29.22
2021-11-10 09:24:36:	-15.58	-17.41	-20.00	-29.34
2021-11-10 09:24:57:	-15.73	-17.52	-20.00	-28.97
2021-11-10 09:25:17:	-15.79	-17.65	-20.00	-28.86
2021-11-10 09:25:38:	-15.86	-17.77	-20.00	-28.50
2021-11-10 09:25:58:	-16.01	-17.88	-20.00	-30.56
2021-11-10 09:26:19:	-16.15	-18.05	-20.00	-31.05
2021-11-10 09:26:39:	-16.24	-18.20	-20.00	-30.43
2021-11-10 09:27:00:	-16.37	-18.37	-20.00	-30.12
2021-11-10 09:27:20:	-16.52	-18.53	-20.00	-29.28
2021-11-10 09:27:41:	-16.68	-18.65	-20.00	-29.59
2021-11-10 09:28:02:	-16.76	-18.77	-20.00	-30.33
2021-11-10 09:28:22:	-16.85	-18.85	-20.00	-28.06
2021-11-10 09:28:43:	-16.96	-18.86	-20.00	-27.34
2021-11-10 09:29:03:	-16.96	-18.82	-20.00	-29.56
2021-11-10 09:29:24:	-16.97	-18.77	-20.00	-29.27
2021-11-10 09:29:45:	-17.00	-18.74	-20.00	-29.76
2021-11-10 09:30:05:	-16.94	-18.69	-20.00	-29.19
2021-11-10 09:30:26:	-16.97	-18.62	-20.00	-28.56
2021-11-10 09:30:46:	-16.94	-18.57	-20.00	-28.79
2021-11-10 09:31:07:	-16.89	-18.52	-20.00	-28.45
2021-11-10 09:31:27:	-16.85	-18.41	-20.00	-29.01
2021-11-10 09:31:48:	-16.77	-18.30	-20.00	-29.25
2021-11-10 09:32:08:	-16.71	-18.27	-20.00	-29.40
2021-11-10 09:32:29:	-16.66	-18.26	-20.00	-29.32
2021-11-10 09:32:50:	-16.73	-18.31	-20.00	-30.38
2021-11-10 09:33:10:	-16.71	-18.43	-20.00	-30.24
2021-11-10 09:33:31:	-16.76	-18.52	-20.00	-30.51
2021-11-10 09:33:51:	-16.85	-18.66	-20.00	-30.79
2021-11-10 09:34:12:	-16.96	-18.81	-20.00	-30.02
2021-11-10 09:34:33:	-17.01	-18.92	-20.00	-29.75
2021-11-10 09:34:53:	-17.18	-19.06	-20.00	-30.51
2021-11-10 09:35:14:	-17.26	-19.19	-20.00	-31.02
2021-11-10 09:35:34:	-17.37	-19.29	-20.00	-29.53
2021-11-10 09:35:55:	-17.44	-19.41	-20.00	-30.03
2021-11-10 09:36:15:	-17.56	-19.52	-20.00	-29.28
2021-11-10 09:36:36:	-17.68	-19.58	-20.00	-29.81
2021-11-10 09:36:56:	-17.71	-19.63	-20.00	-29.72
2021-11-10 09:37:17:	-17.73	-19.67	-20.00	-30.42
2021-11-10 09:37:38:	-17.81	-19.67	-20.00	-30.98
2021-11-10 09:37:58:	-17.81	-19.67	-20.00	-28.50
2021-11-10 09:38:19:	-17.79	-19.67	-20.00	-28.20
2021-11-10 09:38:40:	-17.81	-19.58	-20.00	-29.74
2021-11-10 09:39:00:	-17.80	-19.50	-20.00	-29.42
2021-11-10 09:39:21:	-17.71	-19.36	-20.00	-29.15
2021-11-10 09:39:41:	-17.72	-19.31	-20.00	-29.48
2021-11-10 09:40:02:	-17.63	-19.25	-20.00	-30.06
2021-11-10 09:40:23:	-17.57	-19.24	-20.00	-31.20
2021-11-10 09:40:43:	-17.58	-19.24	-20.00	-31.73
2021-11-10 09:41:04:	-17.57	-19.25	-20.00	-30.21
2021-11-10 09:41:25:	-17.56	-19.31	-20.00	-30.08
2021-11-10 09:41:45:	-17.55	-19.39	-20.00	-29.55
2021-11-10 09:42:06:	-17.59	-19.35	-20.00	-30.45
2021-11-10 09:42:26:	-17.62	-19.36	-20.00	-32.12
2021-11-10 09:42:47:	-17.68	-19.41	-20.00	-31.54
2021-11-10 09:43:07:	-17.71	-19.48	-20.00	-30.26
2021-11-10 09:43:28:	-17.73	-19.45	-20.00	-29.67
2021-11-10 09:43:49:	-17.69	-19.54	-20.00	-30.11
2021-11-10 09:44:10:	-17.78	-19.60	-20.00	-33.01
2021-11-10 09:44:31:	-17.78	-19.58	-20.00	-29.96
2021-11-10 09:44:52:	-17.84	-19.60	-20.00	-26.44
2021-11-10 09:45:12:	-17.94	-19.64	-20.00	-28.47
2021-11-10 09:45:33:	-17.98	-19.71	-20.00	-31.02
2021-11-10 09:45:55:	-18.00	-19.74	-20.00	-29.83
2021-11-10 09:46:15:	-17.98	-19.78	-20.00	-28.79
2021-11-10 09:46:36:	-17.99	-19.87	-20.00	-29.03
2021-11-10 09:46:56:	-18.03	-19.87	-20.00	-28.56
2021-11-10 09:47:16:	-18.07	-19.82	-20.00	-27.17
2021-11-10 09:47:37:	-18.00	-19.70	-20.00	-26.44
2021-11-10 09:47:58:	-17.93	-19.55	-20.00	-28.65
2021-11-10 09:48:18:	-17.82	-19.36	-20.00	-29.51
2021-11-10 09:48:39:	-17.68	-19.20	-20.00	-29.78
2021-11-10 09:48:59:	-17.55	-19.09	-20.00	-29.06
2021-11-10 09:49:20:	-17.51	-19.00	-20.00	-28.73
2021-11-10 09:49:40:	-17.38	-18.95	-20.00	-29.53
2021-11-10 09:50:01:	-17.37	-18.94	-20.00	-29.49
2021-11-10 09:50:22:	-17.31	-18.89	-20.00	-29.31
2021-11-10 09:50:42:	-17.32	-18.88	-20.00	-28.42
2021-11-10 09:51:03:	-17.19	-18.85	-20.00	-30.59
2021-11-10 09:51:23:	-17.21	-18.91	-20.00	-30.39
2021-11-10 09:51:44:	-17.22	-18.98	-20.00	-30.05
2021-11-10 09:52:05:	-17.28	-19.09	-20.00	-30.16
2021-11-10 09:52:25:	-17.30	-19.14	-20.00	-30.50
2021-11-10 09:52:46:	-17.44	-19.27	-20.00	-30.55
2021-11-10 09:53:07:	-17.44	-19.32	-20.00	-29.51
2021-11-10 09:53:28:	-17.58	-19.43	-20.00	-29.50
2021-11-10 09:53:49:	-17.53	-19.48	-20.00	-30.07
2021-11-10 09:54:09:	-17.65	-19.51	-20.00	-30.49
2021-11-10 09:54:30:	-17.65	-19.53	-20.00	-30.81
2021-11-10 09:54:50:	-17.73	-19.54	-20.00	-29.48
2021-11-10 09:55:11:	-17.73	-19.47	-20.00	-28.43
2021-11-10 09:55:31:	-17.74	-19.43	-20.00	-29.87
2021-11-10 09:55:52:	-17.71	-19.37	-20.00	-29.20
2021-11-10 09:56:12:	-17.71	-19.30	-20.00	-30.72
2021-11-10 09:56:33:	-17.59	-19.25	-20.00	-29.53
2021-11-10 09:56:54:	-17.58	-19.20	-20.00	-29.20
2021-11-10 09:57:14:	-17.57	-19.26	-20.00	-30.65
2021-11-10 09:57:35:	-17.58	-19.32	-20.00	-30.56
2021-11-10 09:57:55:	-17.59	-19.34	-20.00	-30.17
2021-11-10 09:58:16:	-17.58	-19.43	-20.00	-29.86
2021-11-10 09:58:36:	-17.70	-19.50	-20.00	-29.76
2021-11-10 09:58:57:	-17.67	-19.60	-20.00	-29.08
2021-11-10 09:59:18:	-17.80	-19.70	-20.00	-28.74
2021-11-10 09:59:38:	-17.88	-19.79	-20.00	-28.94
2021-11-10 09:59:58:	-17.93	-19.81	-20.00	-28.88
2021-11-10 10:00:19:	-17.96	-19.83	-20.00	-29.74
2021-11-10 10:00:39:	-17.96	-19.85	-20.00	-30.28
2021-11-10 10:01:00:	-18.04	-19.94	-20.00	-31.10
2021-11-10 10:01:20:	-18.13	-19.99	-20.00	-30.62
2021-11-10 10:01:41:	-18.18	-20.08	-20.00	-30.02
2021-11-10 10:02:02:	-18.18	-20.14	-20.00	-29.35
2021-11-10 10:02:22:	-18.32	-20.11	-20.00	-28.51
2021-11-10 10:02:43:	-18.24	-20.06	-20.00	-27.65
2021-11-10 10:03:03:	-18.20	-19.96	-20.00	-29.94
2021-11-10 10:03:24:	-18.15	-19.86	-20.00	-29.00
2021-11-10 10:03:44:	-18.13	-19.74	-20.00	-30.16
2021-11-10 10:04:05:	-18.04	-19.64	-20.00	-29.94
2021-11-10 10:04:25:	-17.97	-19.59	-20.00	-29.19
2021-11-10 10:04:46:	-17.96	-19.58	-20.00	-28.87
2021-11-10 10:05:07:	-17.92	-19.53	-20.00	-30.51
2021-11-10 10:05:27:	-17.86	-19.50	-20.00	-30.72
2021-11-10 10:05:48:	-17.88	-19.53	-20.00	-29.57
2021-11-10 10:06:08:	-17.79	-19.49	-20.00	-27.05
2021-11-10 10:06:29:	-17.86	-19.55	-20.00	-30.80
2021-11-10 10:06:49:	-17.88	-19.60	-20.00	-30.16
2021-11-10 10:07:10:	-17.82	-19.63	-20.00	-29.84
2021-11-10 10:07:31:	-17.89	-19.70	-20.00	-29.17
2021-11-10 10:07:51:	-17.92	-19.77	-20.00	-28.72
2021-11-10 10:08:12:	-18.05	-19.79	-20.00	-29.49
2021-11-10 10:08:33:	-18.03	-19.71	-20.00	-29.24
2021-11-10 10:08:53:	-17.96	-19.66	-20.00	-26.45
2021-11-10 10:09:14:	-17.84	-19.56	-20.00	-28.89
2021-11-10 10:09:35:	-17.84	-19.46	-20.00	-28.91
2021-11-10 10:09:55:	-17.72	-19.28	-20.00	-29.87
2021-11-10 10:10:16:	-17.64	-19.14	-20.00	-29.11
2021-11-10 10:10:36:	-17.56	-19.08	-20.00	-28.37
2021-11-10 10:10:57:	-17.49	-19.06	-20.00	-28.64
2021-11-10 10:11:17:	-17.48	-18.99	-20.00	-28.72
2021-11-10 10:11:38:	-17.27	-18.91	-20.00	-30.00
2021-11-10 10:11:59:	-17.31	-18.88	-20.00	-28.67
2021-11-10 10:12:20:	-17.25	-18.85	-20.00	-28.62
2021-11-10 10:12:40:	-17.21	-18.83	-20.00	-30.66
2021-11-10 10:13:01:	-17.21	-18.83	-20.00	-30.54
2021-11-10 10:13:22:	-17.26	-18.89	-20.00	-29.94
2021-11-10 10:13:42:	-17.29	-19.03	-20.00	-29.74
2021-11-10 10:14:03:	-17.35	-19.14	-20.00	-28.70
2021-11-10 10:14:23:	-17.36	-19.28	-20.00	-28.18
2021-11-10 10:14:44:	-17.44	-19.34	-20.00	-30.56
2021-11-10 10:15:04:	-17.53	-19.38	-20.00	-30.00
2021-11-10 10:15:25:	-17.56	-19.45	-20.00	-29.84
2021-11-10 10:15:45:	-17.64	-19.55	-20.00	-29.46
2021-11-10 10:16:06:	-17.69	-19.64	-20.00	-29.48
2021-11-10 10:16:27:	-17.78	-19.73	-20.00	-30.32
2021-11-10 10:16:47:	-17.87	-19.79	-20.00	-29.82
2021-11-10 10:17:08:	-17.90	-19.83	-20.00	-29.25
2021-11-10 10:17:29:	-17.97	-19.83	-20.00	-29.86
2021-11-10 10:17:49:	-18.05	-19.78	-20.00	-28.98
2021-11-10 10:18:10:	-17.94	-19.76	-20.00	-28.50
2021-11-10 10:18:31:	-17.99	-19.70	-20.00	-30.07
2021-11-10 10:18:51:	-17.95	-19.61	-20.00	-29.78
2021-11-10 10:19:12:	-17.85	-19.51	-20.00	-30.35
2021-11-10 10:19:32:	-17.78	-19.41	-20.00	-30.40
2021-11-10 10:19:53:	-17.69	-19.40	-20.00	-30.56
2021-11-10 10:20:14:	-17.68	-19.36	-20.00	-28.43
2021-11-10 10:20:35:	-17.66	-19.29	-20.00	-29.95
2021-11-10 10:20:55:	-17.60	-19.20	-20.00	-30.10
2021-11-10 10:21:16:	-17.50	-19.15	-20.00	-30.81
2021-11-10 10:21:36:	-17.56	-19.13	-20.00	-29.55
2021-11-10 10:21:57:	-17.47	-19.12	-20.00	-28.97
2021-11-10 10:22:17:	-17.48	-19.16	-20.00	-29.85
2021-11-10 10:22:38:	-17.43	-19.20	-20.00	-30.73
2021-11-10 10:22:59:	-17.44	-19.19	-20.00	-29.89
2021-11-10 10:23:19:	-17.51	-19.29	-20.00	-29.65
2021-11-10 10:23:39:	-17.58	-19.37	-20.00	-29.82
2021-11-10 10:24:00:	-17.65	-19.46	-20.00	-28.51
2021-11-10 10:24:21:	-17.65	-19.50	-20.00	-28.63
2021-11-10 10:24:42:	-17.74	-19.58	-20.00	-28.53
2021-11-10 10:25:03:	-17.77	-19.64	-20.00	-31.03
2021-11-10 10:25:23:	-17.82	-19.65	-20.00	-30.58
2021-11-10 10:25:44:	-17.87	-19.75	-20.00	-29.81
2021-11-10 10:26:04:	-18.00	-19.84	-20.00	-29.97
2021-11-10 10:26:25:	-17.95	-19.91	-20.00	-28.68
2021-11-10 10:26:46:	-18.10	-19.97	-20.00	-29.75
2021-11-10 10:27:07:	-18.11	-19.94	-20.00	-30.43
2021-11-10 10:27:28:	-18.13	-19.93	-20.00	-29.10
2021-11-10 10:27:48:	-18.04	-19.90	-20.00	-27.76
2021-11-10 10:28:09:	-18.08	-19.81	-20.00	-28.47
2021-11-10 10:28:30:	-18.03	-19.70	-20.00	-28.56
2021-11-10 10:28:51:	-17.93	-19.57	-20.00	-29.90
2021-11-10 10:29:12:	-17.91	-19.52	-20.00	-30.98
2021-11-10 10:29:34:	-17.81	-19.44	-20.00	-30.28
2021-11-10 10:29:55:	-17.75	-19.40	-20.00	-29.39
2021-11-10 10:30:16:	-17.76	-19.43	-20.00	-29.10
2021-11-10 10:30:36:	-17.70	-19.41	-20.00	-31.14
2021-11-10 10:30:57:	-17.74	-19.42	-20.00	-29.82
2021-11-10 10:31:18:	-17.75	-19.42	-20.00	-29.85
2021-11-10 10:31:39:	-17.68	-19.42	-20.00	-30.88
2021-11-10 10:32:00:	-17.76	-19.52	-20.00	-30.68
2021-11-10 10:32:21:	-17.80	-19.56	-20.00	-30.44
2021-11-10 10:32:42:	-17.79	-19.63	-20.00	-28.97
2021-11-10 10:33:03:	-17.87	-19.70	-20.00	-28.22
2021-11-10 10:33:24:	-17.96	-19.81	-20.00	-30.66
2021-11-10 10:33:46:	-18.00	-19.87	-20.00	-30.73
2021-11-10 10:34:07:	-18.03	-19.91	-20.00	-30.75
2021-11-10 10:34:28:	-18.11	-20.02	-20.00	-29.58
2021-11-10 10:34:49:	-18.23	-20.14	-20.00	-29.49
2021-11-10 10:35:10:	-18.21	-20.19	-20.00	-28.57
2021-11-10 10:35:31:	-18.33	-20.19	-20.00	-29.74
2021-11-10 10:35:51:	-18.37	-20.19	-20.00	-30.44
2021-11-10 10:36:12:	-18.28	-20.17	-20.00	-30.77
2021-11-10 10:36:33:	-18.35	-20.09	-20.00	-28.43
2021-11-10 10:36:53:	-18.27	-20.02	-20.00	-27.88
2021-11-10 10:37:14:	-18.21	-19.92	-20.00	-29.37
2021-11-10 10:37:35:	-18.16	-19.78	-20.00	-29.21
2021-11-10 10:37:55:	-18.04	-19.64	-20.00	-29.78
2021-11-10 10:38:16:	-17.99	-19.54	-20.00	-29.89
2021-11-10 10:38:36:	-17.91	-19.49	-20.00	-29.93
2021-11-10 10:38:57:	-17.83	-19.47	-20.00	-30.37
2021-11-10 10:39:18:	-17.76	-19.46	-20.00	-30.38
2021-11-10 10:39:39:	-17.86	-19.48	-20.00	-30.40
2021-11-10 10:39:59:	-17.77	-19.49	-20.00	-30.42
2021-11-10 10:40:20:	-17.81	-19.50	-20.00	-30.90
2021-11-10 10:40:40:	-17.84	-19.47	-20.00	-31.02
2021-11-10 10:41:01:	-17.86	-19.54	-20.00	-30.80
2021-11-10 10:41:22:	-17.91	-19.60	-20.00	-30.68
2021-11-10 10:41:43:	-17.97	-19.71	-20.00	-30.34
2021-11-10 10:42:04:	-17.98	-19.79	-20.00	-29.86
2021-11-10 10:42:25:	-18.01	-19.86	-20.00	-29.84
2021-11-10 10:42:46:	-18.07	-19.90	-20.00	-30.27
2021-11-10 10:43:07:	-18.07	-19.93	-20.00	-30.35
2021-11-10 10:43:28:	-18.15	-20.00	-20.00	-30.48
2021-11-10 10:43:49:	-18.20	-20.07	-20.00	-30.55
2021-11-10 10:44:11:	-18.24	-20.10	-20.00	-30.93
2021-11-10 10:44:32:	-18.29	-20.16	-20.00	-31.37
2021-11-10 10:44:53:	-18.31	-20.19	-20.00	-29.38
2021-11-10 10:45:15:	-18.32	-20.19	-20.00	-28.45
2021-11-10 10:45:36:	-18.33	-20.17	-20.00	-29.27
2021-11-10 10:45:57:	-18.32	-20.08	-20.00	-30.78
2021-11-10 10:46:19:	-18.25	-19.99	-20.00	-30.04
2021-11-10 10:46:40:	-18.19	-19.87	-20.00	-30.08
2021-11-10 10:47:01:	-18.13	-19.83	-20.00	-30.01
2021-11-10 10:47:22:	-18.11	-19.79	-20.00	-29.53
2021-11-10 10:47:43:	-18.06	-19.74	-20.00	-30.09
2021-11-10 10:48:04:	-17.98	-19.71	-20.00	-29.21
2021-11-10 10:48:25:	-17.91	-19.64	-20.00	-32.27
2021-11-10 10:48:46:	-17.90	-19.57	-20.00	-30.51
2021-11-10 10:49:07:	-17.93	-19.55	-20.00	-28.82
2021-11-10 10:49:28:	-17.87	-19.58	-20.00	-30.93
2021-11-10 10:49:49:	-17.95	-19.65	-20.00	-31.34
2021-11-10 10:50:10:	-17.99	-19.74	-20.00	-30.62
2021-11-10 10:50:31:	-18.06	-19.85	-20.00	-30.28
2021-11-10 10:50:52:	-18.12	-19.94	-20.00	-29.71
2021-11-10 10:51:14:	-18.12	-20.05	-20.00	-29.02
2021-11-10 10:51:35:	-18.19	-20.10	-20.00	-28.24
2021-11-10 10:51:56:	-18.24	-20.12	-20.00	-26.77
2021-11-10 10:52:18:	-18.25	-20.13	-20.00	-30.97
2021-11-10 10:52:39:	-18.31	-20.11	-20.00	-30.33
2021-11-10 10:52:59:	-18.27	-20.08	-20.00	-30.38
2021-11-10 10:53:20:	-18.33	-20.13	-20.00	-29.04
2021-11-10 10:53:41:	-18.39	-20.21	-20.00	-28.88
2021-11-10 10:54:01:	-18.35	-20.22	-20.00	-29.49
2021-11-10 10:54:22:	-18.39	-20.17	-20.00	-30.27
2021-11-10 10:54:42:	-18.35	-20.13	-20.00	-27.45
2021-11-10 10:55:03:	-18.33	-20.07	-20.00	-27.22
2021-11-10 10:55:23:	-18.22	-19.92	-20.00	-29.62
2021-11-10 10:55:44:	-18.17	-19.76	-20.00	-29.23
2021-11-10 10:56:04:	-18.03	-19.64	-20.00	-29.58
2021-11-10 10:56:25:	-17.99	-19.50	-20.00	-29.47
2021-11-10 10:56:45:	-17.86	-19.39	-20.00	-29.31
2021-11-10 10:57:06:	-17.77	-19.40	-20.00	-29.57
2021-11-10 10:57:26:	-17.76	-19.38	-20.00	-30.62
2021-11-10 10:57:47:	-17.71	-19.34	-20.00	-31.39
2021-11-10 10:58:07:	-17.67	-19.35	-20.00	-29.76
2021-11-10 10:58:28:	-17.70	-19.35	-20.00	-29.49
2021-11-10 10:58:49:	-17.65	-19.36	-20.00	-30.52
2021-11-10 10:59:10:	-17.68	-19.39	-20.00	-29.43
2021-11-10 10:59:31:	-17.73	-19.44	-20.00	-31.30
2021-11-10 10:59:52:	-17.69	-19.51	-20.00	-30.22
2021-11-10 11:00:12:	-17.77	-19.59	-20.00	-30.38
2021-11-10 11:00:34:	-17.87	-19.70	-20.00	-30.24
2021-11-10 11:00:55:	-17.86	-19.80	-20.00	-29.90
2021-11-10 11:01:15:	-17.98	-19.93	-20.00	-29.88
2021-11-10 11:01:36:	-18.07	-20.01	-20.00	-30.29
2021-11-10 11:01:57:	-18.15	-20.07	-20.00	-30.79
2021-11-10 11:02:18:	-18.18	-20.10	-20.00	-30.04
2021-11-10 11:02:39:	-18.22	-20.17	-20.00	-30.01
2021-11-10 11:03:00:	-18.30	-20.17	-20.00	-29.52
2021-11-10 11:03:21:	-18.31	-20.15	-20.00	-29.23
2021-11-10 11:03:42:	-18.29	-20.12	-20.00	-28.39
2021-11-10 11:04:03:	-18.28	-20.08	-20.00	-28.90
2021-11-10 11:04:25:	-18.26	-19.99	-20.00	-30.83
2021-11-10 11:04:46:	-18.13	-19.90	-20.00	-30.70
2021-11-10 11:05:07:	-18.10	-19.75	-20.00	-30.57
2021-11-10 11:05:28:	-18.05	-19.65	-20.00	-29.61
2021-11-10 11:05:49:	-18.01	-19.63	-20.00	-28.90
2021-11-10 11:06:10:	-17.86	-19.54	-20.00	-28.62
2021-11-10 11:06:31:	-17.88	-19.47	-20.00	-31.09
2021-11-10 11:06:52:	-17.77	-19.43	-20.00	-29.43
2021-11-10 11:07:12:	-17.76	-19.40	-20.00	-28.47
2021-11-10 11:07:34:	-17.76	-19.42	-20.00	-28.58
2021-11-10 11:07:54:	-17.74	-19.50	-20.00	-30.98
2021-11-10 11:08:15:	-17.71	-19.52	-20.00	-30.07
2021-11-10 11:08:37:	-17.72	-19.56	-20.00	-29.69
2021-11-10 11:08:58:	-17.80	-19.62	-20.00	-29.37
2021-11-10 11:09:19:	-17.86	-19.66	-20.00	-29.72
2021-11-10 11:09:39:	-17.84	-19.67	-20.00	-29.08
2021-11-10 11:10:01:	-17.88	-19.64	-20.00	-30.25
2021-11-10 11:10:22:	-17.84	-19.58	-20.00	-29.75
2021-11-10 11:10:43:	-17.80	-19.56	-20.00	-28.10
2021-11-10 11:11:04:	-17.76	-19.47	-20.00	-29.29
2021-11-10 11:11:25:	-17.69	-19.36	-20.00	-28.36
2021-11-10 11:11:46:	-17.63	-19.25	-20.00	-29.40
2021-11-10 11:12:07:	-17.62	-19.19	-20.00	-28.75
2021-11-10 11:12:29:	-17.54	-19.10	-20.00	-29.06
2021-11-10 11:12:49:	-17.45	-19.06	-20.00	-29.44
2021-11-10 11:13:11:	-17.43	-19.05	-20.00	-29.24
2021-11-10 11:13:32:	-17.37	-19.05	-20.00	-28.83
2021-11-10 11:13:53:	-17.34	-19.01	-20.00	-29.07
2021-11-10 11:14:14:	-17.32	-18.99	-20.00	-30.13
2021-11-10 11:14:34:	-17.28	-18.95	-20.00	-30.11
2021-11-10 11:14:55:	-17.32	-19.00	-20.00	-30.75
2021-11-10 11:15:16:	-17.32	-19.08	-20.00	-29.18
