			pt1000 - external - setpoint - internal
2021-11-01 12:18:30:	-999.00	20.92	20.00	19.09
2021-11-01 12:18:44:	-999.00	20.90	20.00	19.05

 END: Keyboard Interrupt (or some other exception)

