			pt1000 - external - setpoint - internal
2021-11-01 12:26:33:	-999.00	20.54	20.00	18.66
2021-11-01 12:26:49:	-999.00	20.56	20.00	18.59

 END: Keyboard Interrupt (or some other exception)

