			pt1000 - external - setpoint - internal
2021-11-04 09:42:04:	14.36	13.82	-20.00	0.49
2021-11-04 09:42:25:	13.91	13.20	-20.00	-1.56
2021-11-04 09:42:45:	13.32	12.47	-20.00	-3.42
2021-11-04 09:43:06:	12.66	11.62	-20.00	-4.52
2021-11-04 09:43:27:	11.89	10.72	-20.00	-6.07
2021-11-04 09:43:48:	11.08	9.77	-20.00	-7.61
2021-11-04 09:44:08:	10.21	8.80	-20.00	-8.58
2021-11-04 09:44:29:	9.31	7.80	-20.00	-9.26
2021-11-04 09:44:50:	8.41	6.81	-20.00	-9.58
2021-11-04 09:45:10:	7.50	5.85	-20.00	-10.32
2021-11-04 09:45:31:	6.61	4.94	-20.00	-10.34
2021-11-04 09:45:52:	5.74	4.08	-20.00	-10.85
2021-11-04 09:46:13:	4.94	3.30	-20.00	-10.97
2021-11-04 09:46:33:	4.19	2.56	-20.00	-11.24
2021-11-04 09:46:54:	3.47	1.90	-20.00	-11.05
2021-11-04 09:47:15:	2.83	1.31	-20.00	-12.07
2021-11-04 09:47:36:	2.19	0.74	-20.00	-14.43
2021-11-04 09:47:57:	1.59	0.19	-20.00	-16.38
2021-11-04 09:48:17:	1.01	-0.38	-20.00	-16.44
2021-11-04 09:48:38:	0.38	-1.00	-20.00	-16.78
2021-11-04 09:48:59:	-0.25	-1.62	-20.00	-14.77
2021-11-04 09:49:20:	-0.83	-2.21	-20.00	-15.40
2021-11-04 09:49:40:	-1.32	-2.73	-20.00	-17.87
2021-11-04 09:50:01:	-1.81	-3.20	-20.00	-17.77
2021-11-04 09:50:22:	-2.29	-3.63	-20.00	-18.46
2021-11-04 09:50:42:	-2.77	-4.13	-20.00	-19.34
2021-11-04 09:51:03:	-3.26	-4.63	-20.00	-19.96
2021-11-04 09:51:24:	-3.73	-5.11	-20.00	-19.14
2021-11-04 09:51:44:	-4.16	-5.54	-20.00	-18.26
2021-11-04 09:52:05:	-4.64	-5.96	-20.00	-20.27
2021-11-04 09:52:25:	-5.00	-6.34	-20.00	-20.09
2021-11-04 09:52:46:	-5.42	-6.72	-20.00	-20.75
2021-11-04 09:53:06:	-5.80	-7.08	-20.00	-21.52
2021-11-04 09:53:27:	-6.19	-7.50	-20.00	-22.12
2021-11-04 09:53:48:	-6.60	-7.92	-20.00	-22.34
2021-11-04 09:54:09:	-7.00	-8.33	-20.00	-22.65
2021-11-04 09:54:29:	-7.41	-8.76	-20.00	-23.06
2021-11-04 09:54:50:	-7.80	-9.13	-20.00	-23.43
2021-11-04 09:55:10:	-8.17	-9.51	-20.00	-23.41
2021-11-04 09:55:31:	-8.55	-9.86	-20.00	-22.81
2021-11-04 09:55:52:	-8.88	-10.15	-20.00	-22.77
2021-11-04 09:56:12:	-9.21	-10.44	-20.00	-23.00
2021-11-04 09:56:33:	-9.50	-10.70	-20.00	-24.27
2021-11-04 09:56:54:	-9.78	-10.97	-20.00	-25.24
2021-11-04 09:57:14:	-10.07	-11.28	-20.00	-25.45
2021-11-04 09:57:34:	-10.33	-11.57	-20.00	-26.41
2021-11-04 09:57:55:	-10.62	-11.88	-20.00	-26.43
2021-11-04 09:58:16:	-10.93	-12.20	-20.00	-24.67
2021-11-04 09:58:36:	-11.22	-12.48	-20.00	-24.15
2021-11-04 09:58:57:	-11.45	-12.76	-20.00	-24.62
2021-11-04 09:59:17:	-11.72	-12.93	-20.00	-25.56
2021-11-04 09:59:38:	-11.90	-13.11	-20.00	-26.18
2021-11-04 09:59:58:	-12.14	-13.32	-20.00	-26.06
2021-11-04 10:00:19:	-12.38	-13.50	-20.00	-27.02
2021-11-04 10:00:39:	-12.55	-13.73	-20.00	-26.99
2021-11-04 10:01:00:	-12.76	-13.98	-20.00	-27.04
2021-11-04 10:01:20:	-13.01	-14.17	-20.00	-27.30
2021-11-04 10:01:41:	-13.19	-14.36	-20.00	-26.39
2021-11-04 10:02:01:	-13.40	-14.59	-20.00	-26.62
2021-11-04 10:02:22:	-13.60	-14.78	-20.00	-26.52
2021-11-04 10:02:43:	-13.76	-14.90	-20.00	-28.04
2021-11-04 10:03:03:	-13.93	-15.01	-20.00	-29.54
2021-11-04 10:03:24:	-14.07	-15.19	-20.00	-28.10
2021-11-04 10:03:45:	-14.24	-15.37	-20.00	-28.36
2021-11-04 10:04:05:	-14.40	-15.58	-20.00	-27.86
2021-11-04 10:04:26:	-14.58	-15.77	-20.00	-27.64
2021-11-04 10:04:46:	-14.76	-15.90	-20.00	-26.42
2021-11-04 10:05:07:	-14.89	-15.97	-20.00	-28.22
2021-11-04 10:05:27:	-14.96	-16.06	-20.00	-27.64
2021-11-04 10:05:48:	-15.09	-16.10	-20.00	-29.71
2021-11-04 10:06:09:	-15.19	-16.17	-20.00	-29.17
2021-11-04 10:06:29:	-15.26	-16.29	-20.00	-28.53
2021-11-04 10:06:50:	-15.37	-16.45	-20.00	-28.94
2021-11-04 10:07:11:	-15.53	-16.57	-20.00	-28.85
2021-11-04 10:07:31:	-15.58	-16.67	-20.00	-28.61
2021-11-04 10:07:52:	-15.66	-16.74	-20.00	-28.03
2021-11-04 10:08:12:	-15.73	-16.80	-20.00	-29.03
2021-11-04 10:08:33:	-15.85	-16.89	-20.00	-29.60
2021-11-04 10:08:53:	-15.94	-17.00	-20.00	-30.26
2021-11-04 10:09:14:	-16.10	-17.14	-20.00	-29.64
2021-11-04 10:09:35:	-16.15	-17.23	-20.00	-28.60
2021-11-04 10:09:55:	-16.21	-17.41	-20.00	-28.20
2021-11-04 10:10:16:	-16.44	-17.57	-20.00	-30.55
2021-11-04 10:10:37:	-16.59	-17.68	-20.00	-29.73
2021-11-04 10:10:57:	-16.68	-17.77	-20.00	-29.58
2021-11-04 10:11:18:	-16.82	-17.94	-20.00	-29.66
2021-11-04 10:11:39:	-16.97	-18.09	-20.00	-29.03
2021-11-04 10:11:59:	-17.09	-18.16	-20.00	-29.57
2021-11-04 10:12:20:	-17.10	-18.28	-20.00	-30.12
2021-11-04 10:12:40:	-17.23	-18.35	-20.00	-29.25
2021-11-04 10:13:01:	-17.31	-18.43	-20.00	-30.00
2021-11-04 10:13:22:	-17.42	-18.48	-20.00	-30.56
2021-11-04 10:13:42:	-17.41	-18.48	-20.00	-30.30
2021-11-04 10:14:03:	-17.50	-18.49	-20.00	-26.51
2021-11-04 10:14:24:	-17.44	-18.48	-20.00	-29.84
2021-11-04 10:14:44:	-17.47	-18.42	-20.00	-28.80
2021-11-04 10:15:05:	-17.46	-18.35	-20.00	-29.08
2021-11-04 10:15:25:	-17.42	-18.25	-20.00	-29.53
2021-11-04 10:15:46:	-17.40	-18.22	-20.00	-29.24
2021-11-04 10:16:06:	-17.34	-18.25	-20.00	-29.71
2021-11-04 10:16:26:	-17.31	-18.22	-20.00	-26.59
2021-11-04 10:16:47:	-17.27	-18.18	-20.00	-29.18
2021-11-04 10:17:08:	-17.27	-18.11	-20.00	-29.63
2021-11-04 10:17:28:	-17.19	-18.10	-20.00	-29.73
2021-11-04 10:17:48:	-17.16	-18.03	-20.00	-30.01
2021-11-04 10:18:09:	-17.16	-18.03	-20.00	-28.54
2021-11-04 10:18:29:	-17.18	-18.08	-20.00	-28.64
2021-11-04 10:18:50:	-17.16	-18.10	-20.00	-29.32
2021-11-04 10:19:10:	-17.17	-18.11	-20.00	-28.57
2021-11-04 10:19:30:	-17.18	-18.12	-20.00	-29.17
2021-11-04 10:19:51:	-17.13	-18.06	-20.00	-30.78
2021-11-04 10:20:11:	-17.23	-18.10	-20.00	-30.74
2021-11-04 10:20:32:	-17.21	-18.18	-20.00	-29.78
2021-11-04 10:20:52:	-17.33	-18.35	-20.00	-29.78
2021-11-04 10:21:13:	-17.41	-18.43	-20.00	-30.07
2021-11-04 10:21:33:	-17.50	-18.53	-20.00	-30.19
2021-11-04 10:21:54:	-17.61	-18.67	-20.00	-30.46
2021-11-04 10:22:15:	-17.72	-18.78	-20.00	-30.23
2021-11-04 10:22:35:	-17.84	-18.91	-20.00	-30.20
2021-11-04 10:22:56:	-17.87	-19.01	-20.00	-30.62
2021-11-04 10:23:16:	-17.96	-19.11	-20.00	-30.91
2021-11-04 10:23:37:	-18.13	-19.24	-20.00	-30.04
2021-11-04 10:23:57:	-18.16	-19.29	-20.00	-29.72
2021-11-04 10:24:18:	-18.24	-19.33	-20.00	-29.98
2021-11-04 10:24:39:	-18.30	-19.37	-20.00	-30.13
2021-11-04 10:24:59:	-18.19	-19.33	-20.00	-28.65
2021-11-04 10:25:20:	-18.34	-19.28	-20.00	-28.84
2021-11-04 10:25:40:	-18.20	-19.22	-20.00	-30.00
2021-11-04 10:26:01:	-18.23	-19.14	-20.00	-29.52
2021-11-04 10:26:21:	-18.13	-19.05	-20.00	-30.28
2021-11-04 10:26:42:	-18.19	-19.05	-20.00	-30.10
2021-11-04 10:27:02:	-18.11	-19.01	-20.00	-30.18
2021-11-04 10:27:23:	-18.09	-19.03	-20.00	-30.03
2021-11-04 10:27:43:	-18.06	-19.02	-20.00	-30.58
2021-11-04 10:28:04:	-18.14	-19.09	-20.00	-31.36
2021-11-04 10:28:25:	-18.12	-19.13	-20.00	-31.80
2021-11-04 10:28:45:	-18.22	-19.20	-20.00	-30.67
2021-11-04 10:29:06:	-18.27	-19.22	-20.00	-30.12
2021-11-04 10:29:26:	-18.22	-19.28	-20.00	-29.90
2021-11-04 10:29:47:	-18.30	-19.39	-20.00	-31.23
2021-11-04 10:30:07:	-18.37	-19.40	-20.00	-32.72
2021-11-04 10:30:28:	-18.32	-19.44	-20.00	-31.05
2021-11-04 10:30:49:	-18.49	-19.49	-20.00	-30.66
2021-11-04 10:31:10:	-18.50	-19.51	-20.00	-28.96
2021-11-04 10:31:30:	-18.53	-19.57	-20.00	-30.14
2021-11-04 10:31:50:	-18.56	-19.54	-20.00	-30.95
2021-11-04 10:32:11:	-18.51	-19.49	-20.00	-30.88
2021-11-04 10:32:32:	-18.59	-19.50	-20.00	-29.89
2021-11-04 10:32:52:	-18.61	-19.53	-20.00	-29.84
2021-11-04 10:33:13:	-18.59	-19.53	-20.00	-29.67
2021-11-04 10:33:33:	-18.55	-19.55	-20.00	-29.86
2021-11-04 10:33:54:	-18.58	-19.54	-20.00	-27.96
2021-11-04 10:34:15:	-18.55	-19.53	-20.00	-30.74
2021-11-04 10:34:36:	-18.57	-19.52	-20.00	-30.29
2021-11-04 10:34:57:	-18.56	-19.51	-20.00	-30.59
2021-11-04 10:35:17:	-18.62	-19.64	-20.00	-30.33
2021-11-04 10:35:38:	-18.67	-19.70	-20.00	-29.46
2021-11-04 10:35:58:	-18.63	-19.75	-20.00	-30.81
2021-11-04 10:36:19:	-18.76	-19.79	-20.00	-30.73
2021-11-04 10:36:40:	-18.79	-19.83	-20.00	-30.42
2021-11-04 10:37:00:	-18.78	-19.82	-20.00	-29.58
2021-11-04 10:37:21:	-18.81	-19.79	-20.00	-29.72
2021-11-04 10:37:41:	-18.79	-19.79	-20.00	-31.00
2021-11-04 10:38:02:	-18.77	-19.78	-20.00	-30.76
2021-11-04 10:38:23:	-18.77	-19.72	-20.00	-29.01
2021-11-04 10:38:43:	-18.70	-19.63	-20.00	-30.28
2021-11-04 10:39:04:	-18.70	-19.54	-20.00	-29.33
2021-11-04 10:39:24:	-18.59	-19.47	-20.00	-30.72
2021-11-04 10:39:45:	-18.55	-19.41	-20.00	-31.80
2021-11-04 10:40:05:	-18.47	-19.37	-20.00	-29.56
2021-11-04 10:40:26:	-18.46	-19.37	-20.00	-29.75
2021-11-04 10:40:47:	-18.49	-19.44	-20.00	-30.99
2021-11-04 10:41:07:	-18.48	-19.50	-20.00	-30.58
2021-11-04 10:41:28:	-18.51	-19.50	-20.00	-30.49
2021-11-04 10:41:48:	-18.55	-19.60	-20.00	-30.27
2021-11-04 10:42:09:	-18.62	-19.73	-20.00	-29.71
2021-11-04 10:42:30:	-18.67	-19.79	-20.00	-28.94
2021-11-04 10:42:51:	-18.76	-19.76	-20.00	-29.01
2021-11-04 10:43:11:	-18.72	-19.81	-20.00	-29.11
2021-11-04 10:43:32:	-18.82	-19.84	-20.00	-29.22
2021-11-04 10:43:52:	-18.78	-19.83	-20.00	-29.21
2021-11-04 10:44:13:	-18.74	-19.81	-20.00	-29.30
2021-11-04 10:44:34:	-18.88	-19.83	-20.00	-29.26
2021-11-04 10:44:54:	-18.87	-19.88	-20.00	-29.52
2021-11-04 10:45:15:	-18.93	-19.97	-20.00	-31.02
2021-11-04 10:45:35:	-18.95	-20.08	-20.00	-31.39
2021-11-04 10:45:56:	-19.01	-20.15	-20.00	-31.52
2021-11-04 10:46:16:	-19.15	-20.22	-20.00	-31.55
2021-11-04 10:46:37:	-19.19	-20.33	-20.00	-29.35
2021-11-04 10:46:58:	-19.27	-20.34	-20.00	-28.12
2021-11-04 10:47:19:	-19.27	-20.34	-20.00	-27.49
2021-11-04 10:47:39:	-19.20	-20.26	-20.00	-29.36
2021-11-04 10:48:00:	-19.18	-20.03	-20.00	-29.47
2021-11-04 10:48:20:	-19.02	-19.86	-20.00	-29.02
2021-11-04 10:48:41:	-18.93	-19.74	-20.00	-28.93
2021-11-04 10:49:01:	-18.77	-19.66	-20.00	-29.61
2021-11-04 10:49:22:	-18.77	-19.53	-20.00	-32.13
2021-11-04 10:49:42:	-18.66	-19.48	-20.00	-29.49
2021-11-04 10:50:03:	-18.61	-19.46	-20.00	-29.04
2021-11-04 10:50:23:	-18.56	-19.47	-20.00	-30.54
2021-11-04 10:50:44:	-18.61	-19.47	-20.00	-31.08
2021-11-04 10:51:05:	-18.59	-19.50	-20.00	-30.62
2021-11-04 10:51:25:	-18.63	-19.55	-20.00	-30.34
2021-11-04 10:51:46:	-18.66	-19.64	-20.00	-29.83
2021-11-04 10:52:07:	-18.72	-19.71	-20.00	-29.11
2021-11-04 10:52:27:	-18.72	-19.76	-20.00	-28.27
2021-11-04 10:52:48:	-18.76	-19.76	-20.00	-30.79
2021-11-04 10:53:09:	-18.74	-19.75	-20.00	-30.20
2021-11-04 10:53:29:	-18.77	-19.76	-20.00	-30.71
2021-11-04 10:53:50:	-18.80	-19.80	-20.00	-30.51
2021-11-04 10:54:10:	-18.82	-19.87	-20.00	-29.07
2021-11-04 10:54:30:	-18.94	-19.92	-20.00	-30.23
2021-11-04 10:54:51:	-18.93	-19.98	-20.00	-30.55
2021-11-04 10:55:12:	-18.94	-20.01	-20.00	-30.65
2021-11-04 10:55:32:	-18.93	-20.00	-20.00	-30.13
2021-11-04 10:55:53:	-18.98	-19.99	-20.00	-29.51
2021-11-04 10:56:14:	-18.97	-19.95	-20.00	-30.41
2021-11-04 10:56:34:	-18.89	-19.91	-20.00	-30.21
2021-11-04 10:56:55:	-18.90	-19.84	-20.00	-28.95
2021-11-04 10:57:12:	-18.87	-19.76	-20.00	-30.49
2021-11-04 10:57:23:	-18.80	-19.70	-20.00	-29.64

 END: Keyboard Interrupt (or some other exception)

