			pt1000 - external - setpoint - internal
2021-11-09 11:39:33:	-12.60	-14.74	-20.00	-27.28
2021-11-09 11:39:54:	-12.76	-14.94	-20.00	-25.87
2021-11-09 11:40:15:	-13.00	-15.09	-20.00	-24.87
2021-11-09 11:40:35:	-13.12	-15.23	-20.00	-27.15
2021-11-09 11:40:56:	-13.25	-15.34	-20.00	-28.84
2021-11-09 11:41:17:	-13.43	-15.46	-20.00	-28.85
2021-11-09 11:41:37:	-13.55	-15.58	-20.00	-26.96
2021-11-09 11:41:58:	-13.62	-15.72	-20.00	-26.54
2021-11-09 11:42:19:	-13.78	-15.87	-20.00	-25.20
2021-11-09 11:42:39:	-13.88	-15.92	-20.00	-26.55
2021-11-09 11:43:00:	-13.98	-15.97	-20.00	-28.66
2021-11-09 11:43:20:	-14.07	-16.03	-20.00	-28.57
2021-11-09 11:43:41:	-14.13	-16.11	-20.00	-28.34
2021-11-09 11:44:02:	-14.26	-16.23	-20.00	-27.12
2021-11-09 11:44:22:	-14.32	-16.32	-20.00	-27.95
2021-11-09 11:44:43:	-14.40	-16.42	-20.00	-28.16
2021-11-09 11:45:04:	-14.54	-16.51	-20.00	-27.85
2021-11-09 11:45:24:	-14.55	-16.53	-20.00	-28.73
2021-11-09 11:45:45:	-14.63	-16.59	-20.00	-28.20
2021-11-09 11:46:05:	-14.67	-16.67	-20.00	-29.11
2021-11-09 11:46:26:	-14.81	-16.79	-20.00	-28.44
2021-11-09 11:46:47:	-14.84	-16.89	-20.00	-29.55
2021-11-09 11:47:07:	-14.97	-17.02	-20.00	-29.50
2021-11-09 11:47:28:	-15.09	-17.17	-20.00	-28.57
2021-11-09 11:47:48:	-15.26	-17.36	-20.00	-29.47
2021-11-09 11:48:09:	-15.29	-17.45	-20.00	-29.36
2021-11-09 11:48:29:	-15.45	-17.56	-20.00	-29.90
2021-11-09 11:48:50:	-15.63	-17.70	-20.00	-28.70
2021-11-09 11:49:11:	-15.66	-17.84	-20.00	-30.06
2021-11-09 11:49:31:	-15.83	-17.96	-20.00	-29.85
2021-11-09 11:49:52:	-15.90	-18.02	-20.00	-28.45
2021-11-09 11:50:12:	-15.96	-18.04	-20.00	-25.98
2021-11-09 11:50:33:	-16.05	-18.10	-20.00	-28.62
2021-11-09 11:50:54:	-16.06	-18.14	-20.00	-29.11
2021-11-09 11:51:14:	-16.11	-18.08	-20.00	-28.64
2021-11-09 11:51:35:	-16.14	-18.06	-20.00	-28.46
2021-11-09 11:51:56:	-16.18	-18.11	-20.00	-26.47
2021-11-09 11:52:16:	-16.18	-18.10	-20.00	-27.42
2021-11-09 11:52:36:	-16.13	-18.07	-20.00	-28.37
2021-11-09 11:52:57:	-16.10	-18.04	-20.00	-30.05
2021-11-09 11:53:18:	-16.08	-18.02	-20.00	-28.58
2021-11-09 11:53:39:	-16.10	-17.99	-20.00	-28.51
2021-11-09 11:53:59:	-16.12	-18.02	-20.00	-30.29
2021-11-09 11:54:20:	-16.15	-18.05	-20.00	-29.80
2021-11-09 11:54:41:	-16.17	-18.09	-20.00	-29.54
2021-11-09 11:55:01:	-16.20	-18.07	-20.00	-29.06
2021-11-09 11:55:22:	-16.22	-18.09	-20.00	-29.04
2021-11-09 11:55:43:	-16.26	-18.20	-20.00	-29.53
2021-11-09 11:56:03:	-16.30	-18.24	-20.00	-29.10
2021-11-09 11:56:24:	-16.34	-18.31	-20.00	-29.70
2021-11-09 11:56:44:	-16.45	-18.41	-20.00	-30.87
2021-11-09 11:57:04:	-16.47	-18.50	-20.00	-30.40
2021-11-09 11:57:25:	-16.63	-18.60	-20.00	-29.84
2021-11-09 11:57:46:	-16.69	-18.72	-20.00	-28.13
2021-11-09 11:58:06:	-16.78	-18.84	-20.00	-27.70
2021-11-09 11:58:27:	-16.91	-18.94	-20.00	-30.58
2021-11-09 11:58:47:	-16.99	-19.05	-20.00	-29.79
2021-11-09 11:59:08:	-17.10	-19.15	-20.00	-29.64
2021-11-09 11:59:29:	-17.17	-19.27	-20.00	-29.36
2021-11-09 11:59:49:	-17.32	-19.35	-20.00	-29.83
2021-11-09 12:00:09:	-17.38	-19.45	-20.00	-29.20
2021-11-09 12:00:30:	-17.42	-19.44	-20.00	-29.39
2021-11-09 12:00:50:	-17.50	-19.44	-20.00	-30.20
2021-11-09 12:01:11:	-17.52	-19.46	-20.00	-30.05
2021-11-09 12:01:31:	-17.52	-19.41	-20.00	-27.14
2021-11-09 12:01:54:	-17.52	-19.34	-20.00	-29.79
2021-11-09 12:02:15:	-17.47	-19.27	-20.00	-28.71
2021-11-09 12:02:35:	-17.47	-19.18	-20.00	-29.15
2021-11-09 12:02:56:	-17.29	-19.10	-20.00	-29.18
2021-11-09 12:03:16:	-17.34	-19.04	-20.00	-29.93
2021-11-09 12:03:37:	-17.26	-19.00	-20.00	-29.77
2021-11-09 12:03:57:	-17.25	-19.01	-20.00	-30.11
2021-11-09 12:04:18:	-17.15	-18.94	-20.00	-29.00
2021-11-09 12:04:39:	-17.13	-18.84	-20.00	-29.44
2021-11-09 12:04:59:	-17.07	-18.83	-20.00	-28.09
2021-11-09 12:05:20:	-17.10	-18.83	-20.00	-29.25
2021-11-09 12:05:41:	-17.02	-18.75	-20.00	-28.65
2021-11-09 12:06:02:	-16.97	-18.76	-20.00	-29.53
2021-11-09 12:06:22:	-16.98	-18.84	-20.00	-28.05
2021-11-09 12:06:43:	-16.96	-18.83	-20.00	-28.79
2021-11-09 12:07:03:	-17.00	-18.85	-20.00	-30.81
2021-11-09 12:07:24:	-17.05	-18.93	-20.00	-30.13
2021-11-09 12:07:45:	-17.12	-19.03	-20.00	-29.52
2021-11-09 12:08:05:	-17.17	-19.09	-20.00	-29.47
2021-11-09 12:08:26:	-17.19	-19.18	-20.00	-28.34
2021-11-09 12:08:46:	-17.26	-19.24	-20.00	-29.52
2021-11-09 12:09:07:	-17.32	-19.30	-20.00	-29.09
2021-11-09 12:09:28:	-17.29	-19.36	-20.00	-28.57
2021-11-09 12:09:48:	-17.34	-19.40	-20.00	-29.34
2021-11-09 12:10:09:	-17.49	-19.44	-20.00	-29.41
2021-11-09 12:10:30:	-17.54	-19.51	-20.00	-28.48
2021-11-09 12:10:50:	-17.54	-19.52	-20.00	-28.45
2021-11-09 12:11:11:	-17.58	-19.58	-20.00	-28.80
2021-11-09 12:11:31:	-17.64	-19.64	-20.00	-29.08
2021-11-09 12:11:52:	-17.71	-19.70	-20.00	-29.32
2021-11-09 12:12:13:	-17.73	-19.76	-20.00	-29.80
2021-11-09 12:12:34:	-17.84	-19.82	-20.00	-30.55
2021-11-09 12:12:54:	-17.79	-19.86	-20.00	-29.51
2021-11-09 12:13:15:	-17.94	-19.93	-20.00	-30.01
2021-11-09 12:13:35:	-17.95	-19.99	-20.00	-29.15
2021-11-09 12:13:56:	-17.97	-19.96	-20.00	-27.27
2021-11-09 12:14:16:	-17.93	-19.89	-20.00	-27.49
2021-11-09 12:14:37:	-17.95	-19.70	-20.00	-29.23
2021-11-09 12:14:57:	-17.86	-19.58	-20.00	-30.62
2021-11-09 12:15:18:	-17.79	-19.42	-20.00	-30.35
2021-11-09 12:15:38:	-17.75	-19.35	-20.00	-29.95
2021-11-09 12:15:59:	-17.71	-19.34	-20.00	-28.68
2021-11-09 12:16:19:	-17.70	-19.33	-20.00	-29.39
2021-11-09 12:16:40:	-17.60	-19.30	-20.00	-29.23
2021-11-09 12:17:00:	-17.54	-19.27	-20.00	-30.06
2021-11-09 12:17:21:	-17.51	-19.23	-20.00	-30.73
2021-11-09 12:17:41:	-17.49	-19.27	-20.00	-30.56
2021-11-09 12:18:02:	-17.53	-19.32	-20.00	-30.06
2021-11-09 12:18:22:	-17.52	-19.35	-20.00	-28.25
2021-11-09 12:18:42:	-17.51	-19.39	-20.00	-30.50
2021-11-09 12:19:03:	-17.60	-19.49	-20.00	-29.94
2021-11-09 12:19:23:	-17.62	-19.51	-20.00	-30.07
2021-11-09 12:19:44:	-17.68	-19.57	-20.00	-29.76
2021-11-09 12:20:05:	-17.74	-19.66	-20.00	-29.67
2021-11-09 12:20:25:	-17.78	-19.75	-20.00	-30.48
2021-11-09 12:20:46:	-17.86	-19.83	-20.00	-30.47
2021-11-09 12:21:07:	-17.95	-19.87	-20.00	-29.09
2021-11-09 12:21:27:	-17.93	-19.86	-20.00	-29.66
2021-11-09 12:21:47:	-18.00	-19.88	-20.00	-30.42
2021-11-09 12:22:08:	-18.01	-19.85	-20.00	-30.87
2021-11-09 12:22:29:	-18.02	-19.83	-20.00	-28.59
2021-11-09 12:22:49:	-17.97	-19.77	-20.00	-29.18
2021-11-09 12:23:10:	-17.99	-19.67	-20.00	-29.30
2021-11-09 12:23:30:	-17.93	-19.54	-20.00	-29.11
2021-11-09 12:23:51:	-17.83	-19.45	-20.00	-29.84
2021-11-09 12:24:12:	-17.78	-19.41	-20.00	-30.16
2021-11-09 12:24:32:	-17.79	-19.38	-20.00	-30.67
2021-11-09 12:24:52:	-17.70	-19.37	-20.00	-30.78
2021-11-09 12:25:13:	-17.77	-19.39	-20.00	-30.55
2021-11-09 12:25:33:	-17.76	-19.42	-20.00	-30.43
2021-11-09 12:25:54:	-17.85	-19.49	-20.00	-30.22
2021-11-09 12:26:15:	-17.86	-19.52	-20.00	-30.19
2021-11-09 12:26:35:	-17.85	-19.59	-20.00	-30.40
2021-11-09 12:26:55:	-17.90	-19.62	-20.00	-30.56
2021-11-09 12:27:16:	-17.91	-19.66	-20.00	-30.35
2021-11-09 12:27:37:	-17.93	-19.72	-20.00	-30.08
2021-11-09 12:27:57:	-17.97	-19.79	-20.00	-29.71
2021-11-09 12:28:18:	-18.04	-19.86	-20.00	-29.92
2021-11-09 12:28:38:	-18.06	-19.89	-20.00	-30.33
2021-11-09 12:28:59:	-18.06	-19.90	-20.00	-30.50
2021-11-09 12:29:19:	-18.15	-19.99	-20.00	-30.55
2021-11-09 12:29:40:	-18.20	-20.07	-20.00	-30.65
2021-11-09 12:30:00:	-18.20	-20.12	-20.00	-31.21
2021-11-09 12:30:21:	-18.18	-20.13	-20.00	-29.42
2021-11-09 12:30:41:	-18.24	-20.16	-20.00	-28.56
2021-11-09 12:31:02:	-18.22	-20.07	-20.00	-28.88
2021-11-09 12:31:23:	-18.11	-19.97	-20.00	-30.75
2021-11-09 12:31:44:	-18.09	-19.94	-20.00	-29.93
2021-11-09 12:32:04:	-18.08	-19.86	-20.00	-29.83
2021-11-09 12:32:25:	-18.03	-19.82	-20.00	-29.66
2021-11-09 12:32:45:	-18.02	-19.80	-20.00	-29.90
2021-11-09 12:33:06:	-17.92	-19.75	-20.00	-30.12
2021-11-09 12:33:27:	-17.86	-19.74	-20.00	-30.25
2021-11-09 12:33:47:	-17.83	-19.67	-20.00	-30.39
2021-11-09 12:34:08:	-17.78	-19.71	-20.00	-30.43
2021-11-09 12:34:29:	-17.80	-19.67	-20.00	-30.52
2021-11-09 12:34:49:	-17.78	-19.73	-20.00	-30.71
2021-11-09 12:35:10:	-17.80	-19.76	-20.00	-30.93
2021-11-09 12:35:31:	-17.87	-19.77	-20.00	-30.96
2021-11-09 12:35:52:	-17.82	-19.80	-20.00	-31.02
2021-11-09 12:36:13:	-17.85	-19.83	-20.00	-30.37
2021-11-09 12:36:34:	-17.85	-19.80	-20.00	-29.56
2021-11-09 12:36:55:	-17.78	-19.80	-20.00	-30.09
2021-11-09 12:37:16:	-17.88	-19.78	-20.00	-31.49
2021-11-09 12:37:37:	-17.82	-19.77	-20.00	-33.09
2021-11-09 12:37:58:	-17.79	-19.80	-20.00	-31.92
2021-11-09 12:38:19:	-17.87	-19.88	-20.00	-29.38
2021-11-09 12:38:40:	-17.89	-19.95	-20.00	-28.20
2021-11-09 12:39:01:	-17.93	-19.94	-20.00	-31.40
2021-11-09 12:39:22:	-17.88	-19.89	-20.00	-30.39
2021-11-09 12:39:43:	-17.93	-19.86	-20.00	-29.45
2021-11-09 12:40:04:	-17.89	-19.82	-20.00	-28.52
2021-11-09 12:40:25:	-17.88	-19.81	-20.00	-27.90
2021-11-09 12:40:46:	-17.88	-19.79	-20.00	-30.19
2021-11-09 12:41:07:	-17.87	-19.80	-20.00	-29.69
2021-11-09 12:41:28:	-17.87	-19.79	-20.00	-29.63
2021-11-09 12:41:49:	-17.90	-19.79	-20.00	-29.64
2021-11-09 12:42:10:	-17.88	-19.83	-20.00	-29.81
2021-11-09 12:42:31:	-17.86	-19.79	-20.00	-28.89
2021-11-09 12:42:52:	-17.90	-19.85	-20.00	-29.18
2021-11-09 12:43:13:	-17.96	-19.87	-20.00	-29.89
2021-11-09 12:43:34:	-18.00	-19.87	-20.00	-29.50
2021-11-09 12:43:54:	-17.97	-19.84	-20.00	-29.50
2021-11-09 12:44:15:	-18.00	-19.85	-20.00	-30.37
2021-11-09 12:44:36:	-17.97	-19.90	-20.00	-30.68
2021-11-09 12:44:57:	-18.04	-19.94	-20.00	-30.17
2021-11-09 12:45:17:	-18.04	-19.93	-20.00	-29.77
2021-11-09 12:45:37:	-18.05	-19.97	-20.00	-30.41
2021-11-09 12:45:58:	-18.08	-19.99	-20.00	-31.16
2021-11-09 12:46:19:	-18.13	-19.96	-20.00	-28.88
2021-11-09 12:46:39:	-18.08	-19.91	-20.00	-28.83
2021-11-09 12:47:00:	-18.10	-19.88	-20.00	-30.59
2021-11-09 12:47:21:	-18.01	-19.84	-20.00	-29.79
2021-11-09 12:47:42:	-17.95	-19.75	-20.00	-29.78
2021-11-09 12:48:02:	-17.86	-19.69	-20.00	-29.55
2021-11-09 12:48:23:	-17.95	-19.61	-20.00	-29.43
2021-11-09 12:48:43:	-17.87	-19.61	-20.00	-29.89
2021-11-09 12:49:04:	-17.87	-19.59	-20.00	-33.07
2021-11-09 12:49:24:	-17.80	-19.58	-20.00	-30.84
2021-11-09 12:49:45:	-17.79	-19.59	-20.00	-26.92
2021-11-09 12:50:06:	-17.90	-19.62	-20.00	-28.79
2021-11-09 12:50:27:	-17.92	-19.69	-20.00	-31.04
2021-11-09 12:50:48:	-17.98	-19.74	-20.00	-29.87
2021-11-09 12:51:09:	-17.95	-19.79	-20.00	-28.87
2021-11-09 12:51:30:	-18.00	-19.86	-20.00	-29.09
2021-11-09 12:51:51:	-18.07	-19.87	-20.00	-28.75
2021-11-09 12:52:12:	-18.02	-19.84	-20.00	-28.35
2021-11-09 12:52:33:	-18.04	-19.73	-20.00	-26.15
2021-11-09 12:52:54:	-17.93	-19.59	-20.00	-28.94
2021-11-09 12:53:15:	-17.90	-19.43	-20.00	-29.37
2021-11-09 12:53:36:	-17.79	-19.25	-20.00	-29.75
2021-11-09 12:53:58:	-17.67	-19.13	-20.00	-28.72
2021-11-09 12:54:18:	-17.62	-19.03	-20.00	-28.34
2021-11-09 12:54:39:	-17.53	-19.04	-20.00	-28.43
2021-11-09 12:55:00:	-17.37	-18.98	-20.00	-29.99
2021-11-09 12:55:21:	-17.39	-18.93	-20.00	-28.86
2021-11-09 12:55:42:	-17.28	-18.88	-20.00	-28.87
2021-11-09 12:56:03:	-17.25	-18.86	-20.00	-30.35
2021-11-09 12:56:24:	-17.23	-18.90	-20.00	-30.55
2021-11-09 12:56:45:	-17.17	-18.97	-20.00	-30.05
2021-11-09 12:57:06:	-17.27	-19.03	-20.00	-29.58
2021-11-09 12:57:27:	-17.32	-19.18	-20.00	-29.79
2021-11-09 12:57:48:	-17.41	-19.29	-20.00	-30.08
2021-11-09 12:58:09:	-17.43	-19.37	-20.00	-29.32
2021-11-09 12:58:31:	-17.51	-19.48	-20.00	-29.40
2021-11-09 12:58:52:	-17.58	-19.53	-20.00	-29.97
2021-11-09 12:59:13:	-17.69	-19.62	-20.00	-30.51
2021-11-09 12:59:34:	-17.68	-19.69	-20.00	-29.55
2021-11-09 12:59:55:	-17.70	-19.75	-20.00	-29.73
2021-11-09 13:00:16:	-17.74	-19.84	-20.00	-30.07
2021-11-09 13:00:37:	-17.81	-19.85	-20.00	-31.10
2021-11-09 13:00:58:	-17.89	-19.86	-20.00	-28.78
2021-11-09 13:01:19:	-17.90	-19.84	-20.00	-27.39
2021-11-09 13:01:39:	-17.84	-19.80	-20.00	-29.32
2021-11-09 13:02:00:	-17.82	-19.71	-20.00	-30.23
2021-11-09 13:02:20:	-17.70	-19.63	-20.00	-30.70
2021-11-09 13:02:41:	-17.71	-19.52	-20.00	-30.79
2021-11-09 13:03:01:	-17.66	-19.45	-20.00	-29.11
2021-11-09 13:03:22:	-17.63	-19.44	-20.00	-28.59
2021-11-09 13:03:42:	-17.62	-19.40	-20.00	-29.38
2021-11-09 13:04:03:	-17.59	-19.38	-20.00	-29.57
2021-11-09 13:04:24:	-17.56	-19.37	-20.00	-30.56
2021-11-09 13:04:44:	-17.54	-19.29	-20.00	-29.89
2021-11-09 13:05:05:	-17.56	-19.30	-20.00	-29.83
2021-11-09 13:05:25:	-17.55	-19.34	-20.00	-30.27
2021-11-09 13:05:46:	-17.51	-19.36	-20.00	-30.53
2021-11-09 13:06:06:	-17.55	-19.36	-20.00	-30.13
2021-11-09 13:06:27:	-17.55	-19.41	-20.00	-29.80
2021-11-09 13:06:48:	-17.58	-19.52	-20.00	-29.39
2021-11-09 13:07:08:	-17.70	-19.62	-20.00	-30.99
2021-11-09 13:07:30:	-17.70	-19.68	-20.00	-30.63
2021-11-09 13:07:51:	-17.75	-19.74	-20.00	-30.29
2021-11-09 13:08:12:	-17.84	-19.84	-20.00	-29.91
2021-11-09 13:08:34:	-17.91	-19.92	-20.00	-31.07
2021-11-09 13:08:55:	-18.02	-20.01	-20.00	-31.21
2021-11-09 13:09:16:	-18.10	-20.13	-20.00	-30.34
2021-11-09 13:09:37:	-18.13	-20.18	-20.00	-29.21
2021-11-09 13:09:58:	-18.14	-20.19	-20.00	-29.89
2021-11-09 13:10:19:	-18.26	-20.21	-20.00	-28.49
2021-11-09 13:10:40:	-18.24	-20.14	-20.00	-28.34
2021-11-09 13:11:00:	-18.20	-20.04	-20.00	-30.56
2021-11-09 13:11:21:	-18.18	-19.93	-20.00	-30.36
2021-11-09 13:11:42:	-18.10	-19.82	-20.00	-30.57
2021-11-09 13:12:03:	-18.05	-19.76	-20.00	-30.22
2021-11-09 13:12:25:	-18.00	-19.69	-20.00	-29.69
2021-11-09 13:12:46:	-17.99	-19.60	-20.00	-29.33
2021-11-09 13:13:07:	-17.98	-19.56	-20.00	-28.78
2021-11-09 13:13:28:	-17.91	-19.49	-20.00	-31.74
2021-11-09 13:13:49:	-17.81	-19.43	-20.00	-29.21
2021-11-09 13:14:10:	-17.81	-19.42	-20.00	-28.17
2021-11-09 13:14:31:	-17.77	-19.45	-20.00	-29.45
2021-11-09 13:14:52:	-17.79	-19.50	-20.00	-31.12
2021-11-09 13:15:12:	-17.79	-19.50	-20.00	-30.43
2021-11-09 13:15:33:	-17.79	-19.53	-20.00	-29.74
2021-11-09 13:15:55:	-17.91	-19.61	-20.00	-28.92
2021-11-09 13:16:16:	-17.92	-19.66	-20.00	-27.79
2021-11-09 13:16:37:	-17.96	-19.69	-20.00	-28.53
2021-11-09 13:16:59:	-18.05	-19.69	-20.00	-30.38
2021-11-09 13:17:20:	-17.97	-19.70	-20.00	-30.12
2021-11-09 13:17:40:	-17.97	-19.75	-20.00	-29.80
2021-11-09 13:18:02:	-18.02	-19.77	-20.00	-29.54
2021-11-09 13:18:23:	-18.03	-19.80	-20.00	-29.92
2021-11-09 13:18:44:	-18.10	-19.84	-20.00	-28.94
2021-11-09 13:19:05:	-18.13	-19.83	-20.00	-29.14
2021-11-09 13:19:26:	-18.13	-19.81	-20.00	-28.83
2021-11-09 13:19:47:	-18.12	-19.82	-20.00	-27.24
2021-11-09 13:20:08:	-18.11	-19.86	-20.00	-29.64
2021-11-09 13:20:29:	-18.11	-19.89	-20.00	-30.66
2021-11-09 13:20:50:	-18.17	-19.94	-20.00	-30.76
2021-11-09 13:21:11:	-18.22	-20.04	-20.00	-29.01
2021-11-09 13:21:33:	-18.18	-20.09	-20.00	-28.49
2021-11-09 13:21:54:	-18.25	-20.12	-20.00	-28.45
2021-11-09 13:22:15:	-18.22	-20.08	-20.00	-27.24
2021-11-09 13:22:36:	-18.25	-19.99	-20.00	-27.31
2021-11-09 13:22:56:	-18.10	-19.88	-20.00	-27.97
2021-11-09 13:23:17:	-18.00	-19.68	-20.00	-29.68
2021-11-09 13:23:37:	-17.92	-19.55	-20.00	-29.21
2021-11-09 13:23:58:	-17.77	-19.42	-20.00	-29.14
2021-11-09 13:24:18:	-17.72	-19.32	-20.00	-29.25
2021-11-09 13:24:39:	-17.64	-19.27	-20.00	-29.34
2021-11-09 13:25:00:	-17.57	-19.20	-20.00	-29.22
2021-11-09 13:25:20:	-17.46	-19.15	-20.00	-30.03
2021-11-09 13:25:41:	-17.44	-19.13	-20.00	-32.53
2021-11-09 13:26:01:	-17.38	-19.18	-20.00	-29.05
2021-11-09 13:26:22:	-17.36	-19.21	-20.00	-29.20
2021-11-09 13:26:42:	-17.34	-19.27	-20.00	-31.45
2021-11-09 13:27:03:	-17.44	-19.35	-20.00	-30.56
2021-11-09 13:27:24:	-17.53	-19.46	-20.00	-30.55
2021-11-09 13:27:44:	-17.56	-19.56	-20.00	-30.35
2021-11-09 13:28:05:	-17.64	-19.66	-20.00	-29.49
2021-11-09 13:28:26:	-17.67	-19.72	-20.00	-29.55
2021-11-09 13:28:46:	-17.75	-19.80	-20.00	-29.56
2021-11-09 13:29:07:	-17.84	-19.83	-20.00	-29.13
2021-11-09 13:29:28:	-17.88	-19.88	-20.00	-29.55
2021-11-09 13:29:48:	-17.92	-19.88	-20.00	-30.42
2021-11-09 13:30:09:	-17.96	-19.92	-20.00	-30.25
2021-11-09 13:30:30:	-17.97	-19.94	-20.00	-29.69
2021-11-09 13:30:50:	-18.00	-19.95	-20.00	-30.24
