			pt1000 - external - setpoint - internal
2023-09-04 16:59:54:	-12.15	-12.98	-20.00	-25.68
2023-09-04 17:00:15:	-12.34	-13.17	-20.00	-25.25
2023-09-04 17:00:36:	-12.54	-13.35	-20.00	-26.35
2023-09-04 17:00:56:	-12.70	-13.54	-20.00	-26.72
2023-09-04 17:01:17:	-12.84	-13.73	-20.00	-26.60
2023-09-04 17:01:37:	-13.07	-13.89	-20.00	-26.32
2023-09-04 17:01:58:	-13.24	-14.08	-20.00	-26.17
2023-09-04 17:02:19:	-13.40	-14.26	-20.00	-26.78
2023-09-04 17:02:39:	-13.49	-14.45	-20.00	-26.81
2023-09-04 17:03:00:	-13.80	-14.62	-20.00	-23.94
2023-09-04 17:03:21:	-13.95	-14.82	-20.00	-27.46
2023-09-04 17:03:41:	-14.21	-15.04	-20.00	-27.08
2023-09-04 17:04:02:	-14.44	-15.27	-20.00	-26.87
2023-09-04 17:04:22:	-14.68	-15.51	-20.00	-26.22
2023-09-04 17:04:43:	-14.88	-15.72	-20.00	-25.51
2023-09-04 17:05:04:	-15.10	-15.95	-20.00	-26.20
2023-09-04 17:05:25:	-15.32	-16.11	-20.00	-26.09
2023-09-04 17:05:46:	-15.49	-16.25	-20.00	-26.64
2023-09-04 17:06:06:	-15.56	-16.34	-20.00	-27.45
2023-09-04 17:06:26:	-15.67	-16.39	-20.00	-27.23
2023-09-04 17:06:47:	-15.77	-16.45	-20.00	-25.53
2023-09-04 17:07:07:	-15.76	-16.51	-20.00	-26.12
2023-09-04 17:07:28:	-15.86	-16.50	-20.00	-27.07
2023-09-04 17:07:49:	-15.88	-16.47	-20.00	-26.80
2023-09-04 17:08:09:	-15.88	-16.45	-20.00	-26.41
2023-09-04 17:08:29:	-15.94	-16.48	-20.00	-27.01
2023-09-04 17:08:50:	-15.74	-16.54	-20.00	-24.42
2023-09-04 17:09:11:	-15.97	-16.60	-20.00	-27.77
2023-09-04 17:09:31:	-16.08	-16.67	-20.00	-27.27
2023-09-04 17:09:52:	-16.16	-16.78	-20.00	-27.04
2023-09-04 17:10:12:	-16.19	-16.95	-20.00	-26.27
2023-09-04 17:10:33:	-16.35	-17.13	-20.00	-26.20
2023-09-04 17:10:54:	-16.52	-17.26	-20.00	-27.35
2023-09-04 17:11:14:	-16.58	-17.37	-20.00	-27.62
2023-09-04 17:11:35:	-16.67	-17.47	-20.00	-25.94
2023-09-04 17:11:56:	-16.76	-17.52	-20.00	-26.24
2023-09-04 17:12:16:	-16.85	-17.59	-20.00	-27.26
2023-09-04 17:12:37:	-16.97	-17.65	-20.00	-28.03
2023-09-04 17:12:57:	-17.04	-17.69	-20.00	-27.28
2023-09-04 17:13:18:	-17.02	-17.76	-20.00	-26.36
2023-09-04 17:13:38:	-17.17	-17.83	-20.00	-28.76
2023-09-04 17:13:59:	-17.18	-17.87	-20.00	-28.72
2023-09-04 17:14:19:	-17.22	-17.91	-20.00	-26.73
2023-09-04 17:14:40:	-17.24	-17.95	-20.00	-26.14
2023-09-04 17:15:01:	-17.32	-18.01	-20.00	-29.11
2023-09-04 17:15:21:	-17.39	-18.04	-20.00	-27.41
2023-09-04 17:15:42:	-17.32	-18.08	-20.00	-26.46
2023-09-04 17:16:03:	-17.50	-18.16	-20.00	-26.37
2023-09-04 17:16:24:	-17.51	-18.21	-20.00	-26.74
2023-09-04 17:16:44:	-17.51	-18.26	-20.00	-27.09
2023-09-04 17:17:05:	-17.64	-18.31	-20.00	-27.50
2023-09-04 17:17:26:	-17.67	-18.37	-20.00	-27.80
2023-09-04 17:17:46:	-17.82	-18.48	-20.00	-28.00
2023-09-04 17:18:07:	-17.93	-18.58	-20.00	-28.05
2023-09-04 17:18:27:	-18.02	-18.70	-20.00	-27.96
2023-09-04 17:18:48:	-18.11	-18.81	-20.00	-27.49
2023-09-04 17:19:09:	-18.23	-18.93	-20.00	-27.23
2023-09-04 17:19:30:	-18.41	-19.03	-20.00	-27.72
2023-09-04 17:19:50:	-18.44	-19.13	-20.00	-27.94
2023-09-04 17:20:11:	-18.56	-19.20	-20.00	-27.81
2023-09-04 17:20:31:	-18.59	-19.30	-20.00	-27.40
2023-09-04 17:20:52:	-18.77	-19.37	-20.00	-28.88
2023-09-04 17:21:13:	-18.71	-19.38	-20.00	-28.71
2023-09-04 17:21:33:	-18.77	-19.41	-20.00	-27.29
2023-09-04 17:21:54:	-18.74	-19.41	-20.00	-26.64
2023-09-04 17:22:14:	-18.77	-19.39	-20.00	-26.74
2023-09-04 17:22:35:	-18.76	-19.30	-20.00	-26.77
2023-09-04 17:22:56:	-18.55	-19.17	-20.00	-27.47
2023-09-04 17:23:16:	-18.55	-19.08	-20.00	-28.68
2023-09-04 17:23:36:	-18.43	-18.99	-20.00	-27.52
2023-09-04 17:23:57:	-18.38	-18.90	-20.00	-26.95
2023-09-04 17:24:18:	-18.34	-18.86	-20.00	-30.79
2023-09-04 17:24:38:	-18.36	-18.81	-20.00	-30.12
2023-09-04 17:24:59:	-18.36	-18.81	-20.00	-29.07
2023-09-04 17:25:20:	-18.21	-18.85	-20.00	-27.10
2023-09-04 17:25:40:	-18.36	-18.90	-20.00	-27.00
2023-09-04 17:26:00:	-18.40	-18.98	-20.00	-28.00
2023-09-04 17:26:21:	-18.41	-19.04	-20.00	-28.87
2023-09-04 17:26:42:	-18.43	-19.11	-20.00	-28.29
2023-09-04 17:27:02:	-18.53	-19.17	-20.00	-27.88
2023-09-04 17:27:23:	-18.54	-19.23	-20.00	-27.13
2023-09-04 17:27:43:	-18.75	-19.31	-20.00	-27.45
2023-09-04 17:28:04:	-18.72	-19.36	-20.00	-27.98
2023-09-04 17:28:25:	-18.74	-19.41	-20.00	-28.26
2023-09-04 17:28:45:	-18.79	-19.46	-20.00	-28.21
2023-09-04 17:29:06:	-18.84	-19.52	-20.00	-27.84
2023-09-04 17:29:26:	-18.96	-19.59	-20.00	-27.94
2023-09-04 17:29:47:	-19.01	-19.68	-20.00	-28.30
2023-09-04 17:30:07:	-18.99	-19.74	-20.00	-28.61
2023-09-04 17:30:28:	-19.10	-19.80	-20.00	-27.79
2023-09-04 17:30:49:	-19.14	-19.82	-20.00	-28.92
2023-09-04 17:31:09:	-19.06	-19.85	-20.00	-29.77
2023-09-04 17:31:30:	-19.21	-19.85	-20.00	-28.00
2023-09-04 17:31:50:	-19.17	-19.82	-20.00	-26.71
2023-09-04 17:32:11:	-19.17	-19.74	-20.00	-26.98
2023-09-04 17:32:32:	-19.10	-19.63	-20.00	-27.37
2023-09-04 17:32:52:	-19.00	-19.51	-20.00	-27.71
2023-09-04 17:33:12:	-18.93	-19.38	-20.00	-26.32
2023-09-04 17:33:33:	-18.73	-19.30	-20.00	-30.13
2023-09-04 17:33:54:	-18.80	-19.27	-20.00	-29.75
2023-09-04 17:34:14:	-18.75	-19.23	-20.00	-28.36
2023-09-04 17:34:35:	-18.69	-19.22	-20.00	-27.21
2023-09-04 17:34:55:	-18.64	-19.26	-20.00	-27.21
2023-09-04 17:35:16:	-18.72	-19.31	-20.00	-27.85
2023-09-04 17:35:37:	-18.86	-19.33	-20.00	-28.33
2023-09-04 17:35:57:	-18.72	-19.34	-20.00	-28.09
2023-09-04 17:36:18:	-18.82	-19.40	-20.00	-27.95
2023-09-04 17:36:39:	-18.91	-19.49	-20.00	-27.79
2023-09-04 17:36:59:	-18.88	-19.56	-20.00	-27.85
2023-09-04 17:37:20:	-18.96	-19.59	-20.00	-28.03
2023-09-04 17:37:40:	-19.06	-19.65	-20.00	-28.14
2023-09-04 17:38:01:	-19.11	-19.70	-20.00	-28.23
2023-09-04 17:38:22:	-19.15	-19.77	-20.00	-28.35
2023-09-04 17:38:42:	-19.12	-19.83	-20.00	-28.46
2023-09-04 17:39:03:	-19.17	-19.90	-20.00	-28.18
2023-09-04 17:39:24:	-19.33	-19.95	-20.00	-28.25
2023-09-04 17:39:44:	-19.35	-19.98	-20.00	-30.00
2023-09-04 17:40:04:	-19.34	-19.98	-20.00	-27.80
2023-09-04 17:40:25:	-19.37	-19.95	-20.00	-28.09
2023-09-04 17:40:45:	-19.29	-19.94	-20.00	-28.26
2023-09-04 17:41:06:	-19.26	-19.88	-20.00	-27.26
2023-09-04 17:41:27:	-19.22	-19.80	-20.00	-26.80
2023-09-04 17:41:47:	-19.06	-19.69	-20.00	-27.87
2023-09-04 17:42:07:	-18.92	-19.55	-20.00	-26.92
2023-09-04 17:42:28:	-19.01	-19.43	-20.00	-27.43
2023-09-04 17:42:49:	-18.82	-19.33	-20.00	-30.31
2023-09-04 17:43:09:	-18.70	-19.27	-20.00	-29.84
2023-09-04 17:43:30:	-18.71	-19.24	-20.00	-27.56
2023-09-04 17:43:51:	-18.76	-19.26	-20.00	-27.09
2023-09-04 17:44:11:	-18.75	-19.31	-20.00	-27.66
2023-09-04 17:44:32:	-18.77	-19.36	-20.00	-28.84
2023-09-04 17:44:52:	-18.76	-19.39	-20.00	-28.53
2023-09-04 17:45:13:	-18.78	-19.46	-20.00	-27.99
2023-09-04 17:45:33:	-18.83	-19.55	-20.00	-27.84
2023-09-04 17:45:54:	-18.89	-19.63	-20.00	-27.69
2023-09-04 17:46:14:	-18.95	-19.68	-20.00	-27.89
2023-09-04 17:46:35:	-19.06	-19.74	-20.00	-28.17
2023-09-04 17:46:55:	-19.09	-19.79	-20.00	-28.47
2023-09-04 17:47:16:	-19.21	-19.85	-20.00	-28.46
2023-09-04 17:47:37:	-19.26	-19.91	-20.00	-28.33
2023-09-04 17:47:57:	-19.30	-19.95	-20.00	-28.07
2023-09-04 17:48:18:	-19.32	-20.01	-20.00	-29.20
2023-09-04 17:48:38:	-19.39	-20.02	-20.00	-29.40
2023-09-04 17:48:59:	-19.33	-20.03	-20.00	-27.19
2023-09-04 17:49:19:	-19.35	-20.03	-20.00	-28.51
2023-09-04 17:49:40:	-19.28	-19.98	-20.00	-26.76
2023-09-04 17:50:00:	-19.26	-19.90	-20.00	-26.86
2023-09-04 17:50:21:	-19.22	-19.78	-20.00	-28.67
2023-09-04 17:50:42:	-19.04	-19.64	-20.00	-28.42
2023-09-04 17:51:03:	-19.01	-19.49	-20.00	-28.12
2023-09-04 17:51:23:	-18.91	-19.42	-20.00	-27.72
2023-09-04 17:51:44:	-18.86	-19.35	-20.00	-29.10
2023-09-04 17:52:04:	-18.75	-19.29	-20.00	-28.94
2023-09-04 17:52:25:	-18.71	-19.24	-20.00	-29.83
2023-09-04 17:52:46:	-18.64	-19.23	-20.00	-27.45
2023-09-04 17:53:06:	-18.75	-19.26	-20.00	-27.10
2023-09-04 17:53:27:	-18.73	-19.30	-20.00	-27.79
2023-09-04 17:53:47:	-18.70	-19.33	-20.00	-28.90
2023-09-04 17:54:08:	-18.85	-19.37	-20.00	-28.43
2023-09-04 17:54:28:	-18.85	-19.40	-20.00	-28.01
2023-09-04 17:54:49:	-18.82	-19.49	-20.00	-27.59
2023-09-04 17:55:09:	-18.91	-19.57	-20.00	-27.73
2023-09-04 17:55:30:	-18.90	-19.64	-20.00	-28.20
2023-09-04 17:55:51:	-18.91	-19.70	-20.00	-28.49
2023-09-04 17:56:11:	-19.14	-19.74	-20.00	-28.42
2023-09-04 17:56:32:	-19.12	-19.81	-20.00	-28.23
2023-09-04 17:56:53:	-19.23	-19.88	-20.00	-28.28
2023-09-04 17:57:13:	-19.31	-19.95	-20.00	-28.46
2023-09-04 17:57:34:	-19.32	-19.99	-20.00	-28.25
2023-09-04 17:57:54:	-19.36	-20.00	-20.00	-29.28
2023-09-04 17:58:15:	-19.36	-20.00	-20.00	-28.57
2023-09-04 17:58:36:	-19.39	-20.01	-20.00	-28.24
2023-09-04 17:58:56:	-19.36	-19.99	-20.00	-26.79
2023-09-04 17:59:17:	-19.30	-19.94	-20.00	-27.13
2023-09-04 17:59:38:	-19.15	-19.83	-20.00	-28.74
2023-09-04 17:59:59:	-19.10	-19.70	-20.00	-29.36
2023-09-04 18:00:19:	-19.03	-19.58	-20.00	-28.84
2023-09-04 18:00:40:	-18.95	-19.49	-20.00	-28.12
2023-09-04 18:01:00:	-18.88	-19.39	-20.00	-27.84
2023-09-04 18:01:21:	-18.84	-19.31	-20.00	-27.00
2023-09-04 18:01:42:	-18.68	-19.25	-20.00	-31.22
2023-09-04 18:02:03:	-18.70	-19.16	-20.00	-29.82
2023-09-04 18:02:23:	-18.68	-19.11	-20.00	-27.76
2023-09-04 18:02:44:	-18.61	-19.16	-20.00	-26.94
2023-09-04 18:03:04:	-18.75	-19.18	-20.00	-27.79
2023-09-04 18:03:25:	-18.61	-19.24	-20.00	-28.74
2023-09-04 18:03:45:	-18.66	-19.27	-20.00	-28.44
2023-09-04 18:04:06:	-18.68	-19.34	-20.00	-27.82
2023-09-04 18:04:27:	-18.78	-19.41	-20.00	-27.52
2023-09-04 18:04:48:	-18.84	-19.47	-20.00	-27.67
2023-09-04 18:05:08:	-18.90	-19.53	-20.00	-28.09
2023-09-04 18:05:29:	-18.90	-19.60	-20.00	-28.37
2023-09-04 18:05:51:	-19.04	-19.67	-20.00	-28.39
2023-09-04 18:06:12:	-19.02	-19.74	-20.00	-28.15
2023-09-04 18:06:33:	-19.23	-19.80	-20.00	-28.27
2023-09-04 18:06:54:	-19.26	-19.85	-20.00	-28.51
2023-09-04 18:07:15:	-19.25	-19.90	-20.00	-28.41
2023-09-04 18:07:37:	-19.27	-19.95	-20.00	-28.69
2023-09-04 18:07:58:	-19.35	-19.99	-20.00	-29.09
2023-09-04 18:08:20:	-19.39	-20.00	-20.00	-28.54
2023-09-04 18:08:40:	-19.33	-19.98	-20.00	-26.77
2023-09-04 18:09:01:	-19.31	-19.93	-20.00	-26.98
2023-09-04 18:09:21:	-19.22	-19.84	-20.00	-28.08
2023-09-04 18:09:42:	-19.07	-19.71	-20.00	-28.54
2023-09-04 18:10:02:	-19.07	-19.58	-20.00	-28.41
2023-09-04 18:10:23:	-18.98	-19.46	-20.00	-27.83
2023-09-04 18:10:43:	-18.76	-19.33	-20.00	-27.36
2023-09-04 18:11:04:	-18.84	-19.27	-20.00	-29.73
2023-09-04 18:11:24:	-18.73	-19.21	-20.00	-29.55
2023-09-04 18:11:45:	-18.57	-19.17	-20.00	-29.40
2023-09-04 18:12:06:	-18.59	-19.17	-20.00	-27.25
2023-09-04 18:12:26:	-18.62	-19.20	-20.00	-27.03
2023-09-04 18:12:47:	-18.56	-19.24	-20.00	-27.91
2023-09-04 18:13:08:	-18.59	-19.25	-20.00	-28.83
2023-09-04 18:13:28:	-18.70	-19.27	-20.00	-28.30
2023-09-04 18:13:49:	-18.69	-19.34	-20.00	-27.89
2023-09-04 18:14:09:	-18.79	-19.41	-20.00	-27.58
2023-09-04 18:14:30:	-18.84	-19.47	-20.00	-27.88
2023-09-04 18:14:51:	-18.83	-19.54	-20.00	-28.30
2023-09-04 18:15:11:	-18.95	-19.62	-20.00	-28.53
2023-09-04 18:15:32:	-18.99	-19.68	-20.00	-28.51
2023-09-04 18:15:52:	-19.06	-19.74	-20.00	-28.15
2023-09-04 18:16:13:	-19.11	-19.83	-20.00	-28.22
2023-09-04 18:16:34:	-19.11	-19.89	-20.00	-28.61
2023-09-04 18:16:54:	-19.28	-19.95	-20.00	-28.26
2023-09-04 18:17:15:	-19.31	-20.00	-20.00	-29.06
2023-09-04 18:17:35:	-19.31	-20.03	-20.00	-29.25
2023-09-04 18:17:56:	-19.33	-20.01	-20.00	-28.57
2023-09-04 18:18:17:	-19.29	-19.96	-20.00	-26.81
2023-09-04 18:18:38:	-19.33	-19.91	-20.00	-26.87
2023-09-04 18:18:59:	-19.23	-19.83	-20.00	-28.54
2023-09-04 18:19:20:	-19.04	-19.68	-20.00	-28.68
2023-09-04 18:19:41:	-19.01	-19.56	-20.00	-28.64
2023-09-04 18:20:02:	-18.85	-19.44	-20.00	-28.03
2023-09-04 18:20:24:	-18.83	-19.38	-20.00	-28.25
2023-09-04 18:20:45:	-18.76	-19.29	-20.00	-27.58
2023-09-04 18:21:06:	-18.59	-19.22	-20.00	-28.30
2023-09-04 18:21:27:	-18.67	-19.16	-20.00	-29.83
2023-09-04 18:21:48:	-18.62	-19.16	-20.00	-27.48
2023-09-04 18:22:09:	-18.63	-19.19	-20.00	-26.80
2023-09-04 18:22:31:	-18.63	-19.24	-20.00	-27.27
2023-09-04 18:22:52:	-18.62	-19.26	-20.00	-28.37
2023-09-04 18:23:13:	-18.65	-19.29	-20.00	-28.52
2023-09-04 18:23:34:	-18.64	-19.35	-20.00	-28.02
2023-09-04 18:23:55:	-18.79	-19.42	-20.00	-27.76
2023-09-04 18:24:16:	-18.77	-19.51	-20.00	-27.53
2023-09-04 18:24:37:	-18.87	-19.60	-20.00	-27.79
2023-09-04 18:24:58:	-18.93	-19.65	-20.00	-28.24
2023-09-04 18:25:19:	-19.05	-19.70	-20.00	-28.28
2023-09-04 18:25:39:	-19.13	-19.76	-20.00	-28.26
2023-09-04 18:26:00:	-19.10	-19.81	-20.00	-28.10
2023-09-04 18:26:21:	-19.19	-19.86	-20.00	-28.44
2023-09-04 18:26:41:	-19.24	-19.92	-20.00	-28.69
2023-09-04 18:27:02:	-19.27	-19.95	-20.00	-28.96
2023-09-04 18:27:22:	-19.24	-19.98	-20.00	-27.89
2023-09-04 18:27:43:	-19.30	-19.95	-20.00	-28.62
2023-09-04 18:28:04:	-19.25	-19.90	-20.00	-27.06
2023-09-04 18:28:24:	-19.12	-19.83	-20.00	-26.98
2023-09-04 18:28:45:	-19.08	-19.71	-20.00	-28.49
2023-09-04 18:29:06:	-19.01	-19.58	-20.00	-28.29
2023-09-04 18:29:26:	-18.89	-19.45	-20.00	-27.42
2023-09-04 18:29:47:	-18.85	-19.35	-20.00	-26.58
2023-09-04 18:30:08:	-18.70	-19.28	-20.00	-28.37
2023-09-04 18:30:29:	-18.66	-19.21	-20.00	-29.98
2023-09-04 18:30:50:	-18.69	-19.19	-20.00	-27.67
2023-09-04 18:31:11:	-18.71	-19.25	-20.00	-26.93
2023-09-04 18:31:32:	-18.68	-19.33	-20.00	-27.49
2023-09-04 18:31:53:	-18.75	-19.37	-20.00	-28.41
2023-09-04 18:32:14:	-18.76	-19.41	-20.00	-28.20
2023-09-04 18:32:35:	-18.80	-19.42	-20.00	-27.91
2023-09-04 18:32:56:	-18.79	-19.50	-20.00	-27.75
2023-09-04 18:33:18:	-18.92	-19.56	-20.00	-27.75
2023-09-04 18:33:39:	-18.92	-19.61	-20.00	-28.01
2023-09-04 18:34:00:	-18.88	-19.64	-20.00	-28.20
2023-09-04 18:34:20:	-19.04	-19.71	-20.00	-28.24
2023-09-04 18:34:42:	-19.15	-19.78	-20.00	-28.28
2023-09-04 18:35:03:	-19.22	-19.83	-20.00	-28.43
2023-09-04 18:35:23:	-19.17	-19.90	-20.00	-28.50
2023-09-04 18:35:44:	-19.29	-19.97	-20.00	-28.20
2023-09-04 18:36:05:	-19.26	-20.01	-20.00	-29.13
2023-09-04 18:36:26:	-19.33	-20.02	-20.00	-29.18
2023-09-04 18:36:46:	-19.39	-20.03	-20.00	-27.46
2023-09-04 18:37:07:	-19.29	-20.02	-20.00	-28.20
2023-09-04 18:37:28:	-19.35	-19.96	-20.00	-27.01
2023-09-04 18:37:49:	-19.22	-19.85	-20.00	-27.30
2023-09-04 18:38:10:	-19.18	-19.72	-20.00	-28.47
2023-09-04 18:38:32:	-19.05	-19.59	-20.00	-28.16
2023-09-04 18:38:53:	-18.94	-19.48	-20.00	-27.35
2023-09-04 18:39:14:	-18.87	-19.41	-20.00	-28.68
2023-09-04 18:39:36:	-18.84	-19.32	-20.00	-28.94
2023-09-04 18:39:57:	-18.74	-19.29	-20.00	-29.79
2023-09-04 18:40:18:	-18.63	-19.30	-20.00	-27.38
2023-09-04 18:40:39:	-18.76	-19.34	-20.00	-26.79
2023-09-04 18:41:01:	-18.65	-19.38	-20.00	-27.28
2023-09-04 18:41:22:	-18.75	-19.38	-20.00	-28.77
2023-09-04 18:41:43:	-18.77	-19.41	-20.00	-28.90
2023-09-04 18:42:04:	-18.70	-19.43	-20.00	-28.06
2023-09-04 18:42:25:	-18.81	-19.49	-20.00	-27.74
2023-09-04 18:42:46:	-18.86	-19.55	-20.00	-27.65
2023-09-04 18:43:08:	-18.95	-19.63	-20.00	-28.17
2023-09-04 18:43:29:	-18.95	-19.69	-20.00	-28.58
2023-09-04 18:43:50:	-19.13	-19.76	-20.00	-28.65
2023-09-04 18:44:11:	-19.17	-19.83	-20.00	-28.41
2023-09-04 18:44:32:	-19.19	-19.90	-20.00	-28.30
2023-09-04 18:44:54:	-19.24	-19.99	-20.00	-28.41
2023-09-04 18:45:14:	-19.33	-20.03	-20.00	-28.20
2023-09-04 18:45:35:	-19.34	-20.07	-20.00	-29.04
2023-09-04 18:45:56:	-19.42	-20.09	-20.00	-29.11
2023-09-04 18:46:16:	-19.29	-20.09	-20.00	-28.10
2023-09-04 18:46:37:	-19.40	-20.05	-20.00	-26.88
2023-09-04 18:46:57:	-19.42	-19.98	-20.00	-26.96
2023-09-04 18:47:18:	-19.29	-19.91	-20.00	-28.47
2023-09-04 18:47:39:	-19.16	-19.77	-20.00	-29.19
2023-09-04 18:47:59:	-19.08	-19.63	-20.00	-29.33
2023-09-04 18:48:20:	-18.95	-19.52	-20.00	-28.50
2023-09-04 18:48:40:	-18.87	-19.42	-20.00	-27.87
2023-09-04 18:49:01:	-18.83	-19.36	-20.00	-27.71
2023-09-04 18:49:22:	-18.67	-19.28	-20.00	-30.75
2023-09-04 18:49:43:	-18.63	-19.20	-20.00	-29.91
2023-09-04 18:50:03:	-18.59	-19.13	-20.00	-28.64
2023-09-04 18:50:24:	-18.55	-19.11	-20.00	-27.22
2023-09-04 18:50:45:	-18.61	-19.16	-20.00	-27.78
2023-09-04 18:51:05:	-18.58	-19.18	-20.00	-28.61
2023-09-04 18:51:26:	-18.58	-19.21	-20.00	-28.39
2023-09-04 18:51:46:	-18.64	-19.27	-20.00	-27.89
2023-09-04 18:52:07:	-18.66	-19.33	-20.00	-27.77
2023-09-04 18:52:27:	-18.77	-19.39	-20.00	-27.91
2023-09-04 18:52:48:	-18.79	-19.44	-20.00	-28.30
2023-09-04 18:53:09:	-18.85	-19.49	-20.00	-28.55
2023-09-04 18:53:29:	-18.89	-19.57	-20.00	-28.58
2023-09-04 18:53:50:	-19.02	-19.65	-20.00	-28.28
2023-09-04 18:54:11:	-19.03	-19.74	-20.00	-27.98
2023-09-04 18:54:31:	-19.12	-19.84	-20.00	-28.24
2023-09-04 18:54:52:	-19.19	-19.88	-20.00	-28.58
2023-09-04 18:55:13:	-19.23	-19.97	-20.00	-28.00
2023-09-04 18:55:33:	-19.27	-19.99	-20.00	-28.34
2023-09-04 18:55:54:	-19.29	-20.02	-20.00	-30.14
2023-09-04 18:56:14:	-19.28	-20.02	-20.00	-27.71
2023-09-04 18:56:35:	-19.30	-19.99	-20.00	-27.96
2023-09-04 18:56:55:	-19.31	-19.98	-20.00	-26.65
2023-09-04 18:57:16:	-19.29	-19.90	-20.00	-27.33
2023-09-04 18:57:36:	-19.14	-19.79	-20.00	-28.79
2023-09-04 18:57:57:	-19.09	-19.64	-20.00	-29.21
2023-09-04 18:58:17:	-19.00	-19.53	-20.00	-28.55
