			pt1000 - external - setpoint - internal
2021-11-05 09:48:36:	17.12	16.64	-20.00	13.70
2021-11-05 09:48:57:	17.07	16.59	-20.00	12.81
2021-11-05 09:49:17:	17.01	16.54	-20.00	11.43
2021-11-05 09:49:38:	16.90	16.41	-20.00	9.03
2021-11-05 09:49:59:	16.74	16.22	-20.00	6.39
2021-11-05 09:50:20:	16.47	15.87	-20.00	4.10
2021-11-05 09:50:41:	16.10	15.37	-20.00	1.93
2021-11-05 09:51:01:	15.60	14.71	-20.00	0.39
2021-11-05 09:51:22:	15.01	13.95	-20.00	-1.19
2021-11-05 09:51:43:	14.34	13.09	-20.00	-3.29
2021-11-05 09:52:04:	13.58	12.16	-20.00	-4.33
2021-11-05 09:52:25:	12.75	11.17	-20.00	-5.28
2021-11-05 09:52:46:	11.91	10.17	-20.00	-6.44
2021-11-05 09:53:07:	11.01	9.16	-20.00	-7.62
2021-11-05 09:53:27:	10.10	8.16	-20.00	-8.18
2021-11-05 09:53:48:	9.20	7.19	-20.00	-8.65
2021-11-05 09:54:09:	8.30	6.25	-20.00	-9.06
2021-11-05 09:54:30:	7.42	5.34	-20.00	-9.46
2021-11-05 09:54:50:	6.58	4.51	-20.00	-9.76
2021-11-05 09:55:11:	5.77	3.73	-20.00	-10.36
2021-11-05 09:55:32:	5.02	3.01	-20.00	-10.99
2021-11-05 09:55:53:	4.34	2.33	-20.00	-10.88
2021-11-05 09:56:13:	3.66	1.70	-20.00	-11.12
2021-11-05 09:56:34:	3.02	1.12	-20.00	-13.80
2021-11-05 09:56:55:	2.40	0.54	-20.00	-15.98
2021-11-05 09:57:16:	1.78	-0.05	-20.00	-15.86
2021-11-05 09:57:37:	1.17	-0.67	-20.00	-16.68
2021-11-05 09:57:58:	0.54	-1.33	-20.00	-16.20
2021-11-05 09:58:19:	-0.06	-1.98	-20.00	-14.86
2021-11-05 09:58:39:	-0.67	-2.56	-20.00	-15.77
2021-11-05 09:59:00:	-1.20	-3.03	-20.00	-17.72
2021-11-05 09:59:20:	-1.70	-3.48	-20.00	-17.84
2021-11-05 09:59:41:	-2.17	-3.95	-20.00	-18.82
2021-11-05 10:00:02:	-2.63	-4.44	-20.00	-19.55
2021-11-05 10:00:22:	-3.12	-4.93	-20.00	-20.02
2021-11-05 10:00:43:	-3.59	-5.41	-20.00	-18.43
2021-11-05 10:01:03:	-4.05	-5.87	-20.00	-18.26
2021-11-05 10:01:24:	-4.48	-6.32	-20.00	-20.49
2021-11-05 10:01:45:	-4.89	-6.69	-20.00	-20.89
2021-11-05 10:02:05:	-5.30	-7.05	-20.00	-21.32
2021-11-05 10:02:26:	-5.70	-7.43	-20.00	-21.85
2021-11-05 10:02:46:	-6.13	-7.83	-20.00	-22.20
2021-11-05 10:03:07:	-6.41	-8.23	-20.00	-22.31
2021-11-05 10:03:28:	-6.85	-8.62	-20.00	-22.71
2021-11-05 10:03:48:	-7.19	-9.03	-20.00	-22.85
2021-11-05 10:04:09:	-7.55	-9.42	-20.00	-22.28
2021-11-05 10:04:30:	-7.92	-9.74	-20.00	-22.26
2021-11-05 10:04:50:	-8.26	-10.03	-20.00	-22.90
2021-11-05 10:05:11:	-8.55	-10.35	-20.00	-23.84
2021-11-05 10:05:32:	-8.89	-10.68	-20.00	-24.46
2021-11-05 10:05:52:	-9.13	-10.95	-20.00	-24.97
2021-11-05 10:06:13:	-9.46	-11.25	-20.00	-24.10
2021-11-05 10:06:33:	-9.80	-11.59	-20.00	-23.48
2021-11-05 10:06:54:	-10.04	-11.86	-20.00	-23.97
2021-11-05 10:07:14:	-10.35	-12.17	-20.00	-24.45
2021-11-05 10:07:35:	-10.58	-12.43	-20.00	-25.71
2021-11-05 10:07:55:	-10.92	-12.64	-20.00	-26.18
2021-11-05 10:08:15:	-11.17	-12.92	-20.00	-26.58
2021-11-05 10:08:36:	-11.33	-13.18	-20.00	-24.87
2021-11-05 10:08:57:	-11.64	-13.44	-20.00	-24.03
2021-11-05 10:09:17:	-11.96	-13.65	-20.00	-25.53
2021-11-05 10:09:38:	-12.08	-13.86	-20.00	-25.79
2021-11-05 10:09:59:	-12.34	-14.04	-20.00	-26.20
2021-11-05 10:10:19:	-12.49	-14.18	-20.00	-26.21
2021-11-05 10:10:40:	-12.62	-14.34	-20.00	-26.68
2021-11-05 10:11:00:	-12.86	-14.53	-20.00	-26.56
2021-11-05 10:11:21:	-13.03	-14.73	-20.00	-26.06
2021-11-05 10:11:41:	-13.18	-14.91	-20.00	-24.90
2021-11-05 10:12:02:	-13.37	-15.06	-20.00	-26.02
2021-11-05 10:12:23:	-13.50	-15.20	-20.00	-27.23
2021-11-05 10:12:43:	-13.61	-15.32	-20.00	-29.76
2021-11-05 10:13:04:	-13.78	-15.46	-20.00	-27.92
2021-11-05 10:13:24:	-13.95	-15.63	-20.00	-26.20
2021-11-05 10:13:45:	-14.00	-15.76	-20.00	-25.66
2021-11-05 10:14:06:	-14.17	-15.86	-20.00	-26.19
2021-11-05 10:14:26:	-14.33	-15.91	-20.00	-27.54
2021-11-05 10:14:47:	-14.34	-15.98	-20.00	-28.07
2021-11-05 10:15:08:	-14.48	-16.06	-20.00	-28.08
2021-11-05 10:15:28:	-14.57	-16.19	-20.00	-28.13
2021-11-05 10:15:49:	-14.67	-16.29	-20.00	-27.49
2021-11-05 10:16:09:	-14.76	-16.36	-20.00	-27.80
2021-11-05 10:16:29:	-14.90	-16.45	-20.00	-28.26
2021-11-05 10:16:50:	-14.96	-16.52	-20.00	-28.49
2021-11-05 10:17:11:	-15.05	-16.66	-20.00	-28.58
2021-11-05 10:17:32:	-15.18	-16.77	-20.00	-28.64
2021-11-05 10:17:52:	-15.25	-16.91	-20.00	-28.81
2021-11-05 10:18:13:	-15.36	-17.02	-20.00	-29.19
2021-11-05 10:18:33:	-15.48	-17.14	-20.00	-29.19
2021-11-05 10:18:54:	-15.63	-17.25	-20.00	-29.98
2021-11-05 10:19:14:	-15.66	-17.41	-20.00	-30.19
2021-11-05 10:19:35:	-15.96	-17.52	-20.00	-29.43
2021-11-05 10:19:55:	-15.92	-17.67	-20.00	-29.20
2021-11-05 10:20:16:	-16.04	-17.84	-20.00	-29.48
2021-11-05 10:20:36:	-16.24	-17.94	-20.00	-30.19
2021-11-05 10:20:57:	-16.32	-18.01	-20.00	-25.99
2021-11-05 10:21:17:	-16.39	-18.02	-20.00	-29.13
2021-11-05 10:21:38:	-16.41	-18.06	-20.00	-29.20
2021-11-05 10:21:58:	-16.44	-18.01	-20.00	-29.47
2021-11-05 10:22:19:	-16.46	-18.05	-20.00	-28.14
2021-11-05 10:22:39:	-16.53	-18.05	-20.00	-27.52
2021-11-05 10:23:00:	-16.54	-18.09	-20.00	-27.15
2021-11-05 10:23:20:	-16.54	-18.05	-20.00	-27.94
2021-11-05 10:23:41:	-16.50	-18.02	-20.00	-28.04
2021-11-05 10:24:02:	-16.55	-17.97	-20.00	-28.72
2021-11-05 10:24:22:	-16.52	-17.98	-20.00	-29.74
2021-11-05 10:24:43:	-16.53	-18.03	-20.00	-28.73
2021-11-05 10:25:03:	-16.54	-18.05	-20.00	-29.06
2021-11-05 10:25:24:	-16.54	-18.10	-20.00	-31.01
2021-11-05 10:25:45:	-16.61	-18.13	-20.00	-29.42
2021-11-05 10:26:06:	-16.71	-18.23	-20.00	-30.33
2021-11-05 10:26:26:	-16.72	-18.31	-20.00	-29.40
2021-11-05 10:26:47:	-16.77	-18.38	-20.00	-29.02
2021-11-05 10:27:07:	-16.89	-18.44	-20.00	-29.27
2021-11-05 10:27:28:	-16.86	-18.51	-20.00	-29.65
2021-11-05 10:27:48:	-16.89	-18.52	-20.00	-29.87
2021-11-05 10:28:09:	-16.95	-18.53	-20.00	-30.35
2021-11-05 10:28:29:	-16.98	-18.58	-20.00	-30.62
2021-11-05 10:28:50:	-17.09	-18.63	-20.00	-30.31
2021-11-05 10:29:10:	-17.13	-18.72	-20.00	-29.96
2021-11-05 10:29:31:	-17.15	-18.80	-20.00	-29.23
2021-11-05 10:29:52:	-17.24	-18.89	-20.00	-29.06
2021-11-05 10:30:12:	-17.24	-18.92	-20.00	-30.11
2021-11-05 10:30:33:	-17.32	-19.01	-20.00	-31.58
2021-11-05 10:30:53:	-17.46	-19.06	-20.00	-30.97
2021-11-05 10:31:13:	-17.43	-19.12	-20.00	-29.94
2021-11-05 10:31:34:	-17.55	-19.17	-20.00	-28.90
2021-11-05 10:31:54:	-17.62	-19.26	-20.00	-28.89
2021-11-05 10:32:15:	-17.68	-19.30	-20.00	-29.82
2021-11-05 10:32:35:	-17.70	-19.33	-20.00	-31.91
2021-11-05 10:32:56:	-17.65	-19.34	-20.00	-29.73
2021-11-05 10:33:17:	-17.70	-19.29	-20.00	-29.45
2021-11-05 10:33:38:	-17.79	-19.34	-20.00	-28.69
2021-11-05 10:33:59:	-17.81	-19.43	-20.00	-29.61
2021-11-05 10:34:19:	-17.81	-19.43	-20.00	-30.51
2021-11-05 10:34:40:	-17.90	-19.44	-20.00	-29.56
2021-11-05 10:35:00:	-17.93	-19.47	-20.00	-29.37
2021-11-05 10:35:21:	-17.91	-19.56	-20.00	-29.52
2021-11-05 10:35:42:	-17.97	-19.59	-20.00	-28.98
2021-11-05 10:36:02:	-18.01	-19.64	-20.00	-28.24
2021-11-05 10:36:23:	-18.01	-19.62	-20.00	-28.25
2021-11-05 10:36:43:	-18.04	-19.63	-20.00	-27.54
2021-11-05 10:37:04:	-18.01	-19.62	-20.00	-30.76
2021-11-05 10:37:24:	-18.12	-19.63	-20.00	-30.14
2021-11-05 10:37:45:	-18.15	-19.72	-20.00	-29.87
2021-11-05 10:38:05:	-18.14	-19.76	-20.00	-29.37
2021-11-05 10:38:26:	-18.29	-19.77	-20.00	-29.60
2021-11-05 10:38:46:	-18.26	-19.81	-20.00	-29.46
2021-11-05 10:39:07:	-18.20	-19.85	-20.00	-29.19
2021-11-05 10:39:28:	-18.30	-19.88	-20.00	-30.23
2021-11-05 10:39:48:	-18.28	-19.85	-20.00	-30.66
2021-11-05 10:40:09:	-18.30	-19.82	-20.00	-30.29
2021-11-05 10:40:30:	-18.27	-19.76	-20.00	-27.92
2021-11-05 10:40:50:	-18.21	-19.71	-20.00	-29.72
2021-11-05 10:41:11:	-18.12	-19.65	-20.00	-29.26
2021-11-05 10:41:32:	-18.08	-19.52	-20.00	-29.43
2021-11-05 10:41:52:	-18.00	-19.40	-20.00	-29.98
2021-11-05 10:42:13:	-17.91	-19.30	-20.00	-29.79
2021-11-05 10:42:33:	-17.86	-19.24	-20.00	-30.25
2021-11-05 10:42:54:	-17.81	-19.20	-20.00	-30.34
2021-11-05 10:43:14:	-17.78	-19.13	-20.00	-29.50
2021-11-05 10:43:35:	-17.74	-19.10	-20.00	-29.48
2021-11-05 10:43:55:	-17.71	-19.06	-20.00	-31.07
2021-11-05 10:44:16:	-17.61	-19.00	-20.00	-30.79
2021-11-05 10:44:36:	-17.55	-19.03	-20.00	-30.38
2021-11-05 10:44:57:	-17.59	-19.09	-20.00	-30.65
2021-11-05 10:45:17:	-17.63	-19.11	-20.00	-30.55
2021-11-05 10:45:37:	-17.74	-19.21	-20.00	-30.30
2021-11-05 10:45:58:	-17.79	-19.34	-20.00	-29.79
2021-11-05 10:46:19:	-17.81	-19.46	-20.00	-30.03
2021-11-05 10:46:40:	-17.96	-19.57	-20.00	-30.27
2021-11-05 10:47:00:	-18.02	-19.67	-20.00	-30.17
2021-11-05 10:47:21:	-18.06	-19.76	-20.00	-30.33
2021-11-05 10:47:41:	-18.16	-19.83	-20.00	-30.40
2021-11-05 10:48:02:	-18.17	-19.89	-20.00	-30.25
2021-11-05 10:48:22:	-18.26	-19.99	-20.00	-29.38
2021-11-05 10:48:43:	-18.27	-20.02	-20.00	-29.60
2021-11-05 10:49:03:	-18.38	-20.07	-20.00	-30.20
2021-11-05 10:49:24:	-18.40	-20.08	-20.00	-31.07
2021-11-05 10:49:44:	-18.42	-20.05	-20.00	-28.71
2021-11-05 10:50:05:	-18.45	-19.96	-20.00	-27.86
2021-11-05 10:50:26:	-18.35	-19.91	-20.00	-29.94
2021-11-05 10:50:46:	-18.32	-19.79	-20.00	-30.31
2021-11-05 10:51:07:	-18.33	-19.66	-20.00	-32.00
2021-11-05 10:51:27:	-18.23	-19.59	-20.00	-30.14
2021-11-05 10:51:48:	-18.16	-19.55	-20.00	-28.34
2021-11-05 10:52:08:	-18.07	-19.59	-20.00	-29.93
2021-11-05 10:52:29:	-18.07	-19.59	-20.00	-30.48
2021-11-05 10:52:49:	-18.11	-19.58	-20.00	-29.92
2021-11-05 10:53:10:	-18.08	-19.55	-20.00	-29.64
2021-11-05 10:53:30:	-18.14	-19.60	-20.00	-29.96
2021-11-05 10:53:51:	-18.19	-19.67	-20.00	-29.16
2021-11-05 10:54:12:	-18.10	-19.70	-20.00	-28.66
2021-11-05 10:54:33:	-18.20	-19.75	-20.00	-30.35
2021-11-05 10:54:53:	-18.21	-19.71	-20.00	-30.29

 END: Keyboard Interrupt (or some other exception)

