			pt1000 - external - setpoint - internal
2021-11-04 11:41:16:	-18.77	-19.62	-20.00	-30.45
2021-11-04 11:41:37:	-18.71	-19.59	-20.00	-29.72
2021-11-04 11:41:58:	-18.70	-19.55	-20.00	-29.80
2021-11-04 11:42:20:	-18.74	-19.56	-20.00	-30.13
2021-11-04 11:42:40:	-18.68	-19.56	-20.00	-30.33
2021-11-04 11:43:02:	-18.66	-19.55	-20.00	-30.54
2021-11-04 11:43:23:	-18.54	-19.49	-20.00	-30.62
2021-11-04 11:43:44:	-18.58	-19.47	-20.00	-30.97
2021-11-04 11:44:05:	-18.56	-19.49	-20.00	-31.15
2021-11-04 11:44:26:	-18.47	-19.50	-20.00	-31.28
2021-11-04 11:44:47:	-18.53	-19.50	-20.00	-30.79
2021-11-04 11:45:09:	-18.47	-19.49	-20.00	-29.64
2021-11-04 11:45:30:	-18.45	-19.45	-20.00	-29.77
2021-11-04 11:45:51:	-18.38	-19.42	-20.00	-32.52
2021-11-04 11:46:12:	-18.40	-19.36	-20.00	-32.18
2021-11-04 11:46:32:	-18.40	-19.39	-20.00	-31.01
2021-11-04 11:46:53:	-18.47	-19.46	-20.00	-30.67
2021-11-04 11:47:15:	-18.44	-19.51	-20.00	-28.48
2021-11-04 11:47:36:	-18.53	-19.57	-20.00	-31.02
2021-11-04 11:47:57:	-18.53	-19.61	-20.00	-30.31
2021-11-04 11:48:18:	-18.58	-19.67	-20.00	-30.70
2021-11-04 11:48:39:	-18.64	-19.75	-20.00	-30.60
2021-11-04 11:49:00:	-18.76	-19.83	-20.00	-29.32
2021-11-04 11:49:21:	-18.73	-19.88	-20.00	-30.18
2021-11-04 11:49:42:	-18.78	-19.90	-20.00	-29.30
2021-11-04 11:50:04:	-18.78	-19.90	-20.00	-29.06
2021-11-04 11:50:25:	-18.80	-19.84	-20.00	-29.67
2021-11-04 11:50:46:	-18.84	-19.82	-20.00	-29.72
2021-11-04 11:51:07:	-18.79	-19.79	-20.00	-29.93
2021-11-04 11:51:28:	-18.75	-19.75	-20.00	-30.19
2021-11-04 11:51:49:	-18.75	-19.72	-20.00	-30.46
2021-11-04 11:52:10:	-18.69	-19.71	-20.00	-30.65
2021-11-04 11:52:31:	-18.69	-19.70	-20.00	-30.88
2021-11-04 11:52:52:	-18.73	-19.72	-20.00	-31.29
2021-11-04 11:53:12:	-18.70	-19.70	-20.00	-31.37
2021-11-04 11:53:33:	-18.62	-19.67	-20.00	-29.41
2021-11-04 11:53:53:	-18.64	-19.66	-20.00	-30.47
2021-11-04 11:54:14:	-18.60	-19.61	-20.00	-29.45
2021-11-04 11:54:34:	-18.55	-19.53	-20.00	-32.78
2021-11-04 11:54:55:	-18.46	-19.50	-20.00	-30.42
2021-11-04 11:55:15:	-18.49	-19.49	-20.00	-28.75
2021-11-04 11:55:36:	-18.49	-19.51	-20.00	-30.51
2021-11-04 11:55:57:	-18.54	-19.55	-20.00	-30.27
2021-11-04 11:56:17:	-18.53	-19.57	-20.00	-30.56
2021-11-04 11:56:38:	-18.56	-19.58	-20.00	-30.49
2021-11-04 11:56:59:	-18.66	-19.68	-20.00	-30.15
2021-11-04 11:57:19:	-18.65	-19.76	-20.00	-29.93
2021-11-04 11:57:40:	-18.72	-19.79	-20.00	-29.72
2021-11-04 11:58:00:	-18.75	-19.83	-20.00	-28.90
2021-11-04 11:58:21:	-18.72	-19.84	-20.00	-28.70
2021-11-04 11:58:42:	-18.84	-19.85	-20.00	-30.96
2021-11-04 11:59:03:	-18.79	-19.89	-20.00	-30.45
2021-11-04 11:59:24:	-18.87	-19.92	-20.00	-30.56
2021-11-04 11:59:46:	-18.88	-20.00	-20.00	-29.83
2021-11-04 12:00:07:	-19.00	-20.10	-20.00	-29.47
2021-11-04 12:00:28:	-19.07	-20.13	-20.00	-31.28
2021-11-04 12:00:49:	-19.07	-20.16	-20.00	-30.94
2021-11-04 12:01:10:	-19.03	-20.17	-20.00	-30.53
2021-11-04 12:01:31:	-19.07	-20.20	-20.00	-29.10
2021-11-04 12:01:52:	-19.05	-20.19	-20.00	-29.86
2021-11-04 12:02:13:	-19.13	-20.11	-20.00	-28.92
2021-11-04 12:02:34:	-18.99	-20.02	-20.00	-28.97
2021-11-04 12:02:55:	-18.98	-19.87	-20.00	-30.60
2021-11-04 12:03:16:	-18.88	-19.75	-20.00	-30.89
2021-11-04 12:03:37:	-18.77	-19.67	-20.00	-30.81
2021-11-04 12:03:58:	-18.67	-19.59	-20.00	-30.67
2021-11-04 12:04:19:	-18.65	-19.50	-20.00	-30.54
2021-11-04 12:04:40:	-18.57	-19.43	-20.00	-30.69
2021-11-04 12:05:02:	-18.47	-19.44	-20.00	-30.45
2021-11-04 12:05:23:	-18.43	-19.38	-20.00	-29.91
2021-11-04 12:05:44:	-18.42	-19.37	-20.00	-32.53
2021-11-04 12:06:05:	-18.38	-19.37	-20.00	-31.59
2021-11-04 12:06:26:	-18.44	-19.43	-20.00	-31.69
2021-11-04 12:06:47:	-18.51	-19.51	-20.00	-30.14
2021-11-04 12:07:07:	-18.54	-19.58	-20.00	-29.88
2021-11-04 12:07:28:	-18.52	-19.66	-20.00	-30.58
2021-11-04 12:07:50:	-18.61	-19.76	-20.00	-31.24
2021-11-04 12:08:11:	-18.76	-19.84	-20.00	-31.74
2021-11-04 12:08:32:	-18.79	-19.96	-20.00	-31.72
2021-11-04 12:08:53:	-18.87	-20.07	-20.00	-29.54
2021-11-04 12:09:14:	-19.02	-20.20	-20.00	-30.39
2021-11-04 12:09:35:	-19.13	-20.30	-20.00	-31.66
2021-11-04 12:09:56:	-19.22	-20.34	-20.00	-30.81
2021-11-04 12:10:17:	-19.30	-20.37	-20.00	-29.60
2021-11-04 12:10:38:	-19.30	-20.37	-20.00	-28.87
2021-11-04 12:10:59:	-19.32	-20.35	-20.00	-29.44
2021-11-04 12:11:21:	-19.26	-20.29	-20.00	-30.25
2021-11-04 12:11:42:	-19.23	-20.21	-20.00	-30.67
2021-11-04 12:12:03:	-19.16	-20.08	-20.00	-30.47
2021-11-04 12:12:24:	-19.13	-20.00	-20.00	-28.87
2021-11-04 12:12:45:	-19.09	-19.92	-20.00	-30.39
2021-11-04 12:13:06:	-18.99	-19.80	-20.00	-30.28
2021-11-04 12:13:27:	-18.93	-19.70	-20.00	-31.64
2021-11-04 12:13:48:	-18.82	-19.60	-20.00	-30.63
2021-11-04 12:14:09:	-18.70	-19.57	-20.00	-30.75
2021-11-04 12:14:30:	-18.70	-19.56	-20.00	-29.81
2021-11-04 12:14:50:	-18.74	-19.55	-20.00	-31.05
2021-11-04 12:15:11:	-18.74	-19.59	-20.00	-30.16
2021-11-04 12:15:32:	-18.80	-19.61	-20.00	-30.85
2021-11-04 12:15:52:	-18.80	-19.67	-20.00	-31.34
2021-11-04 12:16:13:	-18.88	-19.79	-20.00	-31.55
2021-11-04 12:16:34:	-18.95	-19.92	-20.00	-31.53
2021-11-04 12:16:54:	-19.02	-19.99	-20.00	-29.67
2021-11-04 12:17:14:	-19.14	-20.13	-20.00	-30.74
2021-11-04 12:17:35:	-19.18	-20.24	-20.00	-31.60
2021-11-04 12:17:55:	-19.29	-20.26	-20.00	-30.74
2021-11-04 12:18:16:	-19.33	-20.31	-20.00	-30.27
2021-11-04 12:18:37:	-19.46	-20.35	-20.00	-31.10
2021-11-04 12:18:57:	-19.44	-20.36	-20.00	-29.13
2021-11-04 12:19:17:	-19.48	-20.35	-20.00	-29.72
2021-11-04 12:19:38:	-19.44	-20.29	-20.00	-30.46
2021-11-04 12:19:58:	-19.38	-20.20	-20.00	-30.79
2021-11-04 12:20:19:	-19.35	-20.07	-20.00	-30.45
2021-11-04 12:20:40:	-19.31	-19.99	-20.00	-29.02
2021-11-04 12:21:00:	-19.20	-19.91	-20.00	-30.50
2021-11-04 12:21:21:	-19.12	-19.83	-20.00	-31.08
2021-11-04 12:21:42:	-19.03	-19.79	-20.00	-31.21
2021-11-04 12:22:02:	-18.95	-19.72	-20.00	-30.87
2021-11-04 12:22:23:	-18.90	-19.69	-20.00	-30.25
2021-11-04 12:22:43:	-18.88	-19.68	-20.00	-29.14
2021-11-04 12:23:04:	-18.88	-19.65	-20.00	-30.66
2021-11-04 12:23:24:	-18.80	-19.69	-20.00	-30.03
2021-11-04 12:23:44:	-18.85	-19.67	-20.00	-30.60
2021-11-04 12:24:05:	-18.85	-19.73	-20.00	-30.79
2021-11-04 12:24:26:	-18.84	-19.79	-20.00	-30.67
2021-11-04 12:24:46:	-18.98	-19.87	-20.00	-30.14
2021-11-04 12:25:07:	-18.93	-19.91	-20.00	-30.28
2021-11-04 12:25:27:	-19.04	-19.96	-20.00	-30.64
2021-11-04 12:25:49:	-19.08	-20.03	-20.00	-31.52
2021-11-04 12:26:09:	-19.07	-20.08	-20.00	-31.66
2021-11-04 12:26:30:	-19.19	-20.05	-20.00	-30.88
2021-11-04 12:26:50:	-19.17	-20.08	-20.00	-29.19
2021-11-04 12:27:11:	-19.15	-20.11	-20.00	-29.41
2021-11-04 12:27:31:	-19.24	-20.10	-20.00	-29.48
2021-11-04 12:27:52:	-19.15	-20.05	-20.00	-30.94
2021-11-04 12:28:13:	-19.11	-20.02	-20.00	-29.47
2021-11-04 12:28:33:	-19.05	-19.93	-20.00	-30.27
2021-11-04 12:28:54:	-19.01	-19.87	-20.00	-29.15
2021-11-04 12:29:14:	-18.99	-19.88	-20.00	-30.70
2021-11-04 12:29:35:	-19.02	-19.88	-20.00	-30.06
2021-11-04 12:29:56:	-18.94	-19.87	-20.00	-30.76
2021-11-04 12:30:17:	-18.96	-19.89	-20.00	-30.89
2021-11-04 12:30:38:	-19.00	-19.89	-20.00	-30.35
2021-11-04 12:30:58:	-19.02	-19.94	-20.00	-29.17
2021-11-04 12:31:19:	-19.10	-19.97	-20.00	-30.07
2021-11-04 12:31:40:	-19.15	-20.03	-20.00	-30.26
2021-11-04 12:32:01:	-19.12	-20.05	-20.00	-30.46
2021-11-04 12:32:22:	-19.11	-20.06	-20.00	-29.86
2021-11-04 12:32:43:	-19.17	-20.14	-20.00	-29.42
2021-11-04 12:33:03:	-19.19	-20.15	-20.00	-30.29
2021-11-04 12:33:24:	-19.21	-20.19	-20.00	-31.34
2021-11-04 12:33:45:	-19.28	-20.23	-20.00	-31.13
2021-11-04 12:34:06:	-19.34	-20.24	-20.00	-30.32
2021-11-04 12:34:26:	-19.33	-20.23	-20.00	-29.22
2021-11-04 12:34:47:	-19.36	-20.25	-20.00	-29.65
2021-11-04 12:35:08:	-19.25	-20.21	-20.00	-29.75
2021-11-04 12:35:29:	-19.27	-20.12	-20.00	-30.05
2021-11-04 12:35:50:	-19.25	-20.02	-20.00	-30.54
2021-11-04 12:36:10:	-19.17	-19.90	-20.00	-30.90
2021-11-04 12:36:31:	-19.07	-19.82	-20.00	-30.37
2021-11-04 12:36:52:	-18.96	-19.76	-20.00	-29.52
2021-11-04 12:37:12:	-18.91	-19.67	-20.00	-29.32
2021-11-04 12:37:33:	-18.85	-19.57	-20.00	-31.94
2021-11-04 12:37:54:	-18.77	-19.47	-20.00	-31.66
2021-11-04 12:38:15:	-18.72	-19.43	-20.00	-30.69
2021-11-04 12:38:35:	-18.73	-19.46	-20.00	-30.02
2021-11-04 12:38:56:	-18.73	-19.52	-20.00	-30.21
2021-11-04 12:39:17:	-18.77	-19.58	-20.00	-30.46
2021-11-04 12:39:37:	-18.78	-19.64	-20.00	-30.89
2021-11-04 12:39:59:	-18.82	-19.68	-20.00	-31.16
2021-11-04 12:40:19:	-18.85	-19.76	-20.00	-31.25
2021-11-04 12:40:40:	-18.94	-19.83	-20.00	-31.19
2021-11-04 12:41:01:	-19.07	-19.91	-20.00	-30.06
2021-11-04 12:41:22:	-19.10	-19.99	-20.00	-30.25
2021-11-04 12:41:42:	-19.16	-20.05	-20.00	-31.14
2021-11-04 12:42:03:	-19.27	-20.13	-20.00	-31.61
2021-11-04 12:42:24:	-19.30	-20.19	-20.00	-31.25
2021-11-04 12:42:45:	-19.44	-20.25	-20.00	-31.15
2021-11-04 12:43:06:	-19.45	-20.29	-20.00	-29.03
2021-11-04 12:43:27:	-19.49	-20.27	-20.00	-29.55
2021-11-04 12:43:48:	-19.51	-20.24	-20.00	-29.56
2021-11-04 12:44:09:	-19.47	-20.14	-20.00	-30.00
2021-11-04 12:44:30:	-19.40	-20.04	-20.00	-30.21
2021-11-04 12:44:51:	-19.36	-19.95	-20.00	-30.56
2021-11-04 12:45:12:	-19.31	-19.88	-20.00	-30.96
2021-11-04 12:45:33:	-19.19	-19.83	-20.00	-31.28
2021-11-04 12:45:55:	-19.20	-19.76	-20.00	-31.41
2021-11-04 12:46:16:	-19.11	-19.73	-20.00	-30.44
2021-11-04 12:46:37:	-19.04	-19.69	-20.00	-30.84
2021-11-04 12:46:58:	-18.95	-19.64	-20.00	-29.96
2021-11-04 12:47:19:	-18.90	-19.57	-20.00	-31.33
2021-11-04 12:47:40:	-18.83	-19.56	-20.00	-31.29
2021-11-04 12:48:02:	-18.84	-19.53	-20.00	-30.48
2021-11-04 12:48:23:	-18.84	-19.58	-20.00	-30.22
2021-11-04 12:48:44:	-18.84	-19.64	-20.00	-30.42
2021-11-04 12:49:05:	-18.91	-19.73	-20.00	-30.60
2021-11-04 12:49:26:	-18.89	-19.78	-20.00	-30.80
2021-11-04 12:49:47:	-18.94	-19.87	-20.00	-30.89
2021-11-04 12:50:08:	-19.05	-19.98	-20.00	-30.88
2021-11-04 12:50:29:	-19.12	-20.06	-20.00	-30.36
2021-11-04 12:50:50:	-19.14	-20.16	-20.00	-30.24
2021-11-04 12:51:11:	-19.23	-20.27	-20.00	-31.37
2021-11-04 12:51:32:	-19.28	-20.33	-20.00	-31.61
2021-11-04 12:51:52:	-19.39	-20.38	-20.00	-31.10
2021-11-04 12:52:13:	-19.39	-20.39	-20.00	-30.10
2021-11-04 12:52:34:	-19.40	-20.38	-20.00	-29.81
2021-11-04 12:52:54:	-19.41	-20.40	-20.00	-28.71
2021-11-04 12:53:15:	-19.36	-20.31	-20.00	-29.18
2021-11-04 12:53:35:	-19.34	-20.18	-20.00	-30.72
2021-11-04 12:53:56:	-19.22	-20.05	-20.00	-30.90
2021-11-04 12:54:17:	-19.09	-19.94	-20.00	-30.86
2021-11-04 12:54:37:	-18.98	-19.83	-20.00	-30.46
2021-11-04 12:54:58:	-18.98	-19.70	-20.00	-29.60
2021-11-04 12:55:18:	-18.85	-19.60	-20.00	-28.90
2021-11-04 12:55:39:	-18.79	-19.49	-20.00	-30.91
2021-11-04 12:56:00:	-18.73	-19.43	-20.00	-31.46
2021-11-04 12:56:20:	-18.65	-19.43	-20.00	-31.47
2021-11-04 12:56:41:	-18.57	-19.40	-20.00	-30.46
2021-11-04 12:57:02:	-18.58	-19.44	-20.00	-30.22
2021-11-04 12:57:23:	-18.66	-19.47	-20.00	-30.31
2021-11-04 12:57:43:	-18.71	-19.56	-20.00	-30.81
2021-11-04 12:58:04:	-18.67	-19.61	-20.00	-31.07
2021-11-04 12:58:24:	-18.73	-19.63	-20.00	-31.31
2021-11-04 12:58:45:	-18.80	-19.73	-20.00	-31.32
2021-11-04 12:59:06:	-18.86	-19.82	-20.00	-31.29
2021-11-04 12:59:26:	-18.98	-19.88	-20.00	-30.57
2021-11-04 12:59:47:	-19.11	-19.98	-20.00	-30.90
2021-11-04 13:00:08:	-19.16	-20.15	-20.00	-31.14
2021-11-04 13:00:28:	-19.20	-20.24	-20.00	-31.98
2021-11-04 13:00:49:	-19.27	-20.26	-20.00	-31.85
2021-11-04 13:01:09:	-19.35	-20.29	-20.00	-31.98
2021-11-04 13:01:30:	-19.44	-20.26	-20.00	-29.14
2021-11-04 13:01:50:	-19.40	-20.28	-20.00	-29.57
2021-11-04 13:02:11:	-19.47	-20.26	-20.00	-29.04
2021-11-04 13:02:31:	-19.39	-20.16	-20.00	-30.18
2021-11-04 13:02:52:	-19.30	-20.03	-20.00	-30.65
2021-11-04 13:03:13:	-19.29	-19.99	-20.00	-29.85
2021-11-04 13:03:33:	-19.24	-19.93	-20.00	-29.37
2021-11-04 13:03:54:	-19.25	-19.88	-20.00	-29.46
2021-11-04 13:04:14:	-19.10	-19.80	-20.00	-32.51
2021-11-04 13:04:35:	-19.13	-19.70	-20.00	-29.61
2021-11-04 13:04:55:	-19.12	-19.64	-20.00	-28.56
2021-11-04 13:05:16:	-19.02	-19.66	-20.00	-30.86
2021-11-04 13:05:37:	-19.03	-19.65	-20.00	-30.19
2021-11-04 13:05:57:	-19.02	-19.66	-20.00	-30.76
2021-11-04 13:06:18:	-19.11	-19.66	-20.00	-30.55
2021-11-04 13:06:38:	-19.14	-19.72	-20.00	-30.21
2021-11-04 13:06:59:	-19.16	-19.74	-20.00	-29.59
2021-11-04 13:07:19:	-19.25	-19.77	-20.00	-28.63
2021-11-04 13:07:40:	-19.20	-19.78	-20.00	-29.98
2021-11-04 13:08:00:	-19.19	-19.78	-20.00	-30.24
2021-11-04 13:08:21:	-19.22	-19.78	-20.00	-31.07
2021-11-04 13:08:41:	-19.19	-19.79	-20.00	-30.99
2021-11-04 13:09:02:	-19.21	-19.81	-20.00	-30.27
2021-11-04 13:09:23:	-19.33	-19.88	-20.00	-29.33
2021-11-04 13:09:43:	-19.36	-19.94	-20.00	-30.48
2021-11-04 13:10:04:	-19.31	-19.98	-20.00	-30.35
2021-11-04 13:10:24:	-19.33	-19.96	-20.00	-29.93
2021-11-04 13:10:45:	-19.35	-19.96	-20.00	-30.01
2021-11-04 13:11:05:	-19.26	-19.97	-20.00	-31.03
2021-11-04 13:11:26:	-19.33	-19.98	-20.00	-30.77
2021-11-04 13:11:46:	-19.22	-19.98	-20.00	-30.59
2021-11-04 13:12:07:	-19.26	-19.94	-20.00	-29.61
2021-11-04 13:12:28:	-19.29	-19.92	-20.00	-29.74
2021-11-04 13:12:48:	-19.22	-19.94	-20.00	-30.00
2021-11-04 13:13:08:	-19.14	-19.88	-20.00	-29.88
2021-11-04 13:13:29:	-19.08	-19.86	-20.00	-30.01
2021-11-04 13:13:50:	-18.95	-19.83	-20.00	-30.09
2021-11-04 13:14:10:	-19.00	-19.81	-20.00	-30.25
2021-11-04 13:14:30:	-18.97	-19.80	-20.00	-30.30
2021-11-04 13:14:51:	-18.94	-19.78	-20.00	-30.65
2021-11-04 13:15:11:	-18.93	-19.80	-20.00	-31.15
2021-11-04 13:15:32:	-18.89	-19.81	-20.00	-31.12
2021-11-04 13:15:53:	-18.89	-19.80	-20.00	-29.89
2021-11-04 13:16:14:	-18.84	-19.87	-20.00	-30.20
2021-11-04 13:16:35:	-18.95	-19.95	-20.00	-33.28
2021-11-04 13:16:56:	-18.97	-19.97	-20.00	-32.83
2021-11-04 13:17:17:	-18.97	-19.95	-20.00	-31.31
2021-11-04 13:17:38:	-18.98	-19.94	-20.00	-30.11
2021-11-04 13:17:59:	-18.96	-19.98	-20.00	-30.42
2021-11-04 13:18:20:	-19.04	-19.93	-20.00	-30.33
2021-11-04 13:18:41:	-18.98	-19.85	-20.00	-29.97
2021-11-04 13:19:02:	-18.89	-19.82	-20.00	-29.82
2021-11-04 13:19:23:	-18.83	-19.72	-20.00	-30.31
