			pt1000 - external - setpoint - internal
2023-09-08 12:52:00:	20.24	19.84	20.00	18.65
2023-09-08 12:52:20:	20.24	19.85	20.00	18.65
2023-09-08 12:52:41:	20.25	19.86	20.00	18.64
2023-09-08 12:53:02:	20.26	19.86	20.00	18.61
2023-09-08 12:53:23:	20.27	19.87	20.00	18.63
2023-09-08 12:53:43:	20.27	19.87	20.00	18.61
2023-09-08 12:54:04:	20.27	19.87	20.00	18.64
2023-09-08 12:54:25:	20.28	19.87	20.00	18.63
2023-09-08 12:54:45:	20.29	19.88	20.00	18.67
2023-09-08 12:55:06:	20.28	19.88	20.00	18.65
2023-09-08 12:55:26:	20.29	19.88	20.00	18.65
2023-09-08 12:55:47:	20.29	19.89	20.00	18.66
2023-09-08 12:56:08:	20.29	19.90	20.00	18.67
2023-09-08 12:56:28:	20.30	19.91	20.00	18.62
2023-09-08 12:56:49:	20.31	19.91	20.00	18.64
2023-09-08 12:57:10:	20.31	19.91	20.00	18.62
2023-09-08 12:57:30:	20.31	19.91	20.00	18.65
2023-09-08 12:57:51:	20.31	19.91	20.00	18.66
2023-09-08 12:58:12:	20.32	19.92	20.00	18.69
2023-09-08 12:58:32:	20.32	19.92	20.00	18.65
2023-09-08 12:58:53:	20.33	19.92	20.00	18.69
2023-09-08 12:59:13:	20.33	19.92	20.00	18.70
2023-09-08 12:59:34:	20.33	19.93	20.00	18.66
2023-09-08 12:59:55:	20.34	19.94	20.00	18.67
2023-09-08 13:00:16:	20.34	19.94	20.00	18.65
2023-09-08 13:00:36:	20.34	19.94	20.00	18.66
2023-09-08 13:00:56:	20.33	19.94	20.00	18.67
2023-09-08 13:01:17:	20.35	19.93	20.00	18.65
2023-09-08 13:01:38:	20.34	19.93	20.00	18.65
2023-09-08 13:01:59:	20.33	19.94	20.00	18.68
2023-09-08 13:02:19:	20.33	19.94	20.00	18.69
2023-09-08 13:02:40:	20.34	19.94	20.00	18.68
2023-09-08 13:03:01:	20.34	19.94	20.00	18.71
2023-09-08 13:03:21:	20.35	19.94	20.00	18.70
2023-09-08 13:03:42:	20.35	19.95	20.00	18.70
2023-09-08 13:04:03:	20.35	19.96	20.00	18.69
2023-09-08 13:04:23:	20.36	19.95	20.00	18.68
2023-09-08 13:04:44:	20.36	19.96	20.00	18.68
2023-09-08 13:05:04:	20.35	19.96	20.00	18.71
2023-09-08 13:05:25:	20.36	19.96	20.00	18.70
2023-09-08 13:05:45:	20.36	19.97	20.00	18.66
2023-09-08 13:06:06:	20.37	19.97	20.00	18.69
2023-09-08 13:06:27:	20.37	19.97	20.00	18.67
2023-09-08 13:06:47:	20.36	19.97	20.00	18.68
2023-09-08 13:07:08:	20.37	19.97	20.00	18.68
2023-09-08 13:07:29:	20.36	19.96	20.00	18.71
2023-09-08 13:07:49:	20.37	19.97	20.00	18.67
2023-09-08 13:08:10:	20.37	19.97	20.00	18.71
2023-09-08 13:08:30:	20.36	19.98	20.00	18.73
2023-09-08 13:08:51:	20.37	19.97	20.00	18.71
2023-09-08 13:09:12:	20.37	19.98	20.00	18.67
2023-09-08 13:09:32:	20.37	19.98	20.00	18.67
2023-09-08 13:09:53:	20.37	19.98	20.00	18.68
2023-09-08 13:10:14:	20.37	19.98	20.00	18.71
2023-09-08 13:10:34:	20.38	19.98	20.00	18.74
2023-09-08 13:10:55:	20.38	19.98	20.00	18.68
2023-09-08 13:11:15:	20.38	19.99	20.00	18.66
2023-09-08 13:11:36:	20.38	19.98	20.00	18.67
2023-09-08 13:11:56:	20.38	19.99	20.00	18.68
2023-09-08 13:12:17:	20.38	19.99	20.00	18.70
2023-09-08 13:12:37:	20.38	19.98	20.00	18.71
2023-09-08 13:12:58:	20.38	19.98	20.00	18.65
2023-09-08 13:13:18:	20.38	19.98	20.00	18.65
2023-09-08 13:13:39:	20.38	19.98	20.00	18.69
2023-09-08 13:14:00:	20.38	19.98	20.00	18.69
2023-09-08 13:14:20:	20.38	19.98	20.00	18.74
2023-09-08 13:14:41:	20.38	19.97	20.00	18.74
2023-09-08 13:15:01:	20.38	19.98	20.00	18.73
2023-09-08 13:15:22:	20.38	19.98	20.00	18.72
2023-09-08 13:15:43:	20.38	19.98	20.00	18.71
2023-09-08 13:16:03:	20.38	19.98	20.00	18.73
2023-09-08 13:16:24:	20.38	19.98	20.00	18.70
2023-09-08 13:16:45:	20.38	19.98	20.00	18.68
2023-09-08 13:17:05:	20.38	19.99	20.00	18.75
2023-09-08 13:17:26:	20.39	19.99	20.00	18.71
2023-09-08 13:17:46:	20.39	20.00	20.00	18.69
2023-09-08 13:18:07:	20.39	19.99	20.00	18.69
2023-09-08 13:18:28:	20.39	19.99	20.00	18.67
2023-09-08 13:18:48:	20.39	19.99	20.00	18.72
2023-09-08 13:19:09:	20.39	20.00	20.00	18.71
2023-09-08 13:19:29:	20.39	19.99	20.00	18.71
2023-09-08 13:19:50:	20.39	19.99	20.00	18.70
2023-09-08 13:20:11:	20.40	19.99	20.00	18.69
2023-09-08 13:20:31:	20.39	19.99	20.00	18.72
2023-09-08 13:20:52:	20.39	19.99	20.00	18.73
2023-09-08 13:21:12:	20.39	19.99	20.00	18.69
2023-09-08 13:21:33:	20.39	19.99	20.00	18.73
2023-09-08 13:21:53:	20.40	19.99	20.00	18.69
2023-09-08 13:22:14:	20.40	19.99	20.00	18.69
2023-09-08 13:22:35:	20.39	20.00	20.00	18.69
2023-09-08 13:22:56:	20.40	20.00	20.00	18.72
2023-09-08 13:23:17:	20.40	19.99	20.00	18.71
2023-09-08 13:23:37:	20.39	20.00	20.00	18.73
2023-09-08 13:23:58:	20.40	20.00	20.00	18.70
2023-09-08 13:24:18:	20.40	20.00	20.00	18.67
2023-09-08 13:24:39:	20.40	20.00	20.00	18.71
2023-09-08 13:24:59:	20.40	20.00	20.00	18.69
2023-09-08 13:25:20:	20.40	20.00	20.00	18.71
2023-09-08 13:25:40:	20.40	20.00	20.00	18.69
2023-09-08 13:26:01:	20.40	20.01	20.00	18.67
2023-09-08 13:26:21:	20.40	20.00	20.00	18.66
2023-09-08 13:26:42:	20.40	20.00	20.00	18.68
2023-09-08 13:27:03:	20.40	20.00	20.00	18.72
2023-09-08 13:27:23:	20.41	20.00	20.00	18.70
2023-09-08 13:27:44:	20.39	20.00	20.00	18.67
2023-09-08 13:28:04:	20.39	20.00	20.00	18.69
2023-09-08 13:28:25:	20.40	20.00	20.00	18.71
2023-09-08 13:28:45:	20.40	20.00	20.00	18.71
2023-09-08 13:29:06:	20.40	19.99	20.00	18.70
2023-09-08 13:29:26:	20.40	19.99	20.00	18.70
2023-09-08 13:29:47:	20.40	20.00	20.00	18.71
2023-09-08 13:30:07:	20.40	19.99	20.00	18.70
2023-09-08 13:30:28:	20.40	20.00	20.00	18.70
2023-09-08 13:30:49:	20.40	20.00	20.00	18.69
2023-09-08 13:31:09:	20.39	19.99	20.00	18.73
2023-09-08 13:31:31:	20.39	20.00	20.00	18.72
2023-09-08 13:31:51:	20.40	20.00	20.00	18.70
2023-09-08 13:32:12:	20.39	19.99	20.00	18.71
2023-09-08 13:32:33:	20.39	20.00	20.00	18.71
2023-09-08 13:32:53:	20.39	19.99	20.00	18.70
2023-09-08 13:33:14:	20.39	20.00	20.00	18.73
2023-09-08 13:33:35:	20.39	20.00	20.00	18.71
2023-09-08 13:33:56:	20.40	19.99	20.00	18.70
2023-09-08 13:34:17:	20.40	20.00	20.00	18.69
2023-09-08 13:34:37:	20.40	19.99	20.00	18.69
2023-09-08 13:34:58:	20.40	20.00	20.00	18.71
2023-09-08 13:35:19:	20.40	20.00	20.00	18.70
2023-09-08 13:35:40:	20.39	20.00	20.00	18.70
2023-09-08 13:36:00:	20.40	20.00	20.00	18.66
2023-09-08 13:36:21:	20.40	20.00	20.00	18.72
2023-09-08 13:36:42:	20.40	20.01	20.00	18.71
2023-09-08 13:37:03:	20.40	20.00	20.00	18.66
2023-09-08 13:37:23:	20.39	20.00	20.00	18.67
2023-09-08 13:37:44:	20.40	20.00	20.00	18.68
2023-09-08 13:38:05:	20.40	20.00	20.00	18.70
2023-09-08 13:38:26:	20.40	20.00	20.00	18.69
2023-09-08 13:38:46:	20.40	20.00	20.00	18.71
2023-09-08 13:39:07:	20.40	20.00	20.00	18.71
2023-09-08 13:39:28:	20.40	20.00	20.00	18.67
2023-09-08 13:39:49:	20.40	20.00	20.00	18.71
2023-09-08 13:40:10:	20.41	20.00	20.00	18.73
2023-09-08 13:40:30:	20.40	20.00	20.00	18.73
2023-09-08 13:40:52:	20.41	20.01	20.00	18.73
2023-09-08 13:41:12:	20.40	20.00	20.00	18.71
2023-09-08 13:41:33:	20.40	20.01	20.00	18.70
2023-09-08 13:41:54:	20.41	20.01	20.00	18.66
2023-09-08 13:42:15:	20.41	20.01	20.00	18.66
2023-09-08 13:42:35:	20.40	20.00	20.00	18.67
2023-09-08 13:42:56:	20.40	20.00	20.00	18.70
2023-09-08 13:43:16:	20.40	20.00	20.00	18.71
2023-09-08 13:43:38:	20.40	20.00	20.00	18.66
2023-09-08 13:43:58:	20.40	20.00	20.00	18.67
2023-09-08 13:44:19:	20.39	20.00	20.00	18.70
2023-09-08 13:44:40:	20.40	20.00	20.00	18.72
2023-09-08 13:45:01:	20.40	20.00	20.00	18.73
2023-09-08 13:45:22:	20.39	20.00	20.00	18.72
2023-09-08 13:45:42:	20.39	20.00	20.00	18.70
2023-09-08 13:46:03:	20.39	20.00	20.00	18.71
2023-09-08 13:46:24:	20.40	20.00	20.00	18.71
2023-09-08 13:46:45:	20.40	20.00	20.00	18.69
2023-09-08 13:47:07:	20.40	20.01	20.00	18.73
2023-09-08 13:47:28:	20.40	20.00	20.00	18.70
2023-09-08 13:47:49:	20.39	20.00	20.00	18.71
2023-09-08 13:48:10:	20.40	20.00	20.00	18.70
2023-09-08 13:48:31:	20.40	20.01	20.00	18.67
2023-09-08 13:48:53:	20.40	20.00	20.00	18.69
2023-09-08 13:49:14:	20.40	20.00	20.00	18.67
2023-09-08 13:49:35:	20.42	20.00	20.00	18.70
2023-09-08 13:49:57:	20.40	20.01	20.00	18.68
2023-09-08 13:50:18:	20.40	20.01	20.00	18.70
2023-09-08 13:50:38:	20.40	20.01	20.00	18.69
2023-09-08 13:50:59:	20.39	20.00	20.00	18.66
2023-09-08 13:51:20:	20.39	20.00	20.00	18.68
2023-09-08 13:51:41:	20.39	20.00	20.00	18.69
2023-09-08 13:52:01:	20.39	20.00	20.00	18.69
2023-09-08 13:52:22:	20.40	19.99	20.00	18.69
2023-09-08 13:52:42:	20.39	20.00	20.00	18.66
2023-09-08 13:53:03:	20.39	20.00	20.00	18.72
2023-09-08 13:53:23:	20.39	20.00	20.00	18.70
2023-09-08 13:53:44:	20.40	20.00	20.00	18.70
2023-09-08 13:54:04:	20.39	20.00	20.00	18.69
2023-09-08 13:54:25:	20.39	20.00	20.00	18.69
2023-09-08 13:54:45:	20.39	20.01	20.00	18.71
2023-09-08 13:55:06:	20.40	20.00	20.00	18.70
2023-09-08 13:55:26:	20.39	20.00	20.00	18.69
2023-09-08 13:55:47:	20.39	20.00	20.00	18.69
2023-09-08 13:56:08:	20.39	20.01	20.00	18.66
2023-09-08 13:56:28:	20.40	20.01	20.00	18.71
2023-09-08 13:56:49:	20.40	20.00	20.00	18.68
2023-09-08 13:57:09:	20.40	20.00	20.00	18.69
2023-09-08 13:57:30:	20.40	20.01	20.00	18.67
2023-09-08 13:57:50:	20.39	20.00	20.00	18.70
2023-09-08 13:58:11:	20.39	20.00	20.00	18.69
2023-09-08 13:58:31:	20.40	20.00	20.00	18.66
2023-09-08 13:58:52:	20.39	20.00	20.00	18.67
2023-09-08 13:59:13:	20.39	20.01	20.00	18.71
2023-09-08 13:59:33:	20.40	20.00	20.00	18.69
2023-09-08 13:59:54:	20.40	20.00	20.00	18.68
2023-09-08 14:00:15:	20.40	20.00	20.00	18.70
2023-09-08 14:00:35:	20.39	20.00	20.00	18.71
2023-09-08 14:00:56:	20.40	20.00	20.00	18.71
2023-09-08 14:01:16:	20.40	20.00	20.00	18.69
2023-09-08 14:01:37:	20.40	20.00	20.00	18.68
2023-09-08 14:01:57:	20.40	20.00	20.00	18.68
2023-09-08 14:02:18:	20.40	19.99	20.00	18.67
2023-09-08 14:02:39:	20.39	19.99	20.00	18.69
2023-09-08 14:02:59:	20.40	19.99	20.00	18.69
2023-09-08 14:03:20:	20.40	20.00	20.00	18.72
2023-09-08 14:03:41:	20.39	19.99	20.00	18.70
2023-09-08 14:04:01:	20.40	20.00	20.00	18.70
2023-09-08 14:04:22:	20.40	20.00	20.00	18.71
2023-09-08 14:04:43:	20.40	20.00	20.00	18.70
2023-09-08 14:05:04:	20.40	20.01	20.00	18.70
2023-09-08 14:05:24:	20.41	20.01	20.00	18.69
2023-09-08 14:05:45:	20.40	20.00	20.00	18.66
2023-09-08 14:06:05:	20.40	20.00	20.00	18.67
2023-09-08 14:06:26:	20.40	20.01	20.00	18.67
2023-09-08 14:06:47:	20.40	20.00	20.00	18.69
2023-09-08 14:07:08:	20.40	20.00	20.00	18.72
2023-09-08 14:07:28:	20.40	20.00	20.00	18.69
2023-09-08 14:07:49:	20.40	20.00	20.00	18.70
2023-09-08 14:08:10:	20.40	20.00	20.00	18.68
2023-09-08 14:08:30:	20.40	20.00	20.00	18.68
2023-09-08 14:08:51:	20.41	20.00	20.00	18.67
2023-09-08 14:09:11:	20.41	20.00	20.00	18.69
2023-09-08 14:09:32:	20.41	20.00	20.00	18.72
2023-09-08 14:09:53:	20.40	20.00	20.00	18.70
2023-09-08 14:10:13:	20.40	20.00	20.00	18.67
2023-09-08 14:10:34:	20.40	20.00	20.00	18.67
2023-09-08 14:10:55:	20.40	20.01	20.00	18.68
2023-09-08 14:11:15:	20.40	20.01	20.00	18.70
2023-09-08 14:11:36:	20.40	20.00	20.00	18.70
2023-09-08 14:11:56:	20.40	20.01	20.00	18.65
2023-09-08 14:12:17:	20.40	20.01	20.00	18.67
2023-09-08 14:12:37:	20.41	20.01	20.00	18.67
2023-09-08 14:12:58:	20.40	20.01	20.00	18.67
2023-09-08 14:13:19:	20.40	20.01	20.00	18.71
2023-09-08 14:13:40:	20.40	20.00	20.00	18.69
2023-09-08 14:14:00:	20.39	20.00	20.00	18.68
2023-09-08 14:14:21:	20.40	20.00	20.00	18.66
2023-09-08 14:14:42:	20.39	20.00	20.00	18.70
2023-09-08 14:15:02:	20.39	20.00	20.00	18.70
2023-09-08 14:15:23:	20.39	19.99	20.00	18.71
2023-09-08 14:15:44:	20.39	19.99	20.00	18.70
2023-09-08 14:16:04:	20.39	20.00	20.00	18.71
2023-09-08 14:16:25:	20.39	20.00	20.00	18.70
2023-09-08 14:16:46:	20.40	19.99	20.00	18.68
2023-09-08 14:17:06:	20.39	20.00	20.00	18.72
2023-09-08 14:17:27:	20.39	20.00	20.00	18.73
2023-09-08 14:17:47:	20.39	20.00	20.00	18.71
2023-09-08 14:18:08:	20.40	20.00	20.00	18.70
2023-09-08 14:18:29:	20.40	20.00	20.00	18.69
2023-09-08 14:18:49:	20.39	20.00	20.00	18.66
2023-09-08 14:19:10:	20.41	20.01	20.00	18.70
2023-09-08 14:19:30:	20.39	20.01	20.00	18.70
2023-09-08 14:19:51:	20.39	20.00	20.00	18.67
2023-09-08 14:20:12:	20.40	20.00	20.00	18.64
2023-09-08 14:20:33:	20.39	20.00	20.00	18.66
2023-09-08 14:20:53:	20.39	20.00	20.00	18.68
2023-09-08 14:21:14:	20.39	19.99	20.00	18.71
2023-09-08 14:21:35:	20.39	20.00	20.00	18.71
2023-09-08 14:21:55:	20.39	19.99	20.00	18.72
2023-09-08 14:22:16:	20.39	20.00	20.00	18.70
2023-09-08 14:22:36:	20.40	19.99	20.00	18.69
2023-09-08 14:22:57:	20.40	20.00	20.00	18.69
2023-09-08 14:23:17:	20.40	20.00	20.00	18.69
2023-09-08 14:23:38:	20.40	20.00	20.00	18.69
2023-09-08 14:23:59:	20.40	20.00	20.00	18.70
2023-09-08 14:24:20:	20.40	20.00	20.00	18.73
2023-09-08 14:24:40:	20.40	20.00	20.00	18.71
2023-09-08 14:25:01:	20.40	20.01	20.00	18.69
2023-09-08 14:25:21:	20.40	20.01	20.00	18.68
2023-09-08 14:25:42:	20.41	20.02	20.00	18.68
2023-09-08 14:26:03:	20.41	20.01	20.00	18.65
2023-09-08 14:26:23:	20.41	20.01	20.00	18.66
2023-09-08 14:26:44:	20.41	20.01	20.00	18.65
2023-09-08 14:27:04:	20.41	20.01	20.00	18.64
2023-09-08 14:27:25:	20.41	20.01	20.00	18.69
2023-09-08 14:27:46:	20.40	20.00	20.00	18.65
2023-09-08 14:28:07:	20.40	20.00	20.00	18.67
2023-09-08 14:28:28:	20.40	20.01	20.00	18.66
2023-09-08 14:28:48:	20.39	20.00	20.00	18.71
2023-09-08 14:29:09:	20.39	20.00	20.00	18.72
2023-09-08 14:29:29:	20.40	20.00	20.00	18.68
2023-09-08 14:29:50:	20.39	20.00	20.00	18.70
2023-09-08 14:30:11:	20.40	20.00	20.00	18.72
2023-09-08 14:30:31:	20.39	20.00	20.00	18.70
2023-09-08 14:30:52:	20.39	20.00	20.00	18.67
2023-09-08 14:31:12:	20.39	20.00	20.00	18.69
2023-09-08 14:31:33:	20.39	20.00	20.00	18.70
2023-09-08 14:31:53:	20.39	20.00	20.00	18.67
2023-09-08 14:32:14:	20.39	20.00	20.00	18.66
2023-09-08 14:32:34:	20.39	20.00	20.00	18.69
2023-09-08 14:32:55:	20.39	19.99	20.00	18.68
2023-09-08 14:33:16:	20.39	19.99	20.00	18.70
2023-09-08 14:33:36:	20.39	19.99	20.00	18.70
2023-09-08 14:33:57:	20.39	20.00	20.00	18.69
2023-09-08 14:34:17:	20.39	20.00	20.00	18.69
2023-09-08 14:34:38:	20.40	20.00	20.00	18.69
2023-09-08 14:34:59:	20.39	20.00	20.00	18.71
2023-09-08 14:35:19:	20.40	20.01	20.00	18.70
2023-09-08 14:35:40:	20.40	20.00	20.00	18.68
2023-09-08 14:36:00:	20.40	20.01	20.00	18.65
2023-09-08 14:36:21:	20.40	20.02	20.00	18.66
2023-09-08 14:36:41:	20.40	20.01	20.00	18.67
2023-09-08 14:37:02:	20.40	20.00	20.00	18.69
2023-09-08 14:37:22:	20.40	20.00	20.00	18.65
2023-09-08 14:37:43:	20.40	20.00	20.00	18.67
2023-09-08 14:38:04:	20.40	20.00	20.00	18.71
2023-09-08 14:38:24:	20.39	20.00	20.00	18.67
2023-09-08 14:38:45:	20.40	20.01	20.00	18.70
2023-09-08 14:39:05:	20.40	20.00	20.00	18.68
2023-09-08 14:39:26:	20.40	20.01	20.00	18.68
2023-09-08 14:39:47:	20.39	20.00	20.00	18.66
2023-09-08 14:40:07:	20.40	20.00	20.00	18.66
2023-09-08 14:40:28:	20.39	20.01	20.00	18.67
2023-09-08 14:40:49:	20.40	20.00	20.00	18.70
2023-09-08 14:41:09:	20.39	20.01	20.00	18.68
