			pt1000 - external - setpoint - internal
2023-09-06 11:16:55:	0.35	-0.09	0.00	-3.98
2023-09-06 11:17:15:	0.35	-0.07	0.00	-4.56
2023-09-06 11:17:36:	0.35	-0.02	0.00	-4.66
2023-09-06 11:17:57:	0.41	0.02	0.00	-4.24
2023-09-06 11:18:18:	0.44	0.04	0.00	-4.76
2023-09-06 11:18:38:	0.43	0.04	0.00	-4.86
2023-09-06 11:18:59:	0.50	0.04	0.00	-4.64
2023-09-06 11:19:20:	0.49	0.04	0.00	-4.36
2023-09-06 11:19:41:	0.48	0.03	0.00	-4.49
2023-09-06 11:20:02:	0.45	0.02	0.00	-4.29
2023-09-06 11:20:23:	0.43	0.01	0.00	-4.22
2023-09-06 11:20:43:	0.48	-0.01	0.00	-4.00
2023-09-06 11:21:04:	0.40	-0.04	0.00	-4.64
2023-09-06 11:21:25:	0.39	-0.08	0.00	-5.09
2023-09-06 11:21:46:	0.40	-0.14	0.00	-4.91
2023-09-06 11:22:07:	0.32	-0.21	0.00	-5.42
2023-09-06 11:22:28:	0.22	-0.26	0.00	-4.86
2023-09-06 11:22:49:	0.17	-0.32	0.00	-3.72
2023-09-06 11:23:10:	0.18	-0.35	0.00	-3.53
2023-09-06 11:23:31:	0.23	-0.34	0.00	-3.68
2023-09-06 11:23:52:	0.21	-0.29	0.00	-3.81
2023-09-06 11:24:13:	0.26	-0.26	0.00	-3.82
2023-09-06 11:24:34:	0.17	-0.23	0.00	-3.90
2023-09-06 11:24:55:	0.28	-0.20	0.00	-4.03
2023-09-06 11:25:16:	0.20	-0.18	0.00	-4.43
2023-09-06 11:25:37:	0.22	-0.17	0.00	-4.61
2023-09-06 11:25:57:	0.25	-0.18	0.00	-4.70
2023-09-06 11:26:18:	0.26	-0.18	0.00	-4.91
2023-09-06 11:26:39:	0.28	-0.18	0.00	-5.34
2023-09-06 11:27:00:	0.30	-0.17	0.00	-5.01
2023-09-06 11:27:21:	0.29	-0.14	0.00	-4.60
2023-09-06 11:27:42:	0.33	-0.10	0.00	-4.27
2023-09-06 11:28:03:	0.40	-0.05	0.00	-4.17
2023-09-06 11:28:24:	0.42	0.04	0.00	-3.89
2023-09-06 11:28:45:	0.53	0.12	0.00	-3.63
2023-09-06 11:29:06:	0.54	0.20	0.00	-3.49
2023-09-06 11:29:27:	0.62	0.26	0.00	-4.87
2023-09-06 11:29:48:	0.65	0.30	0.00	-4.15
2023-09-06 11:30:10:	0.65	0.28	0.00	-4.16
2023-09-06 11:30:31:	0.63	0.23	0.00	-5.37
2023-09-06 11:30:52:	0.65	0.16	0.00	-5.49
2023-09-06 11:31:14:	0.57	0.08	0.00	-5.30
2023-09-06 11:31:35:	0.49	0.00	0.00	-5.10
2023-09-06 11:31:56:	0.45	-0.06	0.00	-4.43
2023-09-06 11:32:18:	0.42	-0.10	0.00	-4.21
2023-09-06 11:32:39:	0.36	-0.10	0.00	-4.91
2023-09-06 11:33:00:	0.41	-0.09	0.00	-4.56
2023-09-06 11:33:22:	0.38	-0.06	0.00	-3.74
2023-09-06 11:33:43:	0.39	-0.03	0.00	-4.29
2023-09-06 11:34:04:	0.44	0.02	0.00	-4.72
2023-09-06 11:34:25:	0.46	0.06	0.00	-4.29
2023-09-06 11:34:45:	0.50	0.08	0.00	-4.11
2023-09-06 11:35:07:	0.50	0.07	0.00	-4.22
2023-09-06 11:35:28:	0.50	0.08	0.00	-4.00
2023-09-06 11:35:49:	0.54	0.09	0.00	-5.20
2023-09-06 11:36:10:	0.51	0.08	0.00	-5.40
2023-09-06 11:36:31:	0.50	0.07	0.00	-5.20
2023-09-06 11:36:53:	0.50	0.04	0.00	-4.31
2023-09-06 11:37:14:	0.47	0.04	0.00	-3.50
2023-09-06 11:37:35:	0.48	0.05	0.00	-5.29
2023-09-06 11:37:56:	0.49	0.06	0.00	-4.02
2023-09-06 11:38:18:	0.50	0.06	0.00	-4.10
2023-09-06 11:38:39:	0.49	0.06	0.00	-4.18
2023-09-06 11:39:00:	0.46	0.04	0.00	-4.07
2023-09-06 11:39:21:	0.49	0.04	0.00	-4.09
2023-09-06 11:39:43:	0.45	0.03	0.00	-4.28
2023-09-06 11:40:04:	0.44	0.00	0.00	-4.61
2023-09-06 11:40:25:	0.43	-0.04	0.00	-4.83
2023-09-06 11:40:46:	0.35	-0.09	0.00	-5.13
2023-09-06 11:41:07:	0.32	-0.15	0.00	-5.53
2023-09-06 11:41:29:	0.30	-0.20	0.00	-3.61
2023-09-06 11:41:50:	0.29	-0.24	0.00	-3.25
2023-09-06 11:42:11:	0.26	-0.23	0.00	-4.98
2023-09-06 11:42:32:	0.25	-0.20	0.00	-5.18
2023-09-06 11:42:53:	0.23	-0.18	0.00	-3.66
2023-09-06 11:43:15:	0.27	-0.15	0.00	-3.04
2023-09-06 11:43:36:	0.29	-0.10	0.00	-4.51
2023-09-06 11:43:57:	0.32	-0.04	0.00	-4.55
2023-09-06 11:44:19:	0.38	0.02	0.00	-4.47
2023-09-06 11:44:40:	0.41	0.05	0.00	-4.03
2023-09-06 11:45:01:	0.45	0.08	0.00	-4.13
2023-09-06 11:45:23:	0.50	0.14	0.00	-4.41
2023-09-06 11:45:44:	0.53	0.16	0.00	-4.77
2023-09-06 11:46:05:	0.67	0.20	0.00	-4.84
2023-09-06 11:46:26:	0.64	0.21	0.00	-4.95
2023-09-06 11:46:46:	0.64	0.22	0.00	-4.77
2023-09-06 11:47:08:	0.61	0.22	0.00	-4.43
2023-09-06 11:47:29:	0.64	0.20	0.00	-4.87
2023-09-06 11:47:50:	0.64	0.18	0.00	-4.99
2023-09-06 11:48:12:	0.58	0.16	0.00	-4.83
2023-09-06 11:48:33:	0.57	0.11	0.00	-4.78
2023-09-06 11:48:54:	0.58	0.06	0.00	-4.52
2023-09-06 11:49:15:	0.47	0.02	0.00	-4.47
2023-09-06 11:49:37:	0.47	-0.04	0.00	-4.43
2023-09-06 11:49:58:	0.41	-0.09	0.00	-4.43
2023-09-06 11:50:19:	0.35	-0.14	0.00	-4.46
2023-09-06 11:50:41:	0.32	-0.18	0.00	-4.40
2023-09-06 11:51:02:	0.24	-0.23	0.00	-4.74
2023-09-06 11:51:23:	0.24	-0.26	0.00	-5.01
2023-09-06 11:51:45:	0.25	-0.30	0.00	-4.57
2023-09-06 11:52:06:	0.16	-0.31	0.00	-5.35
2023-09-06 11:52:27:	0.13	-0.30	0.00	-4.89
2023-09-06 11:52:48:	0.16	-0.28	0.00	-4.33
2023-09-06 11:53:10:	0.23	-0.23	0.00	-3.91
2023-09-06 11:53:31:	0.25	-0.13	0.00	-3.76
2023-09-06 11:53:53:	0.37	-0.02	0.00	-3.25
2023-09-06 11:54:14:	0.44	0.09	0.00	-2.97
2023-09-06 11:54:35:	0.57	0.21	0.00	-4.20
2023-09-06 11:54:56:	0.69	0.29	0.00	-5.05
2023-09-06 11:55:18:	0.70	0.33	0.00	-4.72
2023-09-06 11:55:39:	0.72	0.32	0.00	-4.98
2023-09-06 11:55:59:	0.69	0.30	0.00	-4.51
2023-09-06 11:56:20:	0.64	0.27	0.00	-4.21
2023-09-06 11:56:40:	0.70	0.22	0.00	-4.32
2023-09-06 11:57:01:	0.63	0.17	0.00	-4.90
2023-09-06 11:57:22:	0.56	0.13	0.00	-5.59
2023-09-06 11:57:43:	0.52	0.07	0.00	-5.67
2023-09-06 11:58:04:	0.48	0.00	0.00	-4.74
2023-09-06 11:58:25:	0.45	-0.06	0.00	-4.06
2023-09-06 11:58:45:	0.38	-0.10	0.00	-4.03
2023-09-06 11:59:06:	0.33	-0.12	0.00	-4.25
2023-09-06 11:59:27:	0.32	-0.15	0.00	-5.50
2023-09-06 11:59:48:	0.33	-0.14	0.00	-4.64
2023-09-06 12:00:09:	0.30	-0.15	0.00	-3.35
2023-09-06 12:00:30:	0.34	-0.15	0.00	-4.75
2023-09-06 12:00:50:	0.33	-0.14	0.00	-4.36
2023-09-06 12:01:11:	0.34	-0.11	0.00	-5.00
2023-09-06 12:01:32:	0.35	-0.09	0.00	-4.54
2023-09-06 12:01:53:	0.33	-0.09	0.00	-3.74
2023-09-06 12:02:13:	0.34	-0.06	0.00	-3.93
2023-09-06 12:02:34:	0.41	-0.01	0.00	-4.43
2023-09-06 12:02:55:	0.47	0.06	0.00	-3.86
2023-09-06 12:03:16:	0.50	0.09	0.00	-4.14
2023-09-06 12:03:37:	0.53	0.12	0.00	-4.39
2023-09-06 12:03:57:	0.55	0.15	0.00	-4.64
2023-09-06 12:04:18:	0.55	0.14	0.00	-4.39
2023-09-06 12:04:39:	0.55	0.15	0.00	-4.01
2023-09-06 12:05:00:	0.59	0.15	0.00	-4.71
2023-09-06 12:05:20:	0.60	0.14	0.00	-4.03
2023-09-06 12:05:41:	0.57	0.10	0.00	-4.28
2023-09-06 12:06:02:	0.58	0.06	0.00	-4.39
2023-09-06 12:06:23:	0.49	0.01	0.00	-4.62
2023-09-06 12:06:44:	0.44	-0.03	0.00	-4.95
2023-09-06 12:07:04:	0.38	-0.11	0.00	-4.70
2023-09-06 12:07:26:	0.38	-0.20	0.00	-4.49
2023-09-06 12:07:46:	0.26	-0.26	0.00	-4.93
2023-09-06 12:08:07:	0.22	-0.33	0.00	-4.44
2023-09-06 12:08:28:	0.16	-0.35	0.00	-4.02
2023-09-06 12:08:49:	0.17	-0.36	0.00	-3.62
2023-09-06 12:09:10:	0.14	-0.33	0.00	-3.81
2023-09-06 12:09:30:	0.19	-0.27	0.00	-4.34
2023-09-06 12:09:51:	0.20	-0.21	0.00	-4.28
2023-09-06 12:10:12:	0.26	-0.14	0.00	-4.66
2023-09-06 12:10:32:	0.28	-0.09	0.00	-4.59
2023-09-06 12:10:53:	0.39	-0.03	0.00	-4.44
2023-09-06 12:11:14:	0.38	0.03	0.00	-4.42
2023-09-06 12:11:35:	0.44	0.09	0.00	-4.43
2023-09-06 12:11:55:	0.49	0.14	0.00	-4.58
2023-09-06 12:12:16:	0.54	0.19	0.00	-3.99
2023-09-06 12:12:37:	0.60	0.24	0.00	-3.67
2023-09-06 12:12:58:	0.70	0.27	0.00	-3.90
2023-09-06 12:13:18:	0.65	0.27	0.00	-5.27
2023-09-06 12:13:39:	0.64	0.25	0.00	-5.11
2023-09-06 12:14:00:	0.60	0.19	0.00	-4.18
2023-09-06 12:14:20:	0.54	0.11	0.00	-4.30
2023-09-06 12:14:41:	0.54	0.03	0.00	-4.57
2023-09-06 12:15:02:	0.44	-0.04	0.00	-4.59
2023-09-06 12:15:23:	0.40	-0.09	0.00	-4.47
2023-09-06 12:15:44:	0.36	-0.14	0.00	-3.94
2023-09-06 12:16:05:	0.32	-0.18	0.00	-4.17
2023-09-06 12:16:26:	0.26	-0.22	0.00	-4.05
2023-09-06 12:16:46:	0.23	-0.22	0.00	-5.51
2023-09-06 12:17:07:	0.20	-0.23	0.00	-3.80
2023-09-06 12:17:28:	0.25	-0.23	0.00	-3.53
2023-09-06 12:17:49:	0.20	-0.23	0.00	-3.35
2023-09-06 12:18:09:	0.32	-0.20	0.00	-4.70
2023-09-06 12:18:30:	0.27	-0.15	0.00	-4.73
2023-09-06 12:18:51:	0.33	-0.09	0.00	-3.60
2023-09-06 12:19:12:	0.36	-0.06	0.00	-3.26
2023-09-06 12:19:33:	0.43	-0.01	0.00	-4.46
2023-09-06 12:19:53:	0.41	0.03	0.00	-4.80
2023-09-06 12:20:14:	0.42	0.07	0.00	-4.58
2023-09-06 12:20:35:	0.50	0.09	0.00	-4.12
2023-09-06 12:20:56:	0.56	0.11	0.00	-3.97
2023-09-06 12:21:17:	0.57	0.15	0.00	-4.50
2023-09-06 12:21:37:	0.61	0.16	0.00	-4.78
2023-09-06 12:21:58:	0.61	0.20	0.00	-4.81
2023-09-06 12:22:18:	0.63	0.20	0.00	-4.77
2023-09-06 12:22:39:	0.71	0.20	0.00	-4.60
2023-09-06 12:23:00:	0.67	0.20	0.00	-4.59
2023-09-06 12:23:20:	0.66	0.20	0.00	-4.57
2023-09-06 12:23:41:	0.63	0.20	0.00	-4.65
2023-09-06 12:24:02:	0.63	0.20	0.00	-4.62
2023-09-06 12:24:23:	0.61	0.18	0.00	-4.55
2023-09-06 12:24:43:	0.58	0.16	0.00	-4.49
2023-09-06 12:25:04:	0.62	0.11	0.00	-4.57
2023-09-06 12:25:25:	0.52	0.06	0.00	-4.46
2023-09-06 12:25:46:	0.47	-0.01	0.00	-4.57
2023-09-06 12:26:07:	0.44	-0.07	0.00	-4.62
2023-09-06 12:26:28:	0.35	-0.13	0.00	-4.70
2023-09-06 12:26:48:	0.34	-0.20	0.00	-4.69
2023-09-06 12:27:09:	0.23	-0.26	0.00	-5.17
2023-09-06 12:27:30:	0.18	-0.31	0.00	-4.68
2023-09-06 12:27:51:	0.16	-0.36	0.00	-5.33
2023-09-06 12:28:12:	0.10	-0.37	0.00	-4.93
2023-09-06 12:28:32:	0.19	-0.35	0.00	-4.25
2023-09-06 12:28:53:	0.15	-0.27	0.00	-3.62
2023-09-06 12:29:14:	0.22	-0.19	0.00	-3.40
2023-09-06 12:29:35:	0.31	-0.07	0.00	-2.86
2023-09-06 12:29:56:	0.49	0.06	0.00	-3.79
2023-09-06 12:30:17:	0.54	0.19	0.00	-4.17
2023-09-06 12:30:37:	0.62	0.29	0.00	-4.37
2023-09-06 12:30:58:	0.67	0.35	0.00	-4.52
2023-09-06 12:31:19:	0.72	0.38	0.00	-4.57
2023-09-06 12:31:40:	0.76	0.37	0.00	-4.71
2023-09-06 12:32:01:	0.75	0.38	0.00	-4.91
2023-09-06 12:32:21:	0.75	0.35	0.00	-4.84
2023-09-06 12:32:42:	0.79	0.32	0.00	-4.48
2023-09-06 12:33:03:	0.70	0.29	0.00	-4.60
2023-09-06 12:33:23:	0.67	0.25	0.00	-4.69
2023-09-06 12:33:44:	0.66	0.17	0.00	-4.76
2023-09-06 12:34:05:	0.58	0.10	0.00	-4.98
2023-09-06 12:34:26:	0.51	0.02	0.00	-5.10
2023-09-06 12:34:46:	0.44	-0.04	0.00	-5.01
2023-09-06 12:35:07:	0.36	-0.13	0.00	-4.84
2023-09-06 12:35:28:	0.28	-0.22	0.00	-4.60
2023-09-06 12:35:48:	0.21	-0.29	0.00	-4.89
2023-09-06 12:36:09:	0.20	-0.33	0.00	-3.88
2023-09-06 12:36:31:	0.13	-0.34	0.00	-3.99
2023-09-06 12:36:52:	0.11	-0.33	0.00	-3.89
2023-09-06 12:37:12:	0.18	-0.29	0.00	-4.59
2023-09-06 12:37:33:	0.24	-0.26	0.00	-4.64
2023-09-06 12:37:54:	0.20	-0.21	0.00	-4.58
2023-09-06 12:38:15:	0.29	-0.14	0.00	-4.36
2023-09-06 12:38:36:	0.34	-0.08	0.00	-4.22
2023-09-06 12:38:56:	0.39	0.02	0.00	-4.22
2023-09-06 12:39:17:	0.43	0.10	0.00	-4.15
2023-09-06 12:39:38:	0.53	0.17	0.00	-3.73
2023-09-06 12:39:58:	0.56	0.24	0.00	-3.55
2023-09-06 12:40:19:	0.65	0.28	0.00	-5.04
2023-09-06 12:40:40:	0.69	0.29	0.00	-4.25
2023-09-06 12:41:01:	0.66	0.25	0.00	-5.16
2023-09-06 12:41:22:	0.59	0.20	0.00	-4.83
2023-09-06 12:41:43:	0.55	0.12	0.00	-4.58
2023-09-06 12:42:04:	0.52	0.03	0.00	-4.49
2023-09-06 12:42:24:	0.42	-0.03	0.00	-4.40
2023-09-06 12:42:45:	0.45	-0.08	0.00	-5.19
2023-09-06 12:43:06:	0.33	-0.12	0.00	-4.55
2023-09-06 12:43:27:	0.31	-0.15	0.00	-3.79
2023-09-06 12:43:48:	0.29	-0.18	0.00	-4.84
2023-09-06 12:44:09:	0.28	-0.18	0.00	-4.21
2023-09-06 12:44:29:	0.29	-0.16	0.00	-2.97
2023-09-06 12:44:50:	0.33	-0.11	0.00	-4.80
2023-09-06 12:45:11:	0.38	-0.07	0.00	-4.20
2023-09-06 12:45:32:	0.37	-0.05	0.00	-4.30
2023-09-06 12:45:53:	0.46	-0.03	0.00	-4.85
2023-09-06 12:46:14:	0.45	-0.01	0.00	-4.43
2023-09-06 12:46:34:	0.41	0.02	0.00	-3.94
2023-09-06 12:46:55:	0.51	0.06	0.00	-4.12
2023-09-06 12:47:16:	0.51	0.11	0.00	-4.50
2023-09-06 12:47:38:	0.55	0.17	0.00	-4.70
2023-09-06 12:47:58:	0.60	0.20	0.00	-4.84
2023-09-06 12:48:19:	0.62	0.22	0.00	-4.79
2023-09-06 12:48:39:	0.68	0.22	0.00	-4.59
2023-09-06 12:49:00:	0.69	0.22	0.00	-4.48
2023-09-06 12:49:20:	0.64	0.20	0.00	-4.90
2023-09-06 12:49:41:	0.64	0.18	0.00	-4.82
2023-09-06 12:50:02:	0.60	0.15	0.00	-4.73
2023-09-06 12:50:23:	0.58	0.11	0.00	-4.64
2023-09-06 12:50:43:	0.55	0.06	0.00	-4.63
2023-09-06 12:51:04:	0.45	0.00	0.00	-4.50
2023-09-06 12:51:25:	0.47	-0.05	0.00	-4.50
2023-09-06 12:51:46:	0.40	-0.11	0.00	-4.52
2023-09-06 12:52:07:	0.33	-0.16	0.00	-4.50
2023-09-06 12:52:28:	0.31	-0.20	0.00	-4.80
2023-09-06 12:52:48:	0.31	-0.26	0.00	-5.11
2023-09-06 12:53:09:	0.16	-0.29	0.00	-4.39
2023-09-06 12:53:30:	0.13	-0.32	0.00	-5.36
2023-09-06 12:53:51:	0.23	-0.33	0.00	-5.06
2023-09-06 12:54:12:	0.14	-0.31	0.00	-4.54
2023-09-06 12:54:33:	0.19	-0.27	0.00	-3.90
2023-09-06 12:54:54:	0.24	-0.18	0.00	-3.58
2023-09-06 12:55:15:	0.32	-0.06	0.00	-3.06
2023-09-06 12:55:35:	0.39	0.07	0.00	-2.89
