			pt1000 - external - setpoint - internal
2021-11-01 11:29:41:	-999.00	20.04	21.00	18.14
2021-11-01 11:29:54:	-999.00	20.03	21.00	18.13

 END: Keyboard Interrupt (or some other exception)

