			pt1000 - external - setpoint - internal
2023-09-07 10:18:48:	0.61	0.16	0.00	-4.89
2023-09-07 10:19:10:	0.53	0.12	0.00	-4.56
2023-09-07 10:19:31:	0.50	0.07	0.00	-4.61
2023-09-07 10:19:52:	0.42	-0.01	0.00	-4.56
2023-09-07 10:20:14:	0.39	-0.07	0.00	-4.55
2023-09-07 10:20:35:	0.31	-0.14	0.00	-4.55
2023-09-07 10:20:56:	0.33	-0.20	0.00	-4.54
2023-09-07 10:21:17:	0.21	-0.26	0.00	-4.72
2023-09-07 10:21:37:	0.15	-0.31	0.00	-4.97
2023-09-07 10:21:58:	0.14	-0.34	0.00	-4.52
2023-09-07 10:22:19:	0.13	-0.37	0.00	-5.29
2023-09-07 10:22:40:	0.08	-0.37	0.00	-4.94
2023-09-07 10:23:00:	0.12	-0.34	0.00	-4.29
2023-09-07 10:23:21:	0.13	-0.28	0.00	-3.77
2023-09-07 10:23:42:	0.17	-0.19	0.00	-3.52
2023-09-07 10:24:03:	0.28	-0.06	0.00	-2.95
2023-09-07 10:24:23:	0.41	0.07	0.00	-3.08
2023-09-07 10:24:44:	0.50	0.19	0.00	-4.12
2023-09-07 10:25:05:	0.60	0.28	0.00	-4.49
2023-09-07 10:25:25:	0.64	0.33	0.00	-4.87
2023-09-07 10:25:46:	0.74	0.35	0.00	-4.30
2023-09-07 10:26:07:	0.69	0.35	0.00	-4.45
2023-09-07 10:26:27:	0.72	0.33	0.00	-4.33
2023-09-07 10:26:48:	0.76	0.30	0.00	-5.08
2023-09-07 10:27:09:	0.72	0.27	0.00	-5.06
2023-09-07 10:27:29:	0.60	0.20	0.00	-5.45
2023-09-07 10:27:50:	0.62	0.15	0.00	-4.78
2023-09-07 10:28:11:	0.49	0.05	0.00	-4.10
2023-09-07 10:28:31:	0.47	-0.03	0.00	-4.60
2023-09-07 10:28:52:	0.47	-0.10	0.00	-5.70
2023-09-07 10:29:13:	0.36	-0.15	0.00	-4.60
2023-09-07 10:29:33:	0.28	-0.21	0.00	-4.21
2023-09-07 10:29:54:	0.24	-0.26	0.00	-4.17
2023-09-07 10:30:15:	0.24	-0.27	0.00	-4.15
2023-09-07 10:30:36:	0.20	-0.27	0.00	-3.12
2023-09-07 10:30:56:	0.19	-0.26	0.00	-4.74
2023-09-07 10:31:17:	0.21	-0.22	0.00	-5.15
2023-09-07 10:31:38:	0.30	-0.19	0.00	-4.24
2023-09-07 10:31:59:	0.27	-0.17	0.00	-2.70
2023-09-07 10:32:19:	0.26	-0.15	0.00	-3.92
2023-09-07 10:32:40:	0.32	-0.09	0.00	-4.62
2023-09-07 10:33:01:	0.37	-0.05	0.00	-4.22
2023-09-07 10:33:21:	0.34	0.00	0.00	-3.17
2023-09-07 10:33:42:	0.38	0.03	0.00	-3.63
2023-09-07 10:34:03:	0.45	0.07	0.00	-3.68
2023-09-07 10:34:23:	0.49	0.12	0.00	-4.24
2023-09-07 10:34:44:	0.51	0.16	0.00	-4.15
2023-09-07 10:35:05:	0.53	0.15	0.00	-4.37
2023-09-07 10:35:25:	0.49	0.15	0.00	-4.39
2023-09-07 10:35:46:	0.53	0.10	0.00	-4.42
2023-09-07 10:36:06:	0.48	0.06	0.00	-5.08
2023-09-07 10:36:27:	0.45	0.02	0.00	-4.97
2023-09-07 10:36:48:	0.42	-0.01	0.00	-4.51
2023-09-07 10:37:09:	0.40	-0.06	0.00	-3.82
2023-09-07 10:37:29:	0.36	-0.09	0.00	-4.90
2023-09-07 10:37:50:	0.34	-0.12	0.00	-4.95
2023-09-07 10:38:11:	0.34	-0.12	0.00	-3.80
2023-09-07 10:38:31:	0.31	-0.11	0.00	-4.17
2023-09-07 10:38:52:	0.37	-0.08	0.00	-4.90
2023-09-07 10:39:13:	0.36	-0.07	0.00	-3.83
2023-09-07 10:39:33:	0.32	-0.05	0.00	-4.12
2023-09-07 10:39:54:	0.39	-0.03	0.00	-4.47
2023-09-07 10:40:15:	0.47	-0.03	0.00	-5.04
2023-09-07 10:40:35:	0.41	0.00	0.00	-4.57
2023-09-07 10:40:56:	0.48	0.04	0.00	-3.90
2023-09-07 10:41:17:	0.45	0.08	0.00	-4.15
2023-09-07 10:41:37:	0.52	0.12	0.00	-4.69
2023-09-07 10:41:58:	0.54	0.15	0.00	-5.09
2023-09-07 10:42:19:	0.61	0.18	0.00	-4.90
2023-09-07 10:42:40:	0.59	0.20	0.00	-4.55
2023-09-07 10:43:00:	0.61	0.21	0.00	-4.66
2023-09-07 10:43:21:	0.61	0.22	0.00	-4.86
2023-09-07 10:43:41:	0.64	0.23	0.00	-5.09
2023-09-07 10:44:02:	0.67	0.23	0.00	-4.99
2023-09-07 10:44:23:	0.61	0.23	0.00	-4.76
2023-09-07 10:44:44:	0.68	0.20	0.00	-4.61
2023-09-07 10:45:04:	0.62	0.18	0.00	-4.99
2023-09-07 10:45:25:	0.57	0.16	0.00	-4.84
2023-09-07 10:45:46:	0.58	0.13	0.00	-4.60
2023-09-07 10:46:06:	0.55	0.09	0.00	-4.49
2023-09-07 10:46:27:	0.55	0.04	0.00	-4.53
2023-09-07 10:46:47:	0.49	-0.01	0.00	-4.60
2023-09-07 10:47:08:	0.41	-0.06	0.00	-4.56
2023-09-07 10:47:28:	0.36	-0.13	0.00	-4.56
2023-09-07 10:47:49:	0.29	-0.19	0.00	-4.65
2023-09-07 10:48:10:	0.23	-0.25	0.00	-4.71
2023-09-07 10:48:30:	0.18	-0.31	0.00	-5.11
2023-09-07 10:48:51:	0.10	-0.37	0.00	-4.41
2023-09-07 10:49:12:	0.09	-0.41	0.00	-5.41
2023-09-07 10:49:33:	0.08	-0.41	0.00	-5.03
2023-09-07 10:49:53:	0.07	-0.39	0.00	-4.38
2023-09-07 10:50:14:	0.08	-0.35	0.00	-3.90
2023-09-07 10:50:35:	0.13	-0.26	0.00	-3.53
2023-09-07 10:50:55:	0.22	-0.14	0.00	-3.15
2023-09-07 10:51:16:	0.37	-0.01	0.00	-2.95
2023-09-07 10:51:37:	0.47	0.13	0.00	-3.99
2023-09-07 10:51:57:	0.57	0.25	0.00	-4.15
2023-09-07 10:52:18:	0.65	0.34	0.00	-4.68
2023-09-07 10:52:39:	0.71	0.38	0.00	-4.63
2023-09-07 10:53:00:	0.76	0.38	0.00	-4.48
2023-09-07 10:53:20:	0.72	0.36	0.00	-4.36
2023-09-07 10:53:41:	0.77	0.33	0.00	-3.96
2023-09-07 10:54:02:	0.72	0.29	0.00	-5.48
2023-09-07 10:54:22:	0.69	0.24	0.00	-5.05
2023-09-07 10:54:43:	0.63	0.18	0.00	-5.55
2023-09-07 10:55:04:	0.59	0.10	0.00	-5.21
2023-09-07 10:55:25:	0.47	0.00	0.00	-5.50
2023-09-07 10:55:45:	0.41	-0.09	0.00	-4.78
2023-09-07 10:56:06:	0.41	-0.16	0.00	-4.33
2023-09-07 10:56:26:	0.34	-0.20	0.00	-4.14
2023-09-07 10:56:47:	0.30	-0.21	0.00	-4.91
2023-09-07 10:57:08:	0.29	-0.20	0.00	-4.39
2023-09-07 10:57:29:	0.26	-0.18	0.00	-3.02
2023-09-07 10:57:49:	0.25	-0.14	0.00	-4.83
2023-09-07 10:58:10:	0.28	-0.10	0.00	-3.91
2023-09-07 10:58:31:	0.34	-0.08	0.00	-4.24
2023-09-07 10:58:51:	0.32	-0.06	0.00	-4.53
2023-09-07 10:59:12:	0.43	-0.05	0.00	-5.01
2023-09-07 10:59:33:	0.37	-0.03	0.00	-4.66
2023-09-07 10:59:53:	0.42	-0.01	0.00	-3.97
2023-09-07 11:00:14:	0.47	0.03	0.00	-4.19
2023-09-07 11:00:35:	0.46	0.07	0.00	-4.82
2023-09-07 11:00:55:	0.52	0.11	0.00	-4.27
2023-09-07 11:01:16:	0.55	0.15	0.00	-4.35
2023-09-07 11:01:37:	0.56	0.15	0.00	-4.35
2023-09-07 11:01:57:	0.54	0.15	0.00	-4.33
2023-09-07 11:02:18:	0.57	0.15	0.00	-4.36
2023-09-07 11:02:39:	0.52	0.13	0.00	-4.00
2023-09-07 11:02:59:	0.55	0.11	0.00	-3.99
2023-09-07 11:03:20:	0.49	0.06	0.00	-4.46
2023-09-07 11:03:40:	0.45	0.02	0.00	-4.73
2023-09-07 11:04:01:	0.41	-0.04	0.00	-4.82
2023-09-07 11:04:22:	0.31	-0.11	0.00	-4.87
2023-09-07 11:04:42:	0.26	-0.19	0.00	-4.23
2023-09-07 11:05:03:	0.25	-0.29	0.00	-4.26
2023-09-07 11:05:23:	0.15	-0.35	0.00	-5.11
2023-09-07 11:05:44:	0.18	-0.38	0.00	-4.30
2023-09-07 11:06:05:	0.07	-0.38	0.00	-3.90
2023-09-07 11:06:26:	0.09	-0.36	0.00	-3.47
2023-09-07 11:06:46:	0.06	-0.33	0.00	-3.59
2023-09-07 11:07:07:	0.11	-0.27	0.00	-3.68
2023-09-07 11:07:28:	0.19	-0.20	0.00	-3.72
2023-09-07 11:07:49:	0.28	-0.14	0.00	-3.77
2023-09-07 11:08:09:	0.32	-0.07	0.00	-4.43
2023-09-07 11:08:30:	0.33	-0.03	0.00	-4.86
2023-09-07 11:08:51:	0.37	0.00	0.00	-4.41
2023-09-07 11:09:11:	0.39	0.02	0.00	-4.09
2023-09-07 11:09:32:	0.43	0.02	0.00	-4.47
2023-09-07 11:09:53:	0.43	0.01	0.00	-4.49
2023-09-07 11:10:13:	0.47	0.01	0.00	-4.09
2023-09-07 11:10:34:	0.42	0.02	0.00	-4.11
2023-09-07 11:10:54:	0.39	0.00	0.00	-4.16
2023-09-07 11:11:15:	0.41	0.00	0.00	-4.35
2023-09-07 11:11:36:	0.44	-0.01	0.00	-4.46
2023-09-07 11:11:56:	0.40	-0.03	0.00	-4.59
2023-09-07 11:12:17:	0.36	-0.06	0.00	-4.69
2023-09-07 11:12:37:	0.37	-0.07	0.00	-4.84
2023-09-07 11:12:58:	0.34	-0.10	0.00	-5.63
2023-09-07 11:13:19:	0.33	-0.11	0.00	-5.13
2023-09-07 11:13:39:	0.31	-0.11	0.00	-4.65
2023-09-07 11:14:00:	0.36	-0.07	0.00	-4.28
2023-09-07 11:14:20:	0.35	-0.04	0.00	-4.02
2023-09-07 11:14:41:	0.43	0.03	0.00	-4.00
2023-09-07 11:15:02:	0.52	0.12	0.00	-3.20
2023-09-07 11:15:23:	0.55	0.21	0.00	-3.11
2023-09-07 11:15:43:	0.65	0.29	0.00	-3.65
2023-09-07 11:16:04:	0.67	0.32	0.00	-5.04
2023-09-07 11:16:24:	0.71	0.35	0.00	-3.88
2023-09-07 11:16:45:	0.73	0.32	0.00	-5.25
2023-09-07 11:17:06:	0.68	0.27	0.00	-5.14
2023-09-07 11:17:27:	0.62	0.18	0.00	-5.28
2023-09-07 11:17:47:	0.57	0.10	0.00	-4.38
2023-09-07 11:18:08:	0.47	0.02	0.00	-4.24
2023-09-07 11:18:29:	0.43	-0.05	0.00	-4.80
2023-09-07 11:18:49:	0.38	-0.09	0.00	-4.76
2023-09-07 11:19:10:	0.36	-0.12	0.00	-4.35
2023-09-07 11:19:30:	0.32	-0.14	0.00	-4.56
2023-09-07 11:19:51:	0.33	-0.15	0.00	-4.59
2023-09-07 11:20:12:	0.31	-0.13	0.00	-3.64
2023-09-07 11:20:32:	0.32	-0.09	0.00	-3.79
2023-09-07 11:20:53:	0.35	-0.05	0.00	-4.80
2023-09-07 11:21:14:	0.44	-0.02	0.00	-4.32
2023-09-07 11:21:34:	0.42	0.01	0.00	-4.17
2023-09-07 11:21:55:	0.41	0.03	0.00	-4.67
2023-09-07 11:22:16:	0.45	0.06	0.00	-4.67
2023-09-07 11:22:36:	0.54	0.08	0.00	-4.37
2023-09-07 11:22:57:	0.50	0.10	0.00	-4.16
2023-09-07 11:23:17:	0.52	0.16	0.00	-4.39
2023-09-07 11:23:38:	0.60	0.19	0.00	-4.70
2023-09-07 11:23:59:	0.57	0.21	0.00	-4.99
2023-09-07 11:24:19:	0.66	0.24	0.00	-4.95
2023-09-07 11:24:40:	0.63	0.24	0.00	-4.72
2023-09-07 11:25:00:	0.65	0.23	0.00	-4.43
2023-09-07 11:25:21:	0.60	0.21	0.00	-5.01
2023-09-07 11:25:42:	0.63	0.19	0.00	-4.97
2023-09-07 11:26:02:	0.60	0.15	0.00	-4.74
2023-09-07 11:26:23:	0.55	0.09	0.00	-4.56
2023-09-07 11:26:43:	0.52	0.06	0.00	-4.65
2023-09-07 11:27:04:	0.47	0.02	0.00	-4.47
2023-09-07 11:27:25:	0.47	-0.03	0.00	-4.38
2023-09-07 11:27:45:	0.39	-0.06	0.00	-4.29
2023-09-07 11:28:06:	0.35	-0.10	0.00	-4.31
2023-09-07 11:28:27:	0.30	-0.15	0.00	-4.48
2023-09-07 11:28:47:	0.27	-0.20	0.00	-4.44
2023-09-07 11:29:08:	0.21	-0.24	0.00	-4.84
2023-09-07 11:29:29:	0.27	-0.28	0.00	-5.02
2023-09-07 11:29:50:	0.14	-0.30	0.00	-4.82
2023-09-07 11:30:11:	0.16	-0.33	0.00	-5.25
2023-09-07 11:30:32:	0.14	-0.33	0.00	-4.81
2023-09-07 11:30:53:	0.15	-0.29	0.00	-4.17
2023-09-07 11:31:13:	0.19	-0.23	0.00	-3.63
2023-09-07 11:31:34:	0.26	-0.13	0.00	-3.50
2023-09-07 11:31:55:	0.32	-0.01	0.00	-2.97
2023-09-07 11:32:16:	0.45	0.11	0.00	-3.72
2023-09-07 11:32:36:	0.56	0.23	0.00	-4.33
2023-09-07 11:32:57:	0.63	0.31	0.00	-4.48
2023-09-07 11:33:18:	0.65	0.35	0.00	-4.69
2023-09-07 11:33:38:	0.73	0.35	0.00	-4.43
2023-09-07 11:33:59:	0.76	0.32	0.00	-5.03
2023-09-07 11:34:20:	0.69	0.31	0.00	-5.27
2023-09-07 11:34:40:	0.69	0.26	0.00	-5.18
2023-09-07 11:35:01:	0.63	0.21	0.00	-4.60
2023-09-07 11:35:22:	0.63	0.18	0.00	-4.61
2023-09-07 11:35:42:	0.56	0.13	0.00	-4.39
2023-09-07 11:36:03:	0.59	0.07	0.00	-4.48
2023-09-07 11:36:24:	0.51	0.04	0.00	-4.38
2023-09-07 11:36:44:	0.51	0.00	0.00	-4.15
2023-09-07 11:37:05:	0.48	-0.04	0.00	-4.72
2023-09-07 11:37:26:	0.40	-0.08	0.00	-4.79
2023-09-07 11:37:47:	0.31	-0.14	0.00	-4.98
2023-09-07 11:38:07:	0.27	-0.19	0.00	-5.37
2023-09-07 11:38:28:	0.23	-0.26	0.00	-3.75
2023-09-07 11:38:49:	0.18	-0.29	0.00	-4.12
2023-09-07 11:39:10:	0.25	-0.29	0.00	-4.02
2023-09-07 11:39:30:	0.18	-0.28	0.00	-4.40
2023-09-07 11:39:51:	0.24	-0.24	0.00	-4.81
2023-09-07 11:40:12:	0.23	-0.18	0.00	-4.61
2023-09-07 11:40:33:	0.24	-0.14	0.00	-4.60
2023-09-07 11:40:53:	0.32	-0.07	0.00	-4.28
2023-09-07 11:41:14:	0.36	-0.02	0.00	-4.17
2023-09-07 11:41:35:	0.41	0.06	0.00	-4.36
2023-09-07 11:41:55:	0.46	0.13	0.00	-3.84
2023-09-07 11:42:16:	0.61	0.20	0.00	-3.47
2023-09-07 11:42:36:	0.63	0.25	0.00	-4.08
2023-09-07 11:42:57:	0.64	0.29	0.00	-5.47
2023-09-07 11:43:17:	0.65	0.29	0.00	-4.01
2023-09-07 11:43:38:	0.64	0.24	0.00	-4.63
2023-09-07 11:43:59:	0.62	0.17	0.00	-5.40
2023-09-07 11:44:20:	0.60	0.10	0.00	-5.37
2023-09-07 11:44:40:	0.51	0.01	0.00	-5.27
2023-09-07 11:45:01:	0.43	-0.07	0.00	-4.73
2023-09-07 11:45:21:	0.37	-0.13	0.00	-4.08
2023-09-07 11:45:42:	0.35	-0.16	0.00	-4.05
2023-09-07 11:46:03:	0.32	-0.15	0.00	-3.82
2023-09-07 11:46:24:	0.30	-0.12	0.00	-4.89
2023-09-07 11:46:45:	0.31	-0.09	0.00	-5.04
2023-09-07 11:47:05:	0.33	-0.06	0.00	-3.95
2023-09-07 11:47:26:	0.35	-0.04	0.00	-3.62
2023-09-07 11:47:47:	0.34	-0.02	0.00	-5.02
2023-09-07 11:48:08:	0.41	0.01	0.00	-4.05
2023-09-07 11:48:28:	0.43	0.02	0.00	-4.32
2023-09-07 11:48:49:	0.44	0.03	0.00	-4.99
2023-09-07 11:49:09:	0.45	0.04	0.00	-5.02
2023-09-07 11:49:30:	0.44	0.05	0.00	-4.68
2023-09-07 11:49:50:	0.46	0.08	0.00	-4.39
2023-09-07 11:50:11:	0.48	0.09	0.00	-4.06
2023-09-07 11:50:32:	0.50	0.10	0.00	-4.50
2023-09-07 11:50:52:	0.55	0.14	0.00	-5.00
2023-09-07 11:51:13:	0.55	0.16	0.00	-5.05
2023-09-07 11:51:34:	0.58	0.17	0.00	-4.74
2023-09-07 11:51:54:	0.59	0.18	0.00	-4.33
2023-09-07 11:52:15:	0.58	0.17	0.00	-5.04
2023-09-07 11:52:35:	0.55	0.16	0.00	-5.31
2023-09-07 11:52:56:	0.55	0.14	0.00	-5.14
2023-09-07 11:53:17:	0.55	0.12	0.00	-4.60
2023-09-07 11:53:37:	0.52	0.10	0.00	-4.37
2023-09-07 11:53:58:	0.52	0.08	0.00	-4.36
2023-09-07 11:54:19:	0.49	0.07	0.00	-4.90
2023-09-07 11:54:39:	0.47	0.06	0.00	-4.73
2023-09-07 11:55:00:	0.49	0.04	0.00	-4.62
2023-09-07 11:55:21:	0.49	-0.01	0.00	-4.48
2023-09-07 11:55:42:	0.38	-0.05	0.00	-4.41
2023-09-07 11:56:02:	0.39	-0.10	0.00	-4.33
2023-09-07 11:56:23:	0.38	-0.14	0.00	-4.38
2023-09-07 11:56:43:	0.28	-0.15	0.00	-4.38
2023-09-07 11:57:04:	0.24	-0.17	0.00	-4.42
2023-09-07 11:57:25:	0.23	-0.22	0.00	-4.83
2023-09-07 11:57:46:	0.24	-0.27	0.00	-4.93
2023-09-07 11:58:07:	0.19	-0.29	0.00	-4.82
2023-09-07 11:58:27:	0.18	-0.31	0.00	-5.29
2023-09-07 11:58:48:	0.16	-0.31	0.00	-4.93
2023-09-07 11:59:09:	0.15	-0.29	0.00	-4.45
2023-09-07 11:59:29:	0.19	-0.24	0.00	-4.06
2023-09-07 11:59:50:	0.28	-0.16	0.00	-3.70
2023-09-07 12:00:10:	0.37	-0.04	0.00	-3.20
2023-09-07 12:00:31:	0.45	0.08	0.00	-2.88
2023-09-07 12:00:52:	0.50	0.19	0.00	-4.18
2023-09-07 12:01:13:	0.58	0.27	0.00	-4.32
2023-09-07 12:01:33:	0.61	0.31	0.00	-4.71
2023-09-07 12:01:54:	0.66	0.33	0.00	-4.68
2023-09-07 12:02:15:	0.65	0.29	0.00	-4.28
2023-09-07 12:02:36:	0.70	0.24	0.00	-4.59
2023-09-07 12:02:56:	0.65	0.21	0.00	-4.40
2023-09-07 12:03:17:	0.60	0.15	0.00	-4.84
2023-09-07 12:03:38:	0.58	0.10	0.00	-5.35
2023-09-07 12:03:58:	0.52	0.02	0.00	-5.43
2023-09-07 12:04:19:	0.41	-0.06	0.00	-5.19
2023-09-07 12:04:40:	0.37	-0.14	0.00	-4.29
2023-09-07 12:05:00:	0.31	-0.17	0.00	-3.74
2023-09-07 12:05:21:	0.26	-0.21	0.00	-4.69
2023-09-07 12:05:42:	0.24	-0.22	0.00	-4.07
2023-09-07 12:06:03:	0.25	-0.19	0.00	-3.17
2023-09-07 12:06:24:	0.24	-0.16	0.00	-5.06
2023-09-07 12:06:44:	0.28	-0.12	0.00	-5.15
2023-09-07 12:07:05:	0.32	-0.09	0.00	-4.75
2023-09-07 12:07:25:	0.35	-0.07	0.00	-3.82
2023-09-07 12:07:46:	0.37	-0.06	0.00	-3.69
2023-09-07 12:08:07:	0.40	-0.01	0.00	-4.43
2023-09-07 12:08:28:	0.45	0.05	0.00	-4.67
2023-09-07 12:08:48:	0.49	0.10	0.00	-4.86
2023-09-07 12:09:09:	0.51	0.12	0.00	-4.22
2023-09-07 12:09:30:	0.55	0.13	0.00	-3.83
2023-09-07 12:09:50:	0.55	0.15	0.00	-4.69
2023-09-07 12:10:11:	0.63	0.17	0.00	-4.61
2023-09-07 12:10:32:	0.62	0.20	0.00	-4.71
2023-09-07 12:10:52:	0.64	0.21	0.00	-4.58
2023-09-07 12:11:13:	0.61	0.20	0.00	-4.27
2023-09-07 12:11:33:	0.60	0.19	0.00	-4.42
2023-09-07 12:11:54:	0.62	0.16	0.00	-4.15
2023-09-07 12:12:15:	0.55	0.14	0.00	-3.88
2023-09-07 12:12:35:	0.54	0.09	0.00	-4.54
2023-09-07 12:12:56:	0.52	0.05	0.00	-4.89
2023-09-07 12:13:17:	0.45	-0.04	0.00	-5.13
2023-09-07 12:13:38:	0.37	-0.12	0.00	-5.02
2023-09-07 12:13:59:	0.29	-0.21	0.00	-4.77
2023-09-07 12:14:19:	0.20	-0.29	0.00	-4.45
2023-09-07 12:14:40:	0.16	-0.35	0.00	-5.05
2023-09-07 12:15:01:	0.08	-0.40	0.00	-3.49
2023-09-07 12:15:22:	0.04	-0.39	0.00	-3.17
2023-09-07 12:15:42:	0.10	-0.39	0.00	-3.26
2023-09-07 12:16:03:	0.12	-0.36	0.00	-3.62
2023-09-07 12:16:24:	0.12	-0.28	0.00	-3.69
2023-09-07 12:16:45:	0.15	-0.22	0.00	-3.64
2023-09-07 12:17:06:	0.22	-0.18	0.00	-3.89
2023-09-07 12:17:27:	0.23	-0.15	0.00	-4.35
2023-09-07 12:17:47:	0.25	-0.13	0.00	-4.60
2023-09-07 12:18:08:	0.27	-0.11	0.00	-4.13
2023-09-07 12:18:29:	0.28	-0.10	0.00	-4.89
2023-09-07 12:18:49:	0.35	-0.11	0.00	-5.09
2023-09-07 12:19:10:	0.32	-0.10	0.00	-4.80
2023-09-07 12:19:31:	0.37	-0.08	0.00	-4.51
2023-09-07 12:19:51:	0.47	-0.04	0.00	-4.30
2023-09-07 12:20:12:	0.46	0.02	0.00	-4.18
2023-09-07 12:20:33:	0.46	0.08	0.00	-4.18
2023-09-07 12:20:53:	0.54	0.16	0.00	-3.37
2023-09-07 12:21:14:	0.58	0.24	0.00	-3.27
2023-09-07 12:21:35:	0.63	0.31	0.00	-3.98
2023-09-07 12:21:55:	0.69	0.33	0.00	-5.22
2023-09-07 12:22:16:	0.75	0.32	0.00	-4.11
2023-09-07 12:22:37:	0.68	0.27	0.00	-4.43
2023-09-07 12:22:57:	0.67	0.19	0.00	-5.39
2023-09-07 12:23:18:	0.58	0.13	0.00	-5.48
2023-09-07 12:23:38:	0.49	0.06	0.00	-5.35
2023-09-07 12:23:59:	0.46	-0.01	0.00	-4.79
2023-09-07 12:24:20:	0.40	-0.09	0.00	-3.90
2023-09-07 12:24:40:	0.37	-0.14	0.00	-4.29
2023-09-07 12:25:01:	0.43	-0.15	0.00	-4.81
2023-09-07 12:25:22:	0.31	-0.14	0.00	-4.43
2023-09-07 12:25:42:	0.35	-0.11	0.00	-3.00
2023-09-07 12:26:03:	0.36	-0.06	0.00	-4.56
2023-09-07 12:26:23:	0.41	-0.01	0.00	-4.95
2023-09-07 12:26:44:	0.42	0.04	0.00	-4.63
2023-09-07 12:27:05:	0.46	0.07	0.00	-3.44
2023-09-07 12:27:25:	0.50	0.07	0.00	-3.44
2023-09-07 12:27:46:	0.55	0.11	0.00	-3.57
2023-09-07 12:28:07:	0.57	0.14	0.00	-4.18
2023-09-07 12:28:28:	0.57	0.16	0.00	-4.40
2023-09-07 12:28:49:	0.55	0.18	0.00	-4.66
2023-09-07 12:29:09:	0.56	0.17	0.00	-5.30
2023-09-07 12:29:30:	0.53	0.13	0.00	-4.89
2023-09-07 12:29:51:	0.50	0.08	0.00	-4.59
