			pt1000 - external - setpoint - internal
2021-11-08 22:30:41:	-8.82	-10.82	-20.00	-24.57
2021-11-08 22:31:02:	-9.16	-11.17	-20.00	-23.85
2021-11-08 22:31:23:	-9.49	-11.51	-20.00	-23.36
2021-11-08 22:31:43:	-9.79	-11.79	-20.00	-24.53
2021-11-08 22:32:04:	-10.07	-12.07	-20.00	-25.24
2021-11-08 22:32:25:	-10.33	-12.35	-20.00	-25.96
2021-11-08 22:32:45:	-10.61	-12.59	-20.00	-26.30
2021-11-08 22:33:06:	-10.93	-12.87	-20.00	-26.27
2021-11-08 22:33:26:	-11.16	-13.14	-20.00	-24.57
2021-11-08 22:33:47:	-11.42	-13.39	-20.00	-24.62
2021-11-08 22:34:07:	-11.69	-13.60	-20.00	-24.93
2021-11-08 22:34:28:	-11.85	-13.81	-20.00	-25.39
2021-11-08 22:34:49:	-12.05	-13.93	-20.00	-25.89
2021-11-08 22:35:09:	-12.22	-14.06	-20.00	-26.37
2021-11-08 22:35:30:	-12.45	-14.22	-20.00	-27.24
2021-11-08 22:35:50:	-12.59	-14.44	-20.00	-26.93
2021-11-08 22:36:11:	-12.82	-14.70	-20.00	-27.08
2021-11-08 22:36:31:	-13.02	-14.89	-20.00	-26.20
2021-11-08 22:36:52:	-13.24	-15.08	-20.00	-26.33
2021-11-08 22:37:13:	-13.44	-15.25	-20.00	-26.35
2021-11-08 22:37:33:	-13.62	-15.43	-20.00	-26.76
2021-11-08 22:37:54:	-13.71	-15.53	-20.00	-27.79
2021-11-08 22:38:14:	-13.92	-15.67	-20.00	-28.29
2021-11-08 22:38:35:	-13.99	-15.73	-20.00	-27.66
2021-11-08 22:38:55:	-14.13	-15.90	-20.00	-26.59
2021-11-08 22:39:16:	-14.33	-16.10	-20.00	-27.49
2021-11-08 22:39:37:	-14.46	-16.26	-20.00	-27.66
2021-11-08 22:39:57:	-14.63	-16.36	-20.00	-30.20
2021-11-08 22:40:18:	-14.78	-16.49	-20.00	-28.64
2021-11-08 22:40:39:	-14.92	-16.63	-20.00	-27.76
2021-11-08 22:40:59:	-15.08	-16.76	-20.00	-27.39
2021-11-08 22:41:20:	-15.12	-16.86	-20.00	-25.83
2021-11-08 22:41:40:	-15.24	-16.91	-20.00	-27.93
2021-11-08 22:42:01:	-15.27	-16.93	-20.00	-29.94
2021-11-08 22:42:22:	-15.30	-16.95	-20.00	-28.08
2021-11-08 22:42:42:	-15.45	-17.01	-20.00	-28.91
2021-11-08 22:43:03:	-15.48	-17.09	-20.00	-27.72
2021-11-08 22:43:23:	-15.58	-17.15	-20.00	-28.83
2021-11-08 22:43:44:	-15.63	-17.20	-20.00	-28.32
2021-11-08 22:44:04:	-15.66	-17.22	-20.00	-28.16
2021-11-08 22:44:25:	-15.66	-17.25	-20.00	-28.22
2021-11-08 22:44:46:	-15.71	-17.29	-20.00	-28.55
2021-11-08 22:45:06:	-15.77	-17.27	-20.00	-28.69
2021-11-08 22:45:27:	-15.77	-17.30	-20.00	-28.77
2021-11-08 22:45:47:	-15.82	-17.38	-20.00	-29.59
2021-11-08 22:46:08:	-15.93	-17.47	-20.00	-29.24
2021-11-08 22:46:29:	-16.00	-17.59	-20.00	-30.30
2021-11-08 22:46:49:	-16.04	-17.76	-20.00	-29.95
2021-11-08 22:47:10:	-16.13	-17.91	-20.00	-29.64
2021-11-08 22:47:30:	-16.31	-18.03	-20.00	-29.34
2021-11-08 22:47:51:	-16.39	-18.21	-20.00	-29.84
2021-11-08 22:48:12:	-16.52	-18.33	-20.00	-28.85
2021-11-08 22:48:32:	-16.64	-18.45	-20.00	-29.69
2021-11-08 22:48:53:	-16.74	-18.55	-20.00	-29.59
2021-11-08 22:49:14:	-16.80	-18.63	-20.00	-29.56
2021-11-08 22:49:34:	-16.92	-18.67	-20.00	-29.89
2021-11-08 22:49:55:	-16.94	-18.73	-20.00	-29.30
2021-11-08 22:50:15:	-16.97	-18.79	-20.00	-30.20
2021-11-08 22:50:36:	-17.04	-18.82	-20.00	-30.01
2021-11-08 22:50:57:	-17.04	-18.83	-20.00	-27.06
2021-11-08 22:51:18:	-17.11	-18.88	-20.00	-27.57
2021-11-08 22:51:38:	-17.15	-18.84	-20.00	-28.46
2021-11-08 22:51:58:	-17.00	-18.77	-20.00	-29.21
2021-11-08 22:52:19:	-17.01	-18.71	-20.00	-28.60
2021-11-08 22:52:40:	-17.04	-18.68	-20.00	-28.78
2021-11-08 22:53:00:	-17.03	-18.64	-20.00	-28.15
2021-11-08 22:53:21:	-16.95	-18.59	-20.00	-28.99
2021-11-08 22:53:41:	-16.91	-18.56	-20.00	-28.57
2021-11-08 22:54:02:	-16.87	-18.49	-20.00	-28.64
2021-11-08 22:54:22:	-16.78	-18.43	-20.00	-29.13
2021-11-08 22:54:43:	-16.79	-18.37	-20.00	-28.88
2021-11-08 22:55:03:	-16.76	-18.28	-20.00	-29.44
2021-11-08 22:55:24:	-16.72	-18.29	-20.00	-29.67
2021-11-08 22:55:45:	-16.76	-18.34	-20.00	-29.55
2021-11-08 22:56:05:	-16.74	-18.41	-20.00	-30.36
2021-11-08 22:56:26:	-16.80	-18.51	-20.00	-30.48
2021-11-08 22:56:47:	-16.86	-18.66	-20.00	-30.22
2021-11-08 22:57:08:	-16.99	-18.80	-20.00	-29.76
2021-11-08 22:57:28:	-17.10	-18.95	-20.00	-30.33
2021-11-08 22:57:49:	-17.16	-19.00	-20.00	-28.16
2021-11-08 22:58:09:	-17.30	-19.08	-20.00	-29.90
2021-11-08 22:58:29:	-17.38	-19.15	-20.00	-29.98
2021-11-08 22:58:50:	-17.43	-19.22	-20.00	-29.95
2021-11-08 22:59:10:	-17.54	-19.30	-20.00	-29.62
2021-11-08 22:59:31:	-17.55	-19.39	-20.00	-29.27
2021-11-08 22:59:52:	-17.72	-19.48	-20.00	-30.02
2021-11-08 23:00:12:	-17.76	-19.55	-20.00	-29.36
2021-11-08 23:00:33:	-17.72	-19.57	-20.00	-29.01
2021-11-08 23:00:54:	-17.78	-19.56	-20.00	-29.78
2021-11-08 23:01:14:	-17.91	-19.55	-20.00	-30.50
2021-11-08 23:01:35:	-17.91	-19.54	-20.00	-30.68
2021-11-08 23:01:55:	-17.85	-19.52	-20.00	-27.25
2021-11-08 23:02:16:	-17.89	-19.41	-20.00	-29.50
2021-11-08 23:02:36:	-17.85	-19.33	-20.00	-28.99
2021-11-08 23:02:57:	-17.76	-19.20	-20.00	-29.30
2021-11-08 23:03:17:	-17.71	-19.13	-20.00	-29.21
2021-11-08 23:03:38:	-17.75	-19.07	-20.00	-29.36
2021-11-08 23:03:59:	-17.61	-19.02	-20.00	-29.15
2021-11-08 23:04:19:	-17.58	-18.99	-20.00	-29.07
2021-11-08 23:04:40:	-17.52	-18.98	-20.00	-30.60
2021-11-08 23:05:01:	-17.52	-18.98	-20.00	-30.38
2021-11-08 23:05:21:	-17.46	-18.99	-20.00	-31.22
2021-11-08 23:05:42:	-17.53	-19.03	-20.00	-28.88
2021-11-08 23:06:02:	-17.59	-19.11	-20.00	-28.31
2021-11-08 23:06:23:	-17.62	-19.20	-20.00	-30.65
2021-11-08 23:06:44:	-17.67	-19.30	-20.00	-30.03
2021-11-08 23:07:04:	-17.77	-19.36	-20.00	-30.19
2021-11-08 23:07:25:	-17.81	-19.44	-20.00	-29.91
2021-11-08 23:07:45:	-17.89	-19.51	-20.00	-29.50
2021-11-08 23:08:06:	-17.95	-19.59	-20.00	-29.41
2021-11-08 23:08:27:	-18.02	-19.63	-20.00	-29.78
2021-11-08 23:08:47:	-18.05	-19.66	-20.00	-29.25
2021-11-08 23:09:08:	-18.10	-19.67	-20.00	-29.83
2021-11-08 23:09:29:	-18.19	-19.65	-20.00	-30.46
2021-11-08 23:09:49:	-18.09	-19.66	-20.00	-30.53
2021-11-08 23:10:10:	-18.10	-19.62	-20.00	-28.66
2021-11-08 23:10:30:	-18.04	-19.57	-20.00	-27.86
2021-11-08 23:10:51:	-18.04	-19.51	-20.00	-29.22
2021-11-08 23:11:12:	-17.98	-19.42	-20.00	-29.16
2021-11-08 23:11:32:	-17.88	-19.31	-20.00	-29.39
2021-11-08 23:11:53:	-17.81	-19.26	-20.00	-29.18
2021-11-08 23:12:14:	-17.81	-19.22	-20.00	-28.98
2021-11-08 23:12:34:	-17.77	-19.20	-20.00	-28.80
2021-11-08 23:12:55:	-17.71	-19.17	-20.00	-29.07
2021-11-08 23:13:16:	-17.68	-19.15	-20.00	-31.09
2021-11-08 23:13:37:	-17.64	-19.14	-20.00	-30.40
2021-11-08 23:13:57:	-17.58	-19.18	-20.00	-28.25
2021-11-08 23:14:17:	-17.57	-19.20	-20.00	-28.18
2021-11-08 23:14:38:	-17.69	-19.27	-20.00	-30.95
2021-11-08 23:14:58:	-17.72	-19.35	-20.00	-29.96
2021-11-08 23:15:19:	-17.71	-19.44	-20.00	-29.50
2021-11-08 23:15:39:	-17.82	-19.54	-20.00	-29.28
2021-11-08 23:16:00:	-17.83	-19.62	-20.00	-29.05
2021-11-08 23:16:21:	-17.89	-19.70	-20.00	-29.47
2021-11-08 23:16:42:	-17.83	-19.67	-20.00	-29.70
2021-11-08 23:17:02:	-17.81	-19.58	-20.00	-26.49
2021-11-08 23:17:23:	-17.80	-19.49	-20.00	-28.69
2021-11-08 23:17:43:	-17.74	-19.39	-20.00	-28.82
2021-11-08 23:18:04:	-17.64	-19.23	-20.00	-29.39
2021-11-08 23:18:24:	-17.59	-19.11	-20.00	-29.15
2021-11-08 23:18:45:	-17.55	-19.04	-20.00	-28.71
2021-11-08 23:19:05:	-17.42	-18.99	-20.00	-28.35
2021-11-08 23:19:26:	-17.44	-18.95	-20.00	-28.96
2021-11-08 23:19:46:	-17.35	-18.92	-20.00	-28.83
2021-11-08 23:20:06:	-17.33	-18.86	-20.00	-28.23
2021-11-08 23:20:27:	-17.28	-18.87	-20.00	-30.56
2021-11-08 23:20:48:	-17.30	-18.83	-20.00	-29.92
2021-11-08 23:21:08:	-17.27	-18.88	-20.00	-29.93
2021-11-08 23:21:29:	-17.34	-18.94	-20.00	-30.10
2021-11-08 23:21:49:	-17.34	-19.04	-20.00	-29.65
2021-11-08 23:22:10:	-17.37	-19.12	-20.00	-28.77
2021-11-08 23:22:30:	-17.41	-19.15	-20.00	-28.35
2021-11-08 23:22:51:	-17.55	-19.26	-20.00	-30.60
2021-11-08 23:23:12:	-17.59	-19.37	-20.00	-30.50
2021-11-08 23:23:33:	-17.67	-19.49	-20.00	-30.39
2021-11-08 23:23:53:	-17.75	-19.55	-20.00	-29.19
2021-11-08 23:24:14:	-17.89	-19.67	-20.00	-29.70
2021-11-08 23:24:35:	-17.99	-19.81	-20.00	-30.49
2021-11-08 23:24:56:	-18.05	-19.88	-20.00	-30.15
2021-11-08 23:25:17:	-18.07	-19.87	-20.00	-29.55
2021-11-08 23:25:38:	-18.17	-19.90	-20.00	-29.82
2021-11-08 23:25:59:	-18.20	-19.87	-20.00	-27.90
2021-11-08 23:26:20:	-18.17	-19.83	-20.00	-28.27
2021-11-08 23:26:41:	-18.11	-19.75	-20.00	-29.12
2021-11-08 23:27:02:	-18.08	-19.63	-20.00	-29.81
2021-11-08 23:27:22:	-17.95	-19.53	-20.00	-30.40
2021-11-08 23:27:44:	-17.96	-19.44	-20.00	-30.14
2021-11-08 23:28:05:	-17.89	-19.43	-20.00	-29.26
2021-11-08 23:28:26:	-17.90	-19.39	-20.00	-28.88
2021-11-08 23:28:47:	-17.92	-19.33	-20.00	-30.11
2021-11-08 23:29:07:	-17.82	-19.31	-20.00	-30.70
2021-11-08 23:29:28:	-17.81	-19.33	-20.00	-30.87
2021-11-08 23:29:49:	-17.84	-19.35	-20.00	-30.47
2021-11-08 23:30:10:	-17.87	-19.41	-20.00	-28.42
2021-11-08 23:30:31:	-17.92	-19.45	-20.00	-30.43
2021-11-08 23:30:53:	-17.91	-19.48	-20.00	-29.87
2021-11-08 23:31:14:	-18.02	-19.55	-20.00	-30.09
2021-11-08 23:31:35:	-18.05	-19.59	-20.00	-29.82
2021-11-08 23:31:56:	-18.09	-19.66	-20.00	-29.64
2021-11-08 23:32:17:	-18.19	-19.74	-20.00	-30.23
2021-11-08 23:32:38:	-18.22	-19.79	-20.00	-30.26
2021-11-08 23:32:59:	-18.21	-19.83	-20.00	-28.65
2021-11-08 23:33:20:	-18.26	-19.86	-20.00	-29.59
2021-11-08 23:33:40:	-18.32	-19.86	-20.00	-29.96
2021-11-08 23:34:01:	-18.33	-19.84	-20.00	-30.47
2021-11-08 23:34:21:	-18.31	-19.82	-20.00	-30.59
2021-11-08 23:34:42:	-18.25	-19.72	-20.00	-29.77
2021-11-08 23:35:02:	-18.33	-19.68	-20.00	-28.13
2021-11-08 23:35:23:	-18.22	-19.65	-20.00	-29.87
2021-11-08 23:35:44:	-18.16	-19.58	-20.00	-28.91
2021-11-08 23:36:04:	-18.02	-19.42	-20.00	-29.81
2021-11-08 23:36:25:	-18.02	-19.41	-20.00	-29.81
2021-11-08 23:36:45:	-17.89	-19.39	-20.00	-29.62
2021-11-08 23:37:05:	-17.87	-19.36	-20.00	-29.32
2021-11-08 23:37:26:	-17.86	-19.33	-20.00	-29.24
2021-11-08 23:37:46:	-17.85	-19.28	-20.00	-30.47
2021-11-08 23:38:07:	-17.85	-19.31	-20.00	-32.57
2021-11-08 23:38:28:	-17.82	-19.40	-20.00	-29.06
2021-11-08 23:38:49:	-17.80	-19.42	-20.00	-29.47
2021-11-08 23:39:10:	-17.81	-19.46	-20.00	-31.08
2021-11-08 23:39:31:	-17.78	-19.46	-20.00	-29.04
2021-11-08 23:39:51:	-17.86	-19.50	-20.00	-30.62
2021-11-08 23:40:12:	-17.92	-19.53	-20.00	-29.90
2021-11-08 23:40:33:	-17.93	-19.55	-20.00	-29.63
2021-11-08 23:40:53:	-17.93	-19.60	-20.00	-29.68
2021-11-08 23:41:14:	-18.04	-19.71	-20.00	-29.99
2021-11-08 23:41:35:	-18.04	-19.79	-20.00	-30.37
2021-11-08 23:41:56:	-18.15	-19.84	-20.00	-29.83
2021-11-08 23:42:17:	-18.19	-19.92	-20.00	-30.74
2021-11-08 23:42:37:	-18.22	-19.98	-20.00	-30.51
2021-11-08 23:42:58:	-18.32	-20.03	-20.00	-29.92
2021-11-08 23:43:18:	-18.31	-20.08	-20.00	-29.41
2021-11-08 23:43:39:	-18.35	-20.06	-20.00	-30.38
2021-11-08 23:44:00:	-18.34	-20.09	-20.00	-29.12
2021-11-08 23:44:21:	-18.36	-20.07	-20.00	-28.49
2021-11-08 23:44:42:	-18.31	-20.00	-20.00	-28.76
2021-11-08 23:45:03:	-18.28	-19.88	-20.00	-30.81
2021-11-08 23:45:24:	-18.22	-19.75	-20.00	-30.02
2021-11-08 23:45:45:	-18.11	-19.66	-20.00	-30.06
2021-11-08 23:46:07:	-18.04	-19.56	-20.00	-29.80
2021-11-08 23:46:28:	-18.00	-19.52	-20.00	-29.50
2021-11-08 23:46:49:	-18.03	-19.48	-20.00	-29.83
2021-11-08 23:47:10:	-17.95	-19.44	-20.00	-31.08
2021-11-08 23:47:31:	-17.96	-19.43	-20.00	-31.73
2021-11-08 23:47:52:	-17.94	-19.44	-20.00	-31.00
2021-11-08 23:48:13:	-17.95	-19.54	-20.00	-30.56
2021-11-08 23:48:35:	-18.02	-19.64	-20.00	-28.23
2021-11-08 23:48:56:	-18.06	-19.67	-20.00	-30.84
2021-11-08 23:49:17:	-18.11	-19.70	-20.00	-30.29
2021-11-08 23:49:38:	-18.11	-19.74	-20.00	-30.70
2021-11-08 23:50:00:	-18.22	-19.88	-20.00	-30.40
2021-11-08 23:50:21:	-18.28	-20.01	-20.00	-29.58
2021-11-08 23:50:41:	-18.33	-20.05	-20.00	-30.17
2021-11-08 23:51:02:	-18.39	-20.07	-20.00	-29.26
2021-11-08 23:51:22:	-18.40	-20.05	-20.00	-29.70
2021-11-08 23:51:51:	-18.49	-20.05	-20.00	-30.38
2021-11-08 23:52:12:	-18.48	-19.99	-20.00	-30.70
2021-11-08 23:52:32:	-18.43	-19.92	-20.00	-30.15
2021-11-08 23:52:53:	-18.41	-19.84	-20.00	-28.43
2021-11-08 23:53:13:	-18.34	-19.76	-20.00	-29.94
2021-11-08 23:53:34:	-18.23	-19.67	-20.00	-28.86
2021-11-08 23:53:54:	-18.23	-19.57	-20.00	-30.10
2021-11-08 23:54:15:	-18.10	-19.50	-20.00	-30.50
2021-11-08 23:54:36:	-18.07	-19.40	-20.00	-31.33
2021-11-08 23:54:56:	-18.01	-19.34	-20.00	-30.53
2021-11-08 23:55:17:	-18.01	-19.38	-20.00	-29.79
2021-11-08 23:55:37:	-18.01	-19.39	-20.00	-29.99
2021-11-08 23:55:58:	-18.02	-19.39	-20.00	-31.51
2021-11-08 23:56:18:	-18.03	-19.39	-20.00	-30.83
2021-11-08 23:56:39:	-18.02	-19.35	-20.00	-28.13
2021-11-08 23:57:00:	-18.02	-19.37	-20.00	-29.06
2021-11-08 23:57:21:	-18.03	-19.43	-20.00	-31.10
2021-11-08 23:57:41:	-18.04	-19.47	-20.00	-30.37
2021-11-08 23:58:02:	-18.11	-19.56	-20.00	-30.16
2021-11-08 23:58:23:	-18.23	-19.66	-20.00	-29.20
2021-11-08 23:58:43:	-18.28	-19.74	-20.00	-29.67
2021-11-08 23:59:04:	-18.32	-19.80	-20.00	-29.46
2021-11-08 23:59:25:	-18.34	-19.81	-20.00	-29.40
2021-11-08 23:59:45:	-18.36	-19.75	-20.00	-30.43
2021-11-09 00:00:07:	-18.22	-19.71	-20.00	-30.32
2021-11-09 00:00:28:	-18.31	-19.63	-20.00	-26.65
2021-11-09 00:00:48:	-18.25	-19.54	-20.00	-29.33
2021-11-09 00:01:09:	-18.12	-19.42	-20.00	-28.55
2021-11-09 00:01:30:	-18.03	-19.33	-20.00	-29.36
2021-11-09 00:01:51:	-17.97	-19.23	-20.00	-28.89
2021-11-09 00:02:11:	-17.87	-19.22	-20.00	-29.31
2021-11-09 00:02:32:	-17.79	-19.14	-20.00	-29.80
2021-11-09 00:02:53:	-17.72	-19.11	-20.00	-29.82
2021-11-09 00:03:13:	-17.58	-19.05	-20.00	-30.02
2021-11-09 00:03:34:	-17.61	-19.01	-20.00	-30.24
2021-11-09 00:03:54:	-17.55	-18.99	-20.00	-28.83
2021-11-09 00:04:15:	-17.47	-18.96	-20.00	-29.59
2021-11-09 00:04:37:	-17.46	-18.89	-20.00	-30.58
2021-11-09 00:04:58:	-17.31	-18.82	-20.00	-30.86
2021-11-09 00:05:19:	-17.37	-18.85	-20.00	-30.20
2021-11-09 00:05:40:	-17.34	-18.91	-20.00	-30.49
2021-11-09 00:06:01:	-17.39	-19.05	-20.00	-30.52
2021-11-09 00:06:22:	-17.47	-19.15	-20.00	-30.53
2021-11-09 00:06:43:	-17.49	-19.25	-20.00	-29.88
2021-11-09 00:07:04:	-17.62	-19.34	-20.00	-29.90
2021-11-09 00:07:25:	-17.64	-19.48	-20.00	-30.57
2021-11-09 00:07:46:	-17.72	-19.57	-20.00	-30.88
2021-11-09 00:08:07:	-17.82	-19.64	-20.00	-29.44
2021-11-09 00:08:28:	-17.89	-19.73	-20.00	-29.98
2021-11-09 00:08:49:	-18.01	-19.80	-20.00	-29.23
2021-11-09 00:09:10:	-18.07	-19.84	-20.00	-30.12
2021-11-09 00:09:31:	-18.05	-19.88	-20.00	-30.16
2021-11-09 00:09:52:	-18.13	-19.89	-20.00	-29.95
2021-11-09 00:10:13:	-18.18	-19.88	-20.00	-30.41
2021-11-09 00:10:34:	-18.16	-19.88	-20.00	-31.05
2021-11-09 00:10:56:	-18.14	-19.84	-20.00	-28.84
2021-11-09 00:11:17:	-18.16	-19.79	-20.00	-28.59
2021-11-09 00:11:37:	-18.14	-19.77	-20.00	-30.19
2021-11-09 00:11:58:	-18.06	-19.63	-20.00	-28.89
2021-11-09 00:12:19:	-18.04	-19.54	-20.00	-29.92
2021-11-09 00:12:40:	-17.97	-19.48	-20.00	-31.94
2021-11-09 00:13:00:	-17.93	-19.46	-20.00	-28.70
2021-11-09 00:13:21:	-17.92	-19.45	-20.00	-29.65
2021-11-09 00:13:41:	-17.87	-19.49	-20.00	-30.70
2021-11-09 00:14:02:	-17.92	-19.48	-20.00	-30.58
2021-11-09 00:14:22:	-17.97	-19.55	-20.00	-30.06
2021-11-09 00:14:43:	-18.00	-19.63	-20.00	-29.82
2021-11-09 00:15:03:	-18.02	-19.67	-20.00	-29.63
2021-11-09 00:15:24:	-18.12	-19.78	-20.00	-29.51
2021-11-09 00:15:44:	-18.16	-19.83	-20.00	-28.61
2021-11-09 00:16:05:	-18.20	-19.87	-20.00	-28.94
2021-11-09 00:16:25:	-18.18	-19.87	-20.00	-28.98
2021-11-09 00:16:45:	-18.27	-19.89	-20.00	-28.91
2021-11-09 00:17:06:	-18.27	-19.95	-20.00	-29.24
2021-11-09 00:17:26:	-18.36	-19.93	-20.00	-29.56
2021-11-09 00:17:47:	-18.35	-19.96	-20.00	-29.96
2021-11-09 00:18:07:	-18.41	-20.06	-20.00	-30.58
2021-11-09 00:18:28:	-18.48	-20.09	-20.00	-31.53
2021-11-09 00:18:48:	-18.55	-20.16	-20.00	-30.84
2021-11-09 00:19:08:	-18.58	-20.22	-20.00	-29.01
2021-11-09 00:19:29:	-18.62	-20.24	-20.00	-29.19
2021-11-09 00:19:49:	-18.60	-20.23	-20.00	-27.70
2021-11-09 00:20:10:	-18.63	-20.16	-20.00	-28.95
2021-11-09 00:20:30:	-18.59	-20.08	-20.00	-29.45
2021-11-09 00:20:51:	-18.54	-19.96	-20.00	-29.30
2021-11-09 00:21:11:	-18.48	-19.82	-20.00	-29.19
2021-11-09 00:21:31:	-18.38	-19.75	-20.00	-28.85
2021-11-09 00:21:52:	-18.39	-19.68	-20.00	-29.30
2021-11-09 00:22:13:	-18.31	-19.60	-20.00	-32.33
2021-11-09 00:22:33:	-18.24	-19.54	-20.00	-29.69
2021-11-09 00:22:53:	-18.30	-19.54	-20.00	-27.29
2021-11-09 00:23:14:	-18.27	-19.50	-20.00	-28.14
2021-11-09 00:23:34:	-18.29	-19.56	-20.00	-31.14
2021-11-09 00:23:55:	-18.21	-19.57	-20.00	-30.04
2021-11-09 00:24:15:	-18.26	-19.60	-20.00	-29.83
2021-11-09 00:24:36:	-18.31	-19.64	-20.00	-29.32
2021-11-09 00:24:56:	-18.31	-19.70	-20.00	-28.59
2021-11-09 00:25:17:	-18.34	-19.68	-20.00	-29.64
2021-11-09 00:25:38:	-18.24	-19.61	-20.00	-29.36
