			pt1000 - external - setpoint - internal
2023-08-31 13:43:31:	3.05	1.93	-20.00	-13.03
2023-08-31 13:43:51:	2.36	1.25	-20.00	-13.48
2023-08-31 13:44:12:	1.66	0.57	-20.00	-13.74
2023-08-31 13:44:33:	1.02	-0.06	-20.00	-13.86
2023-08-31 13:44:54:	0.40	-0.66	-20.00	-14.17
2023-08-31 13:45:15:	-0.21	-1.23	-20.00	-15.80
2023-08-31 13:45:35:	-0.75	-1.77	-20.00	-16.60
2023-08-31 13:45:56:	-1.33	-2.31	-20.00	-17.00
2023-08-31 13:46:17:	-1.92	-2.89	-20.00	-17.58
2023-08-31 13:46:38:	-2.47	-3.48	-20.00	-18.12
2023-08-31 13:46:58:	-3.07	-4.07	-20.00	-18.99
2023-08-31 13:47:19:	-3.61	-4.60	-20.00	-17.95
2023-08-31 13:47:39:	-4.14	-5.12	-20.00	-17.69
2023-08-31 13:48:00:	-4.63	-5.60	-20.00	-18.30
2023-08-31 13:48:20:	-5.11	-6.05	-20.00	-19.65
2023-08-31 13:48:41:	-5.56	-6.47	-20.00	-19.37
2023-08-31 13:49:02:	-6.00	-6.89	-20.00	-19.46
2023-08-31 13:49:22:	-6.45	-7.31	-20.00	-20.13
2023-08-31 13:49:43:	-6.88	-7.75	-20.00	-21.08
2023-08-31 13:50:04:	-7.30	-8.16	-20.00	-22.73
2023-08-31 13:50:25:	-7.71	-8.57	-20.00	-22.64
2023-08-31 13:50:45:	-8.13	-8.98	-20.00	-20.96
2023-08-31 13:51:06:	-8.57	-9.39	-20.00	-19.64
2023-08-31 13:51:26:	-8.95	-9.76	-20.00	-21.56
2023-08-31 13:51:47:	-9.29	-10.07	-20.00	-23.59
2023-08-31 13:52:07:	-9.59	-10.35	-20.00	-22.82
2023-08-31 13:52:27:	-9.93	-10.65	-20.00	-21.61
2023-08-31 13:52:48:	-10.20	-10.93	-20.00	-22.15
2023-08-31 13:53:09:	-10.50	-11.19	-20.00	-21.86
2023-08-31 13:53:29:	-10.75	-11.42	-20.00	-22.60
2023-08-31 13:53:50:	-11.01	-11.64	-20.00	-23.50
2023-08-31 13:54:10:	-11.18	-11.80	-20.00	-24.64
2023-08-31 13:54:31:	-11.36	-11.99	-20.00	-25.49
2023-08-31 13:54:51:	-11.60	-12.18	-20.00	-25.11
2023-08-31 13:55:12:	-11.81	-12.41	-20.00	-24.74
2023-08-31 13:55:32:	-12.03	-12.62	-20.00	-24.20
2023-08-31 13:55:52:	-12.25	-12.81	-20.00	-24.95
2023-08-31 13:56:13:	-12.47	-13.02	-20.00	-25.67
2023-08-31 13:56:34:	-12.62	-13.20	-20.00	-26.33
2023-08-31 13:56:55:	-12.83	-13.36	-20.00	-26.40
2023-08-31 13:57:15:	-13.04	-13.56	-20.00	-26.02
2023-08-31 13:57:36:	-13.26	-13.77	-20.00	-26.14
2023-08-31 13:57:56:	-13.43	-13.98	-20.00	-26.40
2023-08-31 13:58:17:	-13.59	-14.22	-20.00	-26.74
2023-08-31 13:58:37:	-13.83	-14.43	-20.00	-27.40
2023-08-31 13:58:58:	-14.08	-14.63	-20.00	-27.30
2023-08-31 13:59:18:	-14.18	-14.84	-20.00	-27.14
2023-08-31 13:59:39:	-14.45	-15.05	-20.00	-26.71
2023-08-31 13:59:59:	-14.68	-15.25	-20.00	-26.70
2023-08-31 14:00:19:	-14.83	-15.41	-20.00	-26.97
2023-08-31 14:00:40:	-15.04	-15.59	-20.00	-27.19
2023-08-31 14:01:01:	-15.24	-15.79	-20.00	-27.32
2023-08-31 14:01:21:	-15.35	-15.98	-20.00	-27.43
2023-08-31 14:01:42:	-15.60	-16.14	-20.00	-27.40
2023-08-31 14:02:02:	-15.80	-16.31	-20.00	-27.30
2023-08-31 14:02:23:	-15.93	-16.49	-20.00	-27.11
2023-08-31 14:02:43:	-16.07	-16.65	-20.00	-27.09
2023-08-31 14:03:04:	-16.25	-16.81	-20.00	-27.50
2023-08-31 14:03:24:	-16.40	-16.94	-20.00	-27.60
2023-08-31 14:03:44:	-16.54	-17.06	-20.00	-27.54
2023-08-31 14:04:05:	-16.67	-17.17	-20.00	-27.56
2023-08-31 14:04:25:	-16.82	-17.29	-20.00	-28.37
2023-08-31 14:04:46:	-16.91	-17.36	-20.00	-28.07
2023-08-31 14:05:06:	-16.98	-17.42	-20.00	-26.46
2023-08-31 14:05:27:	-17.07	-17.48	-20.00	-27.83
2023-08-31 14:05:47:	-17.10	-17.54	-20.00	-27.23
2023-08-31 14:06:08:	-17.19	-17.55	-20.00	-28.10
2023-08-31 14:06:28:	-17.20	-17.55	-20.00	-29.81
2023-08-31 14:06:49:	-17.24	-17.61	-20.00	-28.98
2023-08-31 14:07:09:	-17.30	-17.66	-20.00	-28.58
2023-08-31 14:07:30:	-17.37	-17.71	-20.00	-28.41
2023-08-31 14:07:50:	-17.44	-17.79	-20.00	-26.79
2023-08-31 14:08:10:	-17.49	-17.86	-20.00	-28.87
2023-08-31 14:08:31:	-17.51	-17.91	-20.00	-28.83
2023-08-31 14:08:52:	-17.54	-17.96	-20.00	-27.36
2023-08-31 14:09:12:	-17.64	-18.01	-20.00	-27.01
2023-08-31 14:09:33:	-17.68	-18.08	-20.00	-27.57
2023-08-31 14:09:53:	-17.74	-18.12	-20.00	-27.35
2023-08-31 14:10:14:	-17.69	-18.14	-20.00	-27.10
2023-08-31 14:10:34:	-17.80	-18.21	-20.00	-27.22
2023-08-31 14:10:55:	-17.90	-18.30	-20.00	-27.81
2023-08-31 14:11:15:	-18.00	-18.37	-20.00	-28.40
2023-08-31 14:11:36:	-18.06	-18.49	-20.00	-28.40
2023-08-31 14:11:57:	-18.20	-18.62	-20.00	-28.22
2023-08-31 14:12:17:	-18.29	-18.76	-20.00	-28.22
2023-08-31 14:12:38:	-18.46	-18.89	-20.00	-27.99
2023-08-31 14:12:59:	-18.58	-19.07	-20.00	-27.51
2023-08-31 14:13:20:	-18.69	-19.15	-20.00	-27.60
2023-08-31 14:13:40:	-18.82	-19.26	-20.00	-27.85
2023-08-31 14:14:01:	-18.88	-19.35	-20.00	-28.05
2023-08-31 14:14:21:	-19.04	-19.41	-20.00	-27.67
2023-08-31 14:14:41:	-19.07	-19.47	-20.00	-27.94
2023-08-31 14:15:02:	-19.12	-19.55	-20.00	-28.86
2023-08-31 14:15:22:	-19.09	-19.55	-20.00	-28.65
2023-08-31 14:15:43:	-19.16	-19.56	-20.00	-26.85
2023-08-31 14:16:03:	-19.15	-19.54	-20.00	-26.42
2023-08-31 14:16:24:	-19.14	-19.48	-20.00	-26.84
2023-08-31 14:16:45:	-19.08	-19.34	-20.00	-28.30
2023-08-31 14:17:05:	-18.94	-19.17	-20.00	-28.93
2023-08-31 14:17:26:	-18.87	-19.06	-20.00	-28.72
2023-08-31 14:17:47:	-18.73	-18.99	-20.00	-27.88
2023-08-31 14:18:07:	-18.71	-18.92	-20.00	-27.76
2023-08-31 14:18:27:	-18.62	-18.85	-20.00	-28.21
2023-08-31 14:18:48:	-18.51	-18.75	-20.00	-29.29
2023-08-31 14:19:08:	-18.45	-18.70	-20.00	-29.18
2023-08-31 14:19:29:	-18.47	-18.70	-20.00	-27.82
2023-08-31 14:19:49:	-18.44	-18.70	-20.00	-27.18
2023-08-31 14:20:09:	-18.47	-18.74	-20.00	-27.73
2023-08-31 14:20:30:	-18.48	-18.83	-20.00	-28.28
2023-08-31 14:20:50:	-18.53	-18.91	-20.00	-28.22
2023-08-31 14:21:11:	-18.58	-18.97	-20.00	-27.86
2023-08-31 14:21:31:	-18.60	-19.05	-20.00	-27.81
2023-08-31 14:21:51:	-18.73	-19.14	-20.00	-27.86
2023-08-31 14:22:12:	-18.82	-19.23	-20.00	-28.10
2023-08-31 14:22:32:	-18.86	-19.32	-20.00	-28.15
2023-08-31 14:22:53:	-19.01	-19.39	-20.00	-27.97
2023-08-31 14:23:13:	-19.03	-19.47	-20.00	-27.80
2023-08-31 14:23:34:	-19.12	-19.59	-20.00	-27.98
2023-08-31 14:23:55:	-19.20	-19.67	-20.00	-28.43
2023-08-31 14:24:15:	-19.33	-19.71	-20.00	-28.18
2023-08-31 14:24:36:	-19.36	-19.77	-20.00	-27.58
2023-08-31 14:24:56:	-19.41	-19.83	-20.00	-29.33
2023-08-31 14:25:17:	-19.45	-19.83	-20.00	-29.06
2023-08-31 14:25:37:	-19.44	-19.80	-20.00	-27.29
2023-08-31 14:25:58:	-19.42	-19.76	-20.00	-26.52
2023-08-31 14:26:18:	-19.39	-19.71	-20.00	-27.63
2023-08-31 14:26:39:	-19.34	-19.61	-20.00	-27.94
2023-08-31 14:26:59:	-19.24	-19.49	-20.00	-28.23
2023-08-31 14:27:20:	-19.11	-19.39	-20.00	-27.49
2023-08-31 14:27:41:	-18.99	-19.28	-20.00	-28.40
2023-08-31 14:28:01:	-18.96	-19.18	-20.00	-26.11
2023-08-31 14:28:22:	-18.85	-19.10	-20.00	-29.80
2023-08-31 14:28:42:	-18.82	-19.05	-20.00	-29.24
2023-08-31 14:29:02:	-18.77	-19.01	-20.00	-27.47
2023-08-31 14:29:23:	-18.76	-19.06	-20.00	-26.84
2023-08-31 14:29:43:	-18.81	-19.10	-20.00	-26.94
2023-08-31 14:30:03:	-18.80	-19.14	-20.00	-27.52
2023-08-31 14:30:24:	-18.83	-19.19	-20.00	-28.13
2023-08-31 14:30:45:	-18.87	-19.20	-20.00	-27.96
2023-08-31 14:31:05:	-18.95	-19.27	-20.00	-27.96
2023-08-31 14:31:26:	-18.95	-19.34	-20.00	-27.89
2023-08-31 14:31:46:	-18.94	-19.41	-20.00	-27.88
2023-08-31 14:32:07:	-19.01	-19.50	-20.00	-27.82
2023-08-31 14:32:27:	-19.11	-19.58	-20.00	-27.84
2023-08-31 14:32:47:	-19.17	-19.64	-20.00	-27.95
2023-08-31 14:33:08:	-19.25	-19.69	-20.00	-28.11
2023-08-31 14:33:28:	-19.27	-19.77	-20.00	-28.25
2023-08-31 14:33:49:	-19.41	-19.82	-20.00	-28.01
2023-08-31 14:34:09:	-19.44	-19.84	-20.00	-27.99
2023-08-31 14:34:30:	-19.51	-19.89	-20.00	-29.44
2023-08-31 14:34:51:	-19.53	-19.91	-20.00	-28.15
2023-08-31 14:35:11:	-19.57	-19.86	-20.00	-27.94
2023-08-31 14:35:32:	-19.52	-19.86	-20.00	-26.85
2023-08-31 14:35:52:	-19.56	-19.79	-20.00	-26.99
2023-08-31 14:36:13:	-19.43	-19.69	-20.00	-28.86
2023-08-31 14:36:33:	-19.33	-19.60	-20.00	-29.29
2023-08-31 14:36:54:	-19.21	-19.44	-20.00	-28.89
2023-08-31 14:37:14:	-19.16	-19.34	-20.00	-28.01
2023-08-31 14:37:35:	-19.11	-19.30	-20.00	-27.52
2023-08-31 14:37:55:	-18.98	-19.23	-20.00	-27.44
2023-08-31 14:38:16:	-18.99	-19.16	-20.00	-30.26
2023-08-31 14:38:36:	-18.88	-19.08	-20.00	-29.63
2023-08-31 14:38:57:	-18.76	-19.03	-20.00	-27.97
2023-08-31 14:39:17:	-18.72	-19.04	-20.00	-27.97
2023-08-31 14:39:38:	-18.80	-19.05	-20.00	-28.70
2023-08-31 14:39:58:	-18.76	-19.12	-20.00	-29.04
2023-08-31 14:40:19:	-18.89	-19.19	-20.00	-28.88
2023-08-31 14:40:39:	-18.93	-19.26	-20.00	-28.39
2023-08-31 14:41:00:	-18.96	-19.34	-20.00	-28.30
2023-08-31 14:41:20:	-19.06	-19.43	-20.00	-28.51
2023-08-31 14:41:41:	-19.13	-19.54	-20.00	-28.60
2023-08-31 14:42:01:	-19.18	-19.58	-20.00	-28.36
2023-08-31 14:42:22:	-19.33	-19.64	-20.00	-28.02
2023-08-31 14:42:42:	-19.39	-19.79	-20.00	-28.33
2023-08-31 14:43:03:	-19.51	-19.89	-20.00	-28.63
2023-08-31 14:43:24:	-19.60	-20.00	-20.00	-28.82
2023-08-31 14:43:44:	-19.71	-20.09	-20.00	-28.40
2023-08-31 14:44:05:	-19.75	-20.17	-20.00	-27.73
2023-08-31 14:44:25:	-19.82	-20.27	-20.00	-27.80
2023-08-31 14:44:46:	-19.89	-20.30	-20.00	-27.69
2023-08-31 14:45:06:	-19.96	-20.32	-20.00	-28.74
2023-08-31 14:45:27:	-19.97	-20.30	-20.00	-27.79
2023-08-31 14:45:47:	-19.96	-20.28	-20.00	-28.31
2023-08-31 14:46:08:	-19.94	-20.25	-20.00	-27.30
2023-08-31 14:46:28:	-19.89	-20.18	-20.00	-26.25
2023-08-31 14:46:49:	-19.82	-20.07	-20.00	-27.58
2023-08-31 14:47:10:	-19.73	-19.97	-20.00	-26.51
2023-08-31 14:47:30:	-19.58	-19.80	-20.00	-28.00
2023-08-31 14:47:50:	-19.48	-19.66	-20.00	-29.79
2023-08-31 14:48:11:	-19.42	-19.56	-20.00	-29.50
2023-08-31 14:48:31:	-19.34	-19.52	-20.00	-27.19
2023-08-31 14:48:51:	-19.26	-19.51	-20.00	-27.43
2023-08-31 14:49:12:	-19.30	-19.53	-20.00	-27.93
2023-08-31 14:49:32:	-19.24	-19.54	-20.00	-28.19
2023-08-31 14:49:53:	-19.26	-19.55	-20.00	-29.42
2023-08-31 14:50:13:	-19.25	-19.56	-20.00	-28.98
2023-08-31 14:50:34:	-19.29	-19.59	-20.00	-27.93
2023-08-31 14:50:54:	-19.32	-19.63	-20.00	-27.12
2023-08-31 14:51:15:	-19.35	-19.70	-20.00	-27.45
2023-08-31 14:51:35:	-19.40	-19.73	-20.00	-29.02
2023-08-31 14:51:56:	-19.35	-19.75	-20.00	-28.99
2023-08-31 14:52:16:	-19.44	-19.78	-20.00	-28.09
2023-08-31 14:52:37:	-19.43	-19.84	-20.00	-27.98
2023-08-31 14:52:57:	-19.52	-19.92	-20.00	-27.79
2023-08-31 14:53:18:	-19.58	-19.96	-20.00	-28.06
2023-08-31 14:53:38:	-19.65	-19.99	-20.00	-28.30
2023-08-31 14:53:58:	-19.68	-20.04	-20.00	-28.49
2023-08-31 14:54:19:	-19.68	-20.12	-20.00	-28.42
2023-08-31 14:54:39:	-19.76	-20.16	-20.00	-28.46
2023-08-31 14:55:00:	-19.78	-20.19	-20.00	-28.46
2023-08-31 14:55:20:	-19.85	-20.22	-20.00	-28.02
2023-08-31 14:55:41:	-19.92	-20.23	-20.00	-29.76
2023-08-31 14:56:02:	-19.92	-20.24	-20.00	-29.20
2023-08-31 14:56:22:	-19.86	-20.23	-20.00	-27.51
2023-08-31 14:56:42:	-19.85	-20.23	-20.00	-28.42
2023-08-31 14:57:03:	-19.79	-20.16	-20.00	-27.19
2023-08-31 14:57:24:	-19.71	-20.04	-20.00	-26.98
2023-08-31 14:57:44:	-19.65	-19.90	-20.00	-27.41
2023-08-31 14:58:05:	-19.54	-19.75	-20.00	-27.19
2023-08-31 14:58:26:	-19.42	-19.61	-20.00	-26.97
2023-08-31 14:58:46:	-19.33	-19.52	-20.00	-30.81
2023-08-31 14:59:07:	-19.26	-19.43	-20.00	-29.16
2023-08-31 14:59:27:	-19.23	-19.41	-20.00	-28.35
2023-08-31 14:59:47:	-19.23	-19.43	-20.00	-27.51
2023-08-31 15:00:08:	-19.24	-19.51	-20.00	-28.29
2023-08-31 15:00:28:	-19.22	-19.58	-20.00	-29.15
2023-08-31 15:00:48:	-19.32	-19.65	-20.00	-29.11
2023-08-31 15:01:09:	-19.31	-19.67	-20.00	-28.20
2023-08-31 15:01:29:	-19.38	-19.71	-20.00	-27.99
2023-08-31 15:01:50:	-19.37	-19.78	-20.00	-27.96
2023-08-31 15:02:10:	-19.42	-19.83	-20.00	-28.37
2023-08-31 15:02:30:	-19.54	-19.88	-20.00	-28.73
2023-08-31 15:02:50:	-19.56	-19.94	-20.00	-28.85
2023-08-31 15:03:11:	-19.65	-20.01	-20.00	-28.51
2023-08-31 15:03:31:	-19.70	-20.08	-20.00	-28.30
2023-08-31 15:03:52:	-19.74	-20.15	-20.00	-28.51
2023-08-31 15:04:12:	-19.78	-20.20	-20.00	-28.75
2023-08-31 15:04:33:	-19.86	-20.26	-20.00	-28.03
2023-08-31 15:04:53:	-19.89	-20.29	-20.00	-29.46
2023-08-31 15:05:13:	-19.89	-20.29	-20.00	-29.55
2023-08-31 15:05:34:	-19.93	-20.25	-20.00	-27.53
2023-08-31 15:05:55:	-19.87	-20.24	-20.00	-27.67
2023-08-31 15:06:15:	-19.90	-20.19	-20.00	-26.91
2023-08-31 15:06:36:	-19.76	-20.08	-20.00	-28.72
2023-08-31 15:06:57:	-19.66	-19.96	-20.00	-29.29
2023-08-31 15:07:17:	-19.62	-19.82	-20.00	-29.35
2023-08-31 15:07:37:	-19.48	-19.70	-20.00	-28.19
2023-08-31 15:07:58:	-19.39	-19.59	-20.00	-27.67
2023-08-31 15:08:18:	-19.29	-19.52	-20.00	-27.07
2023-08-31 15:08:39:	-19.21	-19.43	-20.00	-31.28
2023-08-31 15:08:59:	-19.10	-19.31	-20.00	-29.77
2023-08-31 15:09:20:	-19.08	-19.25	-20.00	-27.75
2023-08-31 15:09:40:	-19.01	-19.25	-20.00	-28.19
2023-08-31 15:10:01:	-19.01	-19.30	-20.00	-28.80
2023-08-31 15:10:21:	-19.01	-19.34	-20.00	-29.17
2023-08-31 15:10:41:	-19.04	-19.36	-20.00	-28.89
2023-08-31 15:11:02:	-19.07	-19.41	-20.00	-28.09
2023-08-31 15:11:23:	-19.10	-19.49	-20.00	-27.96
2023-08-31 15:11:43:	-19.23	-19.55	-20.00	-28.44
2023-08-31 15:12:03:	-19.21	-19.62	-20.00	-28.91
2023-08-31 15:12:24:	-19.33	-19.70	-20.00	-28.37
2023-08-31 15:12:44:	-19.39	-19.76	-20.00	-27.80
2023-08-31 15:13:04:	-19.48	-19.87	-20.00	-27.80
2023-08-31 15:13:24:	-19.52	-19.93	-20.00	-28.10
2023-08-31 15:13:45:	-19.64	-20.05	-20.00	-28.26
2023-08-31 15:14:05:	-19.73	-20.13	-20.00	-27.97
2023-08-31 15:14:26:	-19.82	-20.23	-20.00	-28.12
2023-08-31 15:14:47:	-19.92	-20.32	-20.00	-28.87
2023-08-31 15:15:07:	-19.95	-20.41	-20.00	-28.47
2023-08-31 15:15:28:	-20.08	-20.49	-20.00	-27.48
2023-08-31 15:15:48:	-20.15	-20.53	-20.00	-27.06
2023-08-31 15:16:09:	-20.16	-20.56	-20.00	-27.65
2023-08-31 15:16:30:	-20.21	-20.55	-20.00	-28.32
2023-08-31 15:16:50:	-20.17	-20.52	-20.00	-28.52
2023-08-31 15:17:11:	-20.15	-20.47	-20.00	-27.11
2023-08-31 15:17:31:	-20.04	-20.39	-20.00	-24.98
2023-08-31 15:17:52:	-19.98	-20.23	-20.00	-27.90
2023-08-31 15:18:12:	-19.83	-20.08	-20.00	-26.33
2023-08-31 15:18:33:	-19.72	-19.91	-20.00	-27.00
2023-08-31 15:18:53:	-19.65	-19.77	-20.00	-27.15
2023-08-31 15:19:14:	-19.51	-19.66	-20.00	-27.32
2023-08-31 15:19:35:	-19.35	-19.56	-20.00	-27.18
2023-08-31 15:19:55:	-19.28	-19.51	-20.00	-29.26
2023-08-31 15:20:16:	-19.16	-19.49	-20.00	-30.65
2023-08-31 15:20:36:	-19.28	-19.47	-20.00	-28.12
2023-08-31 15:20:57:	-19.25	-19.48	-20.00	-27.21
2023-08-31 15:21:17:	-19.25	-19.53	-20.00	-28.10
2023-08-31 15:21:38:	-19.22	-19.55	-20.00	-28.05
2023-08-31 15:21:58:	-19.28	-19.57	-20.00	-28.20
2023-08-31 15:22:18:	-19.22	-19.60	-20.00	-28.49
2023-08-31 15:22:39:	-19.36	-19.64	-20.00	-28.15
2023-08-31 15:22:59:	-19.39	-19.72	-20.00	-27.96
2023-08-31 15:23:19:	-19.42	-19.76	-20.00	-28.06
2023-08-31 15:23:40:	-19.48	-19.81	-20.00	-28.10
2023-08-31 15:24:00:	-19.54	-19.85	-20.00	-28.12
2023-08-31 15:24:21:	-19.59	-19.94	-20.00	-28.02
2023-08-31 15:24:41:	-19.62	-19.96	-20.00	-27.90
2023-08-31 15:25:02:	-19.65	-19.99	-20.00	-28.03
2023-08-31 15:25:22:	-19.71	-20.06	-20.00	-28.47
2023-08-31 15:25:43:	-19.77	-20.14	-20.00	-28.39
2023-08-31 15:26:03:	-19.78	-20.19	-20.00	-27.91
2023-08-31 15:26:24:	-19.78	-20.22	-20.00	-27.93
2023-08-31 15:26:45:	-19.87	-20.23	-20.00	-29.55
2023-08-31 15:27:05:	-19.84	-20.21	-20.00	-28.20
2023-08-31 15:27:26:	-19.90	-20.21	-20.00	-27.89
2023-08-31 15:27:46:	-19.86	-20.20	-20.00	-28.15
2023-08-31 15:28:08:	-19.83	-20.14	-20.00	-27.04
2023-08-31 15:28:29:	-19.70	-20.05	-20.00	-26.86
2023-08-31 15:28:50:	-19.65	-19.93	-20.00	-28.73
2023-08-31 15:29:11:	-19.52	-19.77	-20.00	-29.02
2023-08-31 15:29:32:	-19.42	-19.64	-20.00	-29.03
2023-08-31 15:29:53:	-19.36	-19.51	-20.00	-28.12
2023-08-31 15:30:14:	-19.28	-19.44	-20.00	-28.51
2023-08-31 15:30:35:	-19.16	-19.38	-20.00	-28.21
2023-08-31 15:30:56:	-19.03	-19.31	-20.00	-29.24
2023-08-31 15:31:17:	-19.05	-19.27	-20.00	-29.96
2023-08-31 15:31:38:	-19.08	-19.26	-20.00	-27.56
2023-08-31 15:31:59:	-19.02	-19.32	-20.00	-27.03
2023-08-31 15:32:19:	-19.07	-19.40	-20.00	-27.94
2023-08-31 15:32:41:	-19.10	-19.42	-20.00	-28.65
2023-08-31 15:33:01:	-19.07	-19.45	-20.00	-28.22
2023-08-31 15:33:22:	-19.16	-19.50	-20.00	-27.80
2023-08-31 15:33:43:	-19.24	-19.57	-20.00	-27.55
2023-08-31 15:34:03:	-19.23	-19.64	-20.00	-27.80
2023-08-31 15:34:24:	-19.31	-19.69	-20.00	-28.21
2023-08-31 15:34:44:	-19.34	-19.74	-20.00	-28.35
2023-08-31 15:35:05:	-19.40	-19.80	-20.00	-28.29
2023-08-31 15:35:25:	-19.48	-19.88	-20.00	-28.17
2023-08-31 15:35:46:	-19.49	-19.95	-20.00	-28.39
2023-08-31 15:36:07:	-19.56	-20.01	-20.00	-28.23
2023-08-31 15:36:27:	-19.62	-20.05	-20.00	-28.32
2023-08-31 15:36:48:	-19.67	-20.08	-20.00	-29.43
2023-08-31 15:37:09:	-19.62	-20.07	-20.00	-28.17
2023-08-31 15:37:29:	-19.67	-20.04	-20.00	-28.10
2023-08-31 15:37:50:	-19.55	-20.02	-20.00	-26.88
2023-08-31 15:38:10:	-19.57	-19.94	-20.00	-27.99
2023-08-31 15:38:31:	-19.47	-19.83	-20.00	-28.79
2023-08-31 15:38:51:	-19.43	-19.71	-20.00	-29.21
2023-08-31 15:39:12:	-19.34	-19.60	-20.00	-28.29
2023-08-31 15:39:33:	-19.27	-19.47	-20.00	-27.61
2023-08-31 15:39:54:	-19.16	-19.40	-20.00	-28.24
2023-08-31 15:40:15:	-19.09	-19.31	-20.00	-30.50
2023-08-31 15:40:36:	-19.05	-19.24	-20.00	-29.80
2023-08-31 15:40:57:	-18.88	-19.16	-20.00	-28.85
2023-08-31 15:41:18:	-18.90	-19.16	-20.00	-27.11
2023-08-31 15:41:38:	-18.88	-19.18	-20.00	-27.52
2023-08-31 15:41:59:	-18.89	-19.21	-20.00	-28.54
2023-08-31 15:42:19:	-18.91	-19.24	-20.00	-28.38
2023-08-31 15:42:40:	-18.95	-19.30	-20.00	-27.98
2023-08-31 15:43:00:	-18.98	-19.36	-20.00	-27.88
2023-08-31 15:43:21:	-19.02	-19.42	-20.00	-28.02
2023-08-31 15:43:42:	-19.07	-19.51	-20.00	-28.31
2023-08-31 15:44:02:	-19.18	-19.59	-20.00	-28.49
2023-08-31 15:44:23:	-19.15	-19.65	-20.00	-28.41
2023-08-31 15:44:44:	-19.25	-19.70	-20.00	-27.96
