			pt1000 - external - setpoint - internal
2023-09-05 12:56:46:	-4.17	-5.30	-20.00	-18.29
2023-09-05 12:57:07:	-4.70	-5.75	-20.00	-19.09
2023-09-05 12:57:27:	-5.13	-6.18	-20.00	-20.02
2023-09-05 12:57:48:	-5.64	-6.61	-20.00	-20.15
2023-09-05 12:58:09:	-6.04	-7.04	-20.00	-19.51
2023-09-05 12:58:29:	-6.50	-7.45	-20.00	-19.40
2023-09-05 12:58:50:	-6.94	-7.88	-20.00	-21.47
2023-09-05 12:59:10:	-7.33	-8.27	-20.00	-22.88
2023-09-05 12:59:31:	-7.73	-8.66	-20.00	-22.62
2023-09-05 12:59:51:	-8.11	-9.08	-20.00	-22.12
2023-09-05 13:00:12:	-8.52	-9.47	-20.00	-20.83
2023-09-05 13:00:33:	-8.96	-9.85	-20.00	-20.90
2023-09-05 13:00:54:	-9.33	-10.15	-20.00	-23.43
2023-09-05 13:01:14:	-9.61	-10.45	-20.00	-23.60
2023-09-05 13:01:35:	-9.88	-10.71	-20.00	-24.28
2023-09-05 13:01:56:	-10.19	-11.01	-20.00	-23.10
2023-09-05 13:02:16:	-10.47	-11.29	-20.00	-22.69
2023-09-05 13:02:37:	-10.76	-11.55	-20.00	-22.56
2023-09-05 13:02:57:	-11.02	-11.76	-20.00	-23.24
2023-09-05 13:03:18:	-11.22	-11.94	-20.00	-24.77
2023-09-05 13:03:38:	-11.46	-12.14	-20.00	-25.38
2023-09-05 13:03:59:	-11.68	-12.32	-20.00	-25.29
2023-09-05 13:04:19:	-11.88	-12.53	-20.00	-25.31
2023-09-05 13:04:40:	-12.07	-12.75	-20.00	-25.14
2023-09-05 13:05:00:	-12.24	-12.96	-20.00	-25.61
2023-09-05 13:05:21:	-12.50	-13.19	-20.00	-26.23
2023-09-05 13:05:41:	-12.72	-13.39	-20.00	-26.22
2023-09-05 13:06:02:	-12.95	-13.57	-20.00	-26.46
2023-09-05 13:06:23:	-13.10	-13.77	-20.00	-26.91
2023-09-05 13:06:44:	-13.25	-13.97	-20.00	-27.09
2023-09-05 13:07:04:	-13.45	-14.15	-20.00	-26.96
2023-09-05 13:07:25:	-13.66	-14.35	-20.00	-27.02
2023-09-05 13:07:46:	-13.86	-14.54	-20.00	-26.74
2023-09-05 13:08:07:	-14.02	-14.70	-20.00	-26.79
2023-09-05 13:08:27:	-14.20	-14.86	-20.00	-26.78
2023-09-05 13:08:48:	-14.37	-15.02	-20.00	-27.27
2023-09-05 13:09:08:	-14.55	-15.18	-20.00	-28.17
2023-09-05 13:09:29:	-14.70	-15.35	-20.00	-25.74
2023-09-05 13:09:49:	-14.90	-15.53	-20.00	-26.56
2023-09-05 13:10:10:	-15.08	-15.72	-20.00	-27.68
2023-09-05 13:10:30:	-15.26	-15.93	-20.00	-27.05
2023-09-05 13:10:51:	-15.51	-16.17	-20.00	-26.46
2023-09-05 13:11:11:	-15.74	-16.40	-20.00	-26.10
2023-09-05 13:11:32:	-15.84	-16.59	-20.00	-25.77
2023-09-05 13:11:52:	-16.05	-16.75	-20.00	-26.26
2023-09-05 13:12:13:	-16.19	-16.87	-20.00	-27.06
2023-09-05 13:12:34:	-16.31	-16.99	-20.00	-26.46
2023-09-05 13:12:54:	-16.47	-17.06	-20.00	-26.46
2023-09-05 13:13:15:	-16.61	-17.17	-20.00	-27.56
2023-09-05 13:13:35:	-16.65	-17.25	-20.00	-27.12
2023-09-05 13:13:56:	-16.80	-17.33	-20.00	-27.15
2023-09-05 13:14:17:	-16.86	-17.37	-20.00	-27.77
2023-09-05 13:14:38:	-16.95	-17.42	-20.00	-26.21
2023-09-05 13:14:58:	-16.99	-17.45	-20.00	-26.53
2023-09-05 13:15:19:	-16.97	-17.45	-20.00	-26.18
2023-09-05 13:15:39:	-16.97	-17.42	-20.00	-28.19
2023-09-05 13:16:00:	-17.03	-17.42	-20.00	-28.39
2023-09-05 13:16:20:	-17.10	-17.45	-20.00	-28.26
2023-09-05 13:16:41:	-17.11	-17.52	-20.00	-27.25
2023-09-05 13:17:01:	-17.14	-17.61	-20.00	-27.70
2023-09-05 13:17:22:	-17.25	-17.70	-20.00	-28.33
2023-09-05 13:17:42:	-17.22	-17.76	-20.00	-28.16
2023-09-05 13:18:03:	-17.31	-17.84	-20.00	-27.68
2023-09-05 13:18:23:	-17.48	-17.92	-20.00	-27.96
2023-09-05 13:18:44:	-17.39	-18.00	-20.00	-28.51
2023-09-05 13:19:05:	-17.59	-18.13	-20.00	-28.05
2023-09-05 13:19:25:	-17.63	-18.21	-20.00	-27.78
2023-09-05 13:19:46:	-17.83	-18.30	-20.00	-27.86
2023-09-05 13:20:07:	-17.90	-18.42	-20.00	-28.20
2023-09-05 13:20:27:	-18.05	-18.55	-20.00	-28.39
2023-09-05 13:20:48:	-18.08	-18.67	-20.00	-28.39
2023-09-05 13:21:08:	-18.24	-18.80	-20.00	-28.26
2023-09-05 13:21:29:	-18.31	-18.92	-20.00	-28.33
2023-09-05 13:21:49:	-18.45	-19.05	-20.00	-29.24
2023-09-05 13:22:10:	-18.54	-19.15	-20.00	-29.22
2023-09-05 13:22:31:	-18.72	-19.24	-20.00	-28.70
2023-09-05 13:22:51:	-18.81	-19.30	-20.00	-28.96
2023-09-05 13:23:12:	-18.80	-19.30	-20.00	-27.52
2023-09-05 13:23:33:	-18.84	-19.30	-20.00	-26.60
2023-09-05 13:23:53:	-18.76	-19.27	-20.00	-27.86
2023-09-05 13:24:14:	-18.70	-19.20	-20.00	-28.06
2023-09-05 13:24:34:	-18.63	-19.07	-20.00	-26.01
2023-09-05 13:24:55:	-18.58	-18.95	-20.00	-29.58
2023-09-05 13:25:15:	-18.58	-18.89	-20.00	-29.87
2023-09-05 13:25:36:	-18.48	-18.85	-20.00	-28.26
2023-09-05 13:25:56:	-18.44	-18.84	-20.00	-26.90
2023-09-05 13:26:17:	-18.51	-18.88	-20.00	-26.83
2023-09-05 13:26:37:	-18.40	-18.91	-20.00	-27.38
2023-09-05 13:26:58:	-18.36	-18.93	-20.00	-28.80
2023-09-05 13:27:19:	-18.51	-18.96	-20.00	-29.19
2023-09-05 13:27:39:	-18.54	-19.00	-20.00	-28.47
2023-09-05 13:28:00:	-18.57	-19.07	-20.00	-27.50
2023-09-05 13:28:21:	-18.65	-19.15	-20.00	-27.38
2023-09-05 13:28:42:	-18.76	-19.21	-20.00	-27.93
2023-09-05 13:29:02:	-18.88	-19.27	-20.00	-29.16
2023-09-05 13:29:23:	-18.91	-19.34	-20.00	-28.10
2023-09-05 13:29:44:	-18.92	-19.42	-20.00	-27.63
2023-09-05 13:30:04:	-19.08	-19.52	-20.00	-27.63
2023-09-05 13:30:25:	-19.09	-19.62	-20.00	-27.91
2023-09-05 13:30:45:	-19.22	-19.73	-20.00	-28.15
2023-09-05 13:31:06:	-19.29	-19.77	-20.00	-28.17
2023-09-05 13:31:26:	-19.25	-19.87	-20.00	-27.80
2023-09-05 13:31:47:	-19.44	-19.93	-20.00	-27.58
2023-09-05 13:32:08:	-19.39	-19.98	-20.00	-27.67
2023-09-05 13:32:28:	-19.59	-20.03	-20.00	-27.49
2023-09-05 13:32:49:	-19.43	-20.08	-20.00	-27.90
2023-09-05 13:33:09:	-19.54	-20.08	-20.00	-28.59
2023-09-05 13:33:30:	-19.64	-20.07	-20.00	-27.80
2023-09-05 13:33:50:	-19.61	-20.02	-20.00	-28.27
2023-09-05 13:34:11:	-19.47	-19.97	-20.00	-26.99
2023-09-05 13:34:31:	-19.58	-19.93	-20.00	-26.99
2023-09-05 13:34:52:	-19.36	-19.83	-20.00	-27.17
2023-09-05 13:35:12:	-19.34	-19.72	-20.00	-27.82
2023-09-05 13:35:33:	-19.21	-19.57	-20.00	-28.65
2023-09-05 13:35:53:	-19.13	-19.45	-20.00	-29.14
2023-09-05 13:36:14:	-19.03	-19.30	-20.00	-28.96
2023-09-05 13:36:34:	-18.98	-19.23	-20.00	-28.63
2023-09-05 13:36:55:	-18.78	-19.20	-20.00	-28.44
2023-09-05 13:37:16:	-18.77	-19.16	-20.00	-26.84
2023-09-05 13:37:36:	-18.70	-19.10	-20.00	-31.92
2023-09-05 13:37:57:	-18.81	-19.08	-20.00	-30.73
2023-09-05 13:38:18:	-18.73	-19.07	-20.00	-28.12
2023-09-05 13:38:38:	-18.72	-19.12	-20.00	-27.07
2023-09-05 13:38:59:	-18.81	-19.20	-20.00	-27.22
2023-09-05 13:39:20:	-18.82	-19.27	-20.00	-28.74
2023-09-05 13:39:41:	-18.93	-19.32	-20.00	-29.13
2023-09-05 13:40:01:	-18.79	-19.37	-20.00	-28.02
2023-09-05 13:40:22:	-18.87	-19.42	-20.00	-27.56
2023-09-05 13:40:42:	-19.01	-19.48	-20.00	-27.17
2023-09-05 13:41:03:	-19.02	-19.53	-20.00	-27.68
2023-09-05 13:41:24:	-18.96	-19.58	-20.00	-28.14
2023-09-05 13:41:44:	-19.05	-19.60	-20.00	-28.42
2023-09-05 13:42:05:	-19.20	-19.63	-20.00	-28.31
2023-09-05 13:42:25:	-19.26	-19.67	-20.00	-27.77
2023-09-05 13:42:46:	-19.25	-19.74	-20.00	-27.70
2023-09-05 13:43:07:	-19.40	-19.81	-20.00	-28.31
2023-09-05 13:43:28:	-19.28	-19.88	-20.00	-28.62
2023-09-05 13:43:48:	-19.49	-19.92	-20.00	-28.12
2023-09-05 13:44:09:	-19.43	-19.96	-20.00	-27.69
2023-09-05 13:44:30:	-19.55	-19.97	-20.00	-30.31
2023-09-05 13:44:50:	-19.57	-19.96	-20.00	-29.32
2023-09-05 13:45:11:	-19.52	-19.96	-20.00	-27.08
2023-09-05 13:45:32:	-19.49	-19.94	-20.00	-27.66
2023-09-05 13:45:52:	-19.46	-19.88	-20.00	-28.09
2023-09-05 13:46:13:	-19.41	-19.80	-20.00	-28.93
2023-09-05 13:46:34:	-19.21	-19.66	-20.00	-28.58
2023-09-05 13:46:55:	-19.20	-19.53	-20.00	-26.81
2023-09-05 13:47:15:	-19.13	-19.42	-20.00	-27.30
2023-09-05 13:47:36:	-19.00	-19.29	-20.00	-29.23
2023-09-05 13:47:57:	-18.84	-19.17	-20.00	-28.70
2023-09-05 13:48:17:	-18.79	-19.07	-20.00	-29.44
2023-09-05 13:48:38:	-18.70	-19.04	-20.00	-27.47
2023-09-05 13:48:58:	-18.69	-19.06	-20.00	-27.27
2023-09-05 13:49:19:	-18.65	-19.08	-20.00	-28.35
2023-09-05 13:49:39:	-18.69	-19.11	-20.00	-29.20
2023-09-05 13:50:00:	-18.77	-19.17	-20.00	-28.77
2023-09-05 13:50:20:	-18.76	-19.23	-20.00	-28.00
2023-09-05 13:50:41:	-18.76	-19.31	-20.00	-27.45
2023-09-05 13:51:02:	-18.83	-19.41	-20.00	-27.89
2023-09-05 13:51:22:	-18.93	-19.46	-20.00	-28.37
2023-09-05 13:51:43:	-19.04	-19.51	-20.00	-28.69
2023-09-05 13:52:04:	-19.12	-19.57	-20.00	-28.65
2023-09-05 13:52:24:	-19.10	-19.67	-20.00	-28.26
2023-09-05 13:52:45:	-19.25	-19.77	-20.00	-27.82
2023-09-05 13:53:05:	-19.37	-19.86	-20.00	-28.16
2023-09-05 13:53:26:	-19.32	-19.92	-20.00	-28.54
2023-09-05 13:53:46:	-19.43	-19.98	-20.00	-27.98
2023-09-05 13:54:07:	-19.55	-20.00	-20.00	-28.02
2023-09-05 13:54:28:	-19.58	-20.02	-20.00	-29.92
2023-09-05 13:54:48:	-19.45	-20.02	-20.00	-28.20
2023-09-05 13:55:09:	-19.46	-19.99	-20.00	-27.74
2023-09-05 13:55:29:	-19.52	-19.95	-20.00	-26.65
2023-09-05 13:55:50:	-19.41	-19.86	-20.00	-27.82
2023-09-05 13:56:11:	-19.39	-19.75	-20.00	-28.25
2023-09-05 13:56:31:	-19.33	-19.61	-20.00	-28.58
2023-09-05 13:56:51:	-19.23	-19.51	-20.00	-27.85
2023-09-05 13:57:12:	-19.17	-19.44	-20.00	-27.57
2023-09-05 13:57:33:	-19.09	-19.37	-20.00	-28.56
2023-09-05 13:57:53:	-18.96	-19.31	-20.00	-28.77
2023-09-05 13:58:14:	-18.98	-19.27	-20.00	-29.99
2023-09-05 13:58:34:	-18.91	-19.26	-20.00	-27.54
2023-09-05 13:58:55:	-18.83	-19.29	-20.00	-26.88
2023-09-05 13:59:15:	-18.91	-19.34	-20.00	-27.41
2023-09-05 13:59:36:	-18.93	-19.36	-20.00	-28.80
2023-09-05 13:59:57:	-18.90	-19.38	-20.00	-28.48
2023-09-05 14:00:17:	-18.94	-19.42	-20.00	-28.08
2023-09-05 14:00:38:	-19.06	-19.48	-20.00	-27.66
2023-09-05 14:00:59:	-19.09	-19.53	-20.00	-27.46
2023-09-05 14:01:19:	-18.99	-19.60	-20.00	-28.03
2023-09-05 14:01:40:	-19.13	-19.66	-20.00	-28.41
2023-09-05 14:02:01:	-19.16	-19.73	-20.00	-28.56
2023-09-05 14:02:22:	-19.31	-19.78	-20.00	-28.42
2023-09-05 14:02:42:	-19.22	-19.83	-20.00	-28.38
2023-09-05 14:03:02:	-19.42	-19.89	-20.00	-28.51
2023-09-05 14:03:23:	-19.40	-19.94	-20.00	-28.48
2023-09-05 14:03:44:	-19.49	-19.99	-20.00	-29.40
2023-09-05 14:04:04:	-19.57	-20.00	-20.00	-28.88
2023-09-05 14:04:25:	-19.46	-19.98	-20.00	-28.04
2023-09-05 14:04:45:	-19.51	-19.98	-20.00	-27.93
2023-09-05 14:05:06:	-19.51	-19.91	-20.00	-27.03
2023-09-05 14:05:26:	-19.46	-19.84	-20.00	-28.22
2023-09-05 14:05:47:	-19.16	-19.72	-20.00	-28.47
2023-09-05 14:06:07:	-19.22	-19.60	-20.00	-28.10
2023-09-05 14:06:28:	-19.18	-19.49	-20.00	-27.21
2023-09-05 14:06:49:	-19.12	-19.41	-20.00	-29.03
2023-09-05 14:07:09:	-19.07	-19.35	-20.00	-29.18
2023-09-05 14:07:30:	-18.97	-19.30	-20.00	-29.88
2023-09-05 14:07:51:	-18.96	-19.30	-20.00	-27.50
2023-09-05 14:08:11:	-18.85	-19.33	-20.00	-26.82
2023-09-05 14:08:32:	-18.90	-19.36	-20.00	-27.36
2023-09-05 14:08:53:	-18.97	-19.37	-20.00	-28.57
2023-09-05 14:09:13:	-18.92	-19.41	-20.00	-28.63
2023-09-05 14:09:34:	-19.02	-19.44	-20.00	-28.07
2023-09-05 14:09:54:	-19.04	-19.51	-20.00	-27.74
2023-09-05 14:10:15:	-19.02	-19.57	-20.00	-27.52
2023-09-05 14:10:35:	-19.16	-19.63	-20.00	-28.00
2023-09-05 14:10:56:	-19.13	-19.70	-20.00	-28.42
2023-09-05 14:11:17:	-19.18	-19.74	-20.00	-28.51
2023-09-05 14:11:37:	-19.34	-19.80	-20.00	-28.36
2023-09-05 14:11:58:	-19.38	-19.86	-20.00	-28.28
2023-09-05 14:12:19:	-19.43	-19.91	-20.00	-28.22
2023-09-05 14:12:39:	-19.50	-19.96	-20.00	-28.56
2023-09-05 14:13:00:	-19.48	-20.00	-20.00	-29.41
2023-09-05 14:13:20:	-19.55	-20.03	-20.00	-28.29
2023-09-05 14:13:41:	-19.56	-20.03	-20.00	-28.60
2023-09-05 14:14:01:	-19.55	-19.97	-20.00	-26.97
2023-09-05 14:14:22:	-19.56	-19.91	-20.00	-27.02
2023-09-05 14:14:42:	-19.48	-19.82	-20.00	-28.48
2023-09-05 14:15:03:	-19.42	-19.70	-20.00	-28.57
2023-09-05 14:15:23:	-19.25	-19.54	-20.00	-28.37
2023-09-05 14:15:44:	-19.19	-19.45	-20.00	-27.95
2023-09-05 14:16:05:	-19.13	-19.39	-20.00	-26.83
2023-09-05 14:16:25:	-18.94	-19.34	-20.00	-30.97
2023-09-05 14:16:46:	-18.91	-19.30	-20.00	-30.11
2023-09-05 14:17:06:	-18.84	-19.30	-20.00	-27.86
2023-09-05 14:17:27:	-18.90	-19.31	-20.00	-27.02
2023-09-05 14:17:47:	-18.95	-19.34	-20.00	-27.15
2023-09-05 14:18:08:	-18.94	-19.37	-20.00	-28.51
2023-09-05 14:18:28:	-18.97	-19.41	-20.00	-28.98
2023-09-05 14:18:49:	-19.05	-19.45	-20.00	-28.29
2023-09-05 14:19:10:	-19.05	-19.50	-20.00	-27.90
2023-09-05 14:19:31:	-19.11	-19.54	-20.00	-27.39
2023-09-05 14:19:51:	-19.07	-19.62	-20.00	-27.80
2023-09-05 14:20:12:	-19.06	-19.69	-20.00	-28.35
2023-09-05 14:20:33:	-19.26	-19.73	-20.00	-28.53
2023-09-05 14:20:54:	-19.24	-19.78	-20.00	-28.32
2023-09-05 14:21:15:	-19.37	-19.85	-20.00	-27.98
2023-09-05 14:21:36:	-19.33	-19.92	-20.00	-28.30
2023-09-05 14:21:56:	-19.40	-19.97	-20.00	-28.49
2023-09-05 14:22:17:	-19.56	-20.02	-20.00	-28.18
2023-09-05 14:22:37:	-19.43	-20.06	-20.00	-28.53
2023-09-05 14:22:58:	-19.59	-20.06	-20.00	-29.47
2023-09-05 14:23:18:	-19.65	-20.06	-20.00	-28.21
2023-09-05 14:23:39:	-19.53	-20.02	-20.00	-26.97
2023-09-05 14:24:00:	-19.57	-19.98	-20.00	-26.87
2023-09-05 14:24:21:	-19.55	-19.89	-20.00	-28.46
2023-09-05 14:24:42:	-19.35	-19.76	-20.00	-28.53
2023-09-05 14:25:04:	-19.28	-19.63	-20.00	-28.62
2023-09-05 14:25:25:	-19.17	-19.51	-20.00	-28.15
2023-09-05 14:25:46:	-19.11	-19.41	-20.00	-28.53
2023-09-05 14:26:07:	-18.91	-19.35	-20.00	-27.08
2023-09-05 14:26:28:	-18.93	-19.28	-20.00	-30.92
2023-09-05 14:26:49:	-18.88	-19.24	-20.00	-30.32
2023-09-05 14:27:10:	-18.89	-19.22	-20.00	-28.43
2023-09-05 14:27:31:	-18.97	-19.23	-20.00	-27.05
2023-09-05 14:27:53:	-18.89	-19.30	-20.00	-26.95
2023-09-05 14:28:14:	-18.80	-19.34	-20.00	-27.85
2023-09-05 14:28:34:	-18.97	-19.37	-20.00	-28.91
2023-09-05 14:28:56:	-18.93	-19.39	-20.00	-28.36
2023-09-05 14:29:17:	-19.03	-19.45	-20.00	-27.99
2023-09-05 14:29:38:	-19.02	-19.53	-20.00	-27.22
2023-09-05 14:30:00:	-19.12	-19.57	-20.00	-27.54
2023-09-05 14:30:21:	-19.24	-19.61	-20.00	-28.15
2023-09-05 14:30:42:	-19.30	-19.67	-20.00	-28.44
2023-09-05 14:31:03:	-19.27	-19.72	-20.00	-28.38
2023-09-05 14:31:25:	-19.33	-19.77	-20.00	-28.04
2023-09-05 14:31:46:	-19.41	-19.85	-20.00	-28.31
2023-09-05 14:32:07:	-19.37	-19.90	-20.00	-28.58
2023-09-05 14:32:28:	-19.54	-19.95	-20.00	-28.25
2023-09-05 14:32:49:	-19.46	-20.00	-20.00	-29.04
2023-09-05 14:33:10:	-19.54	-20.03	-20.00	-29.75
2023-09-05 14:33:30:	-19.52	-20.03	-20.00	-27.84
2023-09-05 14:33:51:	-19.43	-19.98	-20.00	-26.62
2023-09-05 14:34:12:	-19.44	-19.93	-20.00	-27.06
2023-09-05 14:34:33:	-19.42	-19.82	-20.00	-27.80
2023-09-05 14:34:53:	-19.28	-19.66	-20.00	-28.53
2023-09-05 14:35:14:	-19.10	-19.53	-20.00	-28.02
2023-09-05 14:35:34:	-19.17	-19.44	-20.00	-27.91
2023-09-05 14:35:55:	-18.92	-19.38	-20.00	-27.29
2023-09-05 14:36:15:	-18.95	-19.32	-20.00	-30.17
2023-09-05 14:36:36:	-18.95	-19.26	-20.00	-30.22
2023-09-05 14:36:56:	-18.86	-19.24	-20.00	-27.66
2023-09-05 14:37:17:	-18.85	-19.25	-20.00	-26.99
2023-09-05 14:37:37:	-18.83	-19.32	-20.00	-27.40
2023-09-05 14:37:58:	-18.92	-19.36	-20.00	-28.80
2023-09-05 14:38:19:	-18.97	-19.37	-20.00	-28.72
2023-09-05 14:38:40:	-19.01	-19.44	-20.00	-28.07
2023-09-05 14:39:02:	-19.08	-19.48	-20.00	-27.57
2023-09-05 14:39:23:	-19.01	-19.56	-20.00	-27.55
2023-09-05 14:39:44:	-19.11	-19.62	-20.00	-28.04
2023-09-05 14:40:05:	-19.25	-19.66	-20.00	-28.46
2023-09-05 14:40:26:	-19.19	-19.73	-20.00	-28.56
2023-09-05 14:40:47:	-19.30	-19.77	-20.00	-28.27
2023-09-05 14:41:09:	-19.32	-19.84	-20.00	-28.24
2023-09-05 14:41:29:	-19.44	-19.89	-20.00	-28.67
2023-09-05 14:41:51:	-19.48	-19.95	-20.00	-28.65
2023-09-05 14:42:12:	-19.49	-20.01	-20.00	-29.21
2023-09-05 14:42:33:	-19.52	-20.01	-20.00	-28.37
2023-09-05 14:42:54:	-19.52	-20.00	-20.00	-29.05
2023-09-05 14:43:15:	-19.50	-19.97	-20.00	-26.93
2023-09-05 14:43:36:	-19.45	-19.90	-20.00	-26.95
2023-09-05 14:43:58:	-19.43	-19.80	-20.00	-28.54
2023-09-05 14:44:19:	-19.24	-19.65	-20.00	-28.26
2023-09-05 14:44:40:	-19.07	-19.54	-20.00	-27.40
2023-09-05 14:45:01:	-19.10	-19.45	-20.00	-27.84
2023-09-05 14:45:22:	-19.04	-19.37	-20.00	-29.31
2023-09-05 14:45:44:	-19.07	-19.32	-20.00	-29.66
2023-09-05 14:46:06:	-18.99	-19.34	-20.00	-27.48
2023-09-05 14:46:27:	-18.92	-19.35	-20.00	-26.99
2023-09-05 14:46:48:	-19.03	-19.38	-20.00	-27.46
2023-09-05 14:47:10:	-19.00	-19.40	-20.00	-28.38
2023-09-05 14:47:31:	-19.09	-19.44	-20.00	-28.40
2023-09-05 14:47:52:	-19.02	-19.50	-20.00	-28.04
2023-09-05 14:48:13:	-19.10	-19.56	-20.00	-28.06
2023-09-05 14:48:35:	-19.22	-19.61	-20.00	-28.09
2023-09-05 14:48:56:	-19.24	-19.66	-20.00	-28.14
2023-09-05 14:49:16:	-19.30	-19.76	-20.00	-28.22
2023-09-05 14:49:37:	-19.29	-19.85	-20.00	-28.40
2023-09-05 14:49:58:	-19.33	-19.90	-20.00	-28.43
2023-09-05 14:50:18:	-19.34	-19.96	-20.00	-28.38
2023-09-05 14:50:39:	-19.51	-20.00	-20.00	-27.93
2023-09-05 14:51:00:	-19.58	-20.06	-20.00	-28.55
2023-09-05 14:51:20:	-19.64	-20.09	-20.00	-29.76
2023-09-05 14:51:41:	-19.55	-20.10	-20.00	-27.09
2023-09-05 14:52:01:	-19.61	-20.07	-20.00	-28.61
2023-09-05 14:52:22:	-19.56	-20.02	-20.00	-28.83
2023-09-05 14:52:43:	-19.52	-19.93	-20.00	-27.66
2023-09-05 14:53:03:	-19.44	-19.84	-20.00	-26.86
2023-09-05 14:53:24:	-19.25	-19.71	-20.00	-27.65
2023-09-05 14:53:44:	-19.26	-19.58	-20.00	-26.79
2023-09-05 14:54:05:	-19.13	-19.44	-20.00	-28.26
2023-09-05 14:54:26:	-19.03	-19.32	-20.00	-29.69
2023-09-05 14:54:47:	-18.87	-19.24	-20.00	-28.12
2023-09-05 14:55:08:	-18.94	-19.23	-20.00	-27.34
2023-09-05 14:55:30:	-18.92	-19.26	-20.00	-27.48
2023-09-05 14:55:51:	-18.94	-19.30	-20.00	-28.33
2023-09-05 14:56:13:	-18.91	-19.35	-20.00	-28.60
2023-09-05 14:56:34:	-18.95	-19.37	-20.00	-28.15
2023-09-05 14:56:55:	-19.04	-19.44	-20.00	-27.98
2023-09-05 14:57:16:	-19.01	-19.50	-20.00	-27.93
2023-09-05 14:57:37:	-19.10	-19.55	-20.00	-28.22
2023-09-05 14:57:58:	-19.16	-19.61	-20.00	-28.47
2023-09-05 14:58:19:	-19.23	-19.69	-20.00	-28.49
2023-09-05 14:58:41:	-19.32	-19.77	-20.00	-28.24
2023-09-05 14:59:02:	-19.28	-19.85	-20.00	-28.24
2023-09-05 14:59:23:	-19.42	-19.92	-20.00	-28.53
2023-09-05 14:59:44:	-19.45	-19.96	-20.00	-28.41
2023-09-05 15:00:05:	-19.57	-20.01	-20.00	-27.97
2023-09-05 15:00:26:	-19.53	-20.04	-20.00	-28.89
2023-09-05 15:00:48:	-19.50	-20.07	-20.00	-29.95
2023-09-05 15:01:09:	-19.58	-20.08	-20.00	-27.29
2023-09-05 15:01:30:	-19.50	-20.06	-20.00	-28.07
2023-09-05 15:01:51:	-19.62	-20.01	-20.00	-26.75
2023-09-05 15:02:12:	-19.45	-19.91	-20.00	-28.33
2023-09-05 15:02:33:	-19.32	-19.77	-20.00	-28.66
2023-09-05 15:02:54:	-19.27	-19.64	-20.00	-28.85
