#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               22.7 C
#  Switchcard temperature:              23.6 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
0.00000E+00	1.48533E-05	2.50000E+01	1.11193E+04	4.08558E+00	-6.84796E+03	1.85935E+00	4.64825E+02	2.20774E-09
0.00000E+00	1.48533E-05	2.60000E+01	8.58391E+03	1.94151E+01	-9.95675E+03	1.81557E+01	3.19693E+02	1.03067E-07
0.00000E+00	1.45878E-05	2.70000E+01	8.60767E+03	1.15637E+01	-9.87440E+03	9.59086E+00	3.22359E+02	2.84858E-08
0.00000E+00	1.47288E-05	2.80000E+01	1.10574E+04	6.07717E+00	-6.95003E+03	6.32107E+00	4.57998E+02	-1.19987E-08
0.00000E+00	1.54588E-05	2.90000E+01	1.11580E+04	6.54217E-01	-6.87911E+03	1.76496E+00	4.62719E+02	-4.22267E-09
0.00000E+00	1.59732E-05	3.00000E+01	1.12017E+04	2.34145E+00	-6.81059E+03	2.85986E+00	4.67375E+02	1.09186E-09
0.00000E+00	1.60312E-05	3.10000E+01	1.13417E+04	4.33341E+00	-6.78304E+03	3.92035E+00	4.69273E+02	1.87065E-09
0.00000E+00	1.50441E-05	3.20000E+01	1.12941E+04	3.56112E+00	-6.76864E+03	1.77531E+00	4.70271E+02	1.92285E-09
0.00000E+00	1.53012E-05	3.30000E+01	1.13190E+04	2.01851E+00	-6.75435E+03	1.76551E+00	4.71266E+02	2.03101E-09
0.00000E+00	1.47703E-05	3.40000E+01	1.12736E+04	3.57603E+00	-6.77572E+03	2.30264E+00	4.69780E+02	2.14282E-09
0.00000E+00	1.51519E-05	3.50000E+01	1.12298E+04	3.19837E+00	-6.81154E+03	2.40467E+00	4.67310E+02	1.08492E-09
0.00000E+00	1.50938E-05	3.60000E+01	1.11804E+04	4.38288E+00	-6.82014E+03	2.68646E+00	4.66721E+02	1.88918E-09
0.00000E+00	1.47371E-05	3.70000E+01	1.11061E+04	3.42555E+00	-6.85167E+03	1.89251E+00	4.64572E+02	2.50691E-09
0.00000E+00	1.57326E-05	3.80000E+01	8.67786E+03	2.24822E+01	-9.93383E+03	1.80266E+01	3.20430E+02	1.01774E-07
0.00000E+00	1.52349E-05	3.90000E+01	1.09641E+04	7.12837E+00	-6.95947E+03	4.96252E+00	4.57377E+02	-2.02604E-08
0.00000E+00	1.47869E-05	4.00000E+01	1.11313E+04	2.30963E+00	-6.84642E+03	2.66228E+00	4.64929E+02	-2.50274E-09
0.00000E+00	1.55833E-05	4.10000E+01	1.12840E+04	2.05777E+00	-6.83124E+03	3.57748E+00	4.65962E+02	1.79727E-09
0.00000E+00	1.48284E-05	4.20000E+01	1.12528E+04	1.78258E+00	-6.80029E+03	2.75514E+00	4.68083E+02	2.08725E-09
0.00000E+00	1.56247E-05	4.30000E+01	1.12759E+04	1.66301E+00	-6.75435E+03	2.39013E+00	4.71266E+02	1.98161E-09
0.00000E+00	1.51270E-05	4.40000E+01	1.11625E+04	6.18805E+00	-6.98002E+03	4.59626E+00	4.56030E+02	6.41010E-09
0.00000E+00	1.47952E-05	4.50000E+01	1.13708E+04	1.47567E+00	-6.73599E+03	2.72339E+00	4.72551E+02	8.60781E-10
0.00000E+00	1.53842E-05	4.60000E+01	1.12766E+04	1.96774E+00	-6.75957E+03	1.13725E+00	4.70902E+02	1.50290E-09
0.00000E+00	1.44550E-05	4.70000E+01	1.11855E+04	2.21414E+00	-6.80619E+03	2.25479E+00	4.67677E+02	1.73702E-09
0.00000E+00	1.45712E-05	4.80000E+01	1.11470E+04	2.00938E+00	-6.82279E+03	2.82406E+00	4.66539E+02	1.85886E-09
0.00000E+00	1.55667E-05	4.90000E+01	1.10970E+04	3.87887E+00	-6.86047E+03	3.07824E+00	4.63977E+02	2.62003E-09
0.00000E+00	1.46458E-05	5.00000E+01	1.09181E+04	1.43755E+01	-9.60889E+03	6.27927E+00	3.31266E+02	2.31330E-08
0.00000E+00	1.47703E-05	5.10000E+01	1.20338E+04	2.90613E+00	-7.80273E+03	3.45965E+00	4.07947E+02	-2.26697E-09
0.00000E+00	1.48532E-05	5.20000E+01	1.11399E+04	2.64379E+00	-6.83156E+03	2.32010E+00	4.65940E+02	1.50679E-09
0.00000E+00	1.45463E-05	5.30000E+01	1.13992E+04	4.88385E+00	-6.94759E+03	1.25605E+00	4.58158E+02	1.28717E-09
0.00000E+00	1.41398E-05	5.40000E+01	1.13772E+04	3.51021E+00	-6.78258E+03	2.24495E+00	4.69305E+02	2.02259E-09
0.00000E+00	1.41896E-05	5.50000E+01	1.13327E+04	3.11897E+00	-6.74034E+03	3.09117E+00	4.72246E+02	1.63441E-09
0.00000E+00	1.46292E-05	5.60000E+01	1.13726E+04	2.07403E+00	-6.77133E+03	1.62875E+00	4.70085E+02	1.41183E-09
0.00000E+00	1.45961E-05	5.70000E+01	1.12911E+04	2.28683E+00	-6.75970E+03	1.17578E+00	4.70893E+02	1.99057E-09
0.00000E+00	1.44468E-05	5.80000E+01	1.12286E+04	3.22528E+00	-6.78284E+03	2.53040E+00	4.69287E+02	1.98568E-09
0.00000E+00	1.47786E-05	5.90000E+01	1.11803E+04	3.77412E+00	-6.82107E+03	2.19415E+00	4.66657E+02	1.73251E-09
0.00000E+00	1.49694E-05	6.00000E+01	1.11027E+04	3.12372E+00	-6.83223E+03	1.51094E+00	4.65894E+02	2.14560E-09
0.00000E+00	1.50274E-05	6.10000E+01	9.75234E+03	1.45006E+01	-8.45600E+03	1.27424E+01	3.76431E+02	4.25319E-08
0.00000E+00	1.46956E-05	6.20000E+01	1.10288E+04	1.58442E+00	-6.87796E+03	9.81114E-01	4.62797E+02	-3.91937E-09
0.00000E+00	1.38163E-05	6.30000E+01	1.11555E+04	1.14996E+00	-6.83117E+03	3.06438E+00	4.65967E+02	1.53848E-09
0.00000E+00	1.43638E-05	6.40000E+01	1.12730E+04	1.77921E+00	-6.78521E+03	2.67974E+00	4.69123E+02	2.06416E-09
0.00000E+00	1.51104E-05	6.50000E+01	1.12721E+04	4.30423E+00	-6.76578E+03	2.91778E+00	4.70470E+02	2.25225E-09
0.00000E+00	1.45629E-05	6.60000E+01	1.13205E+04	3.50508E+00	-6.73435E+03	2.45297E+00	4.72666E+02	2.52552E-09
0.00000E+00	1.50523E-05	6.70000E+01	1.15947E+04	1.59198E+00	-6.94939E+03	3.45272E+00	4.58040E+02	1.86348E-09
0.00000E+00	1.55501E-05	6.80000E+01	1.13892E+04	3.88721E+00	-6.73940E+03	3.12476E+00	4.72312E+02	1.49213E-09
0.00000E+00	1.50606E-05	6.90000E+01	1.12750E+04	2.32499E+00	-6.74103E+03	2.09015E+00	4.72198E+02	1.85260E-09
0.00000E+00	1.49777E-05	7.00000E+01	1.12104E+04	2.34487E+00	-6.80725E+03	1.74440E+00	4.67604E+02	1.61404E-09
0.00000E+00	1.42892E-05	7.10000E+01	1.11525E+04	2.00360E+00	-6.83144E+03	2.76453E+00	4.65949E+02	1.98157E-09
0.00000E+00	1.40486E-05	7.20000E+01	1.11583E+04	1.63756E+00	-6.83416E+03	4.23457E+00	4.65763E+02	2.67658E-09
0.00000E+00	1.46127E-05	7.30000E+01	9.67848E+03	1.30703E+01	-8.43805E+03	1.21376E+01	3.77232E+02	4.57191E-08
0.00000E+00	1.39241E-05	7.40000E+01	1.11210E+04	1.75089E+00	-6.89985E+03	1.25829E+00	4.61329E+02	-7.30956E-09
0.00000E+00	1.33185E-05	7.50000E+01	1.11675E+04	2.46447E+00	-6.82007E+03	3.62329E+00	4.66725E+02	1.14592E-10
0.00000E+00	1.35757E-05	7.60000E+01	1.14444E+04	3.58184E+00	-7.02393E+03	2.42200E+00	4.53179E+02	3.18983E-09
0.00000E+00	1.43389E-05	7.70000E+01	1.13750E+04	3.74988E+00	-6.77893E+03	3.98463E+00	4.69557E+02	3.00500E-09
0.00000E+00	1.41730E-05	7.80000E+01	1.13565E+04	2.45552E+00	-6.74954E+03	3.92580E+00	4.71602E+02	2.77744E-09
0.00000E+00	1.40901E-05	7.90000E+01	1.15371E+04	3.16417E+00	-6.86350E+03	3.18860E+00	4.63772E+02	1.49694E-09
0.00000E+00	1.38744E-05	8.00000E+01	1.13322E+04	2.73174E+00	-6.72818E+03	2.29891E+00	4.73100E+02	2.43148E-09
0.00000E+00	1.33683E-05	8.10000E+01	1.13410E+04	3.07935E+00	-6.73533E+03	2.61620E+00	4.72597E+02	1.19047E-09
0.00000E+00	1.36836E-05	8.20000E+01	1.11979E+04	2.86259E+00	-6.78575E+03	7.34477E-01	4.69086E+02	2.55093E-09
0.00000E+00	1.38329E-05	8.30000E+01	1.11149E+04	3.19462E+00	-6.82092E+03	3.97647E+00	4.66667E+02	1.30684E-09
0.00000E+00	1.42477E-05	8.40000E+01	9.71814E+03	1.56930E+01	-8.42636E+03	1.20213E+01	3.77755E+02	4.07970E-08
0.00000E+00	1.43057E-05	8.50000E+01	1.10383E+04	1.16379E+00	-6.88412E+03	1.39379E+00	4.62383E+02	-2.62504E-09
0.00000E+00	1.40569E-05	8.60000E+01	1.11165E+04	3.11037E+00	-6.82571E+03	2.33161E+00	4.66339E+02	2.23395E-09
0.00000E+00	1.43306E-05	8.70000E+01	1.11892E+04	2.34265E+00	-6.80998E+03	2.05563E+00	4.67417E+02	3.59663E-09
0.00000E+00	1.30282E-05	8.80000E+01	1.13332E+04	2.12509E+00	-6.79117E+03	1.81667E+00	4.68711E+02	2.93444E-09
0.00000E+00	1.45380E-05	8.90000E+01	1.13380E+04	3.91990E+00	-6.75084E+03	3.80594E+00	4.71512E+02	3.90683E-09
0.00000E+00	1.43306E-05	9.00000E+01	1.13291E+04	2.06553E+00	-6.81117E+03	2.46659E+00	4.67335E+02	2.33917E-09
0.00000E+00	1.55335E-05	9.10000E+01	1.14168E+04	2.73233E+00	-6.81495E+03	1.72447E+00	4.67076E+02	1.56404E-09
0.00000E+00	1.54090E-05	9.20000E+01	1.13621E+04	3.56090E+00	-6.81522E+03	2.01128E+00	4.67058E+02	1.96136E-09
0.00000E+00	1.41315E-05	9.30000E+01	3.23779E+03	3.34787E+01	-2.39570E+04	3.76585E+00	1.32867E+02	3.46266E-10
0.00000E+00	1.37748E-05	9.40000E+01	1.12213E+04	3.52341E+00	-6.77670E+03	2.84541E+00	4.69712E+02	3.37746E-09
0.00000E+00	1.35011E-05	9.50000E+01	1.10966E+04	2.05193E+00	-6.82935E+03	2.18187E+00	4.66091E+02	2.49789E-09
0.00000E+00	1.52846E-05	9.60000E+01	8.80356E+03	1.81552E+01	-9.84064E+03	1.68070E+01	3.23465E+02	1.01306E-07
0.00000E+00	1.39822E-05	9.70000E+01	1.10390E+04	5.90166E+00	-6.94565E+03	4.86146E+00	4.58287E+02	-1.05393E-08
0.00000E+00	1.39158E-05	9.80000E+01	1.11722E+04	2.44082E+00	-6.84586E+03	2.50011E+00	4.64967E+02	7.30347E-10
0.00000E+00	1.32190E-05	9.90000E+01	1.29032E+04	6.23622E+00	-8.92608E+03	6.37410E+00	3.56606E+02	-3.06484E-10
0.00000E+00	1.37582E-05	1.00000E+02	1.12886E+04	3.93680E+00	-6.77745E+03	3.71116E+00	4.69660E+02	4.67768E-09
0.00000E+00	1.40735E-05	1.01000E+02	1.13362E+04	2.86384E+00	-6.76342E+03	4.43181E+00	4.70635E+02	2.80765E-09
0.00000E+00	1.36587E-05	1.02000E+02	1.13833E+04	2.57635E+00	-6.72762E+03	3.26672E+00	4.73139E+02	2.04675E-09
0.00000E+00	1.44800E-05	1.03000E+02	1.13420E+04	3.92020E+00	-6.77067E+03	2.08378E+00	4.70130E+02	2.23485E-09
0.00000E+00	1.41398E-05	1.04000E+02	1.13180E+04	3.00373E+00	-6.75034E+03	2.71685E+00	4.71546E+02	2.56446E-09
0.00000E+00	1.37085E-05	1.05000E+02	1.11987E+04	2.74109E+00	-6.78935E+03	3.45215E+00	4.68837E+02	1.50327E-09
0.00000E+00	1.36504E-05	1.06000E+02	1.11096E+04	2.49367E+00	-6.80315E+03	2.99463E+00	4.67886E+02	2.64383E-09
0.00000E+00	1.42974E-05	1.07000E+02	8.66160E+03	1.97010E+01	-9.84155E+03	1.75780E+01	3.23435E+02	1.01897E-07
0.00000E+00	1.37665E-05	1.08000E+02	8.77357E+03	1.36158E+01	-9.83483E+03	1.25388E+01	3.23656E+02	3.71722E-08
0.00000E+00	1.41564E-05	1.09000E+02	1.10243E+04	4.28364E+00	-6.92785E+03	6.85656E+00	4.59464E+02	-1.08650E-08
0.00000E+00	1.45629E-05	1.10000E+02	1.11932E+04	2.77878E+00	-6.83621E+03	2.18605E+00	4.65623E+02	2.99533E-10
0.00000E+00	1.38827E-05	1.11000E+02	1.12457E+04	1.81041E+00	-6.79668E+03	4.04326E+00	4.68331E+02	2.19486E-09
0.00000E+00	1.42642E-05	1.12000E+02	1.13189E+04	2.35966E+00	-6.80721E+03	2.85331E+00	4.67607E+02	3.29494E-09
0.00000E+00	1.46790E-05	1.13000E+02	1.11163E+04	3.65568E+00	-6.98574E+03	3.74603E+00	4.55657E+02	6.09827E-09
0.00000E+00	1.42477E-05	1.14000E+02	1.13797E+04	3.11679E+00	-6.73273E+03	8.95308E-01	4.72780E+02	1.28654E-09
0.00000E+00	1.38412E-05	1.15000E+02	1.12912E+04	2.39867E+00	-6.78055E+03	2.89935E+00	4.69446E+02	2.24362E-09
0.00000E+00	1.46873E-05	1.16000E+02	1.12188E+04	4.82560E+00	-6.78602E+03	1.82872E+00	4.69067E+02	2.59399E-09
0.00000E+00	1.44883E-05	1.17000E+02	1.12076E+04	4.77267E+00	-6.79363E+03	3.14901E+00	4.68542E+02	2.05658E-09
0.00000E+00	1.47537E-05	1.18000E+02	8.66180E+03	2.06764E+01	-9.78193E+03	1.56754E+01	3.25406E+02	1.02041E-07
0.00000E+00	1.39325E-05	1.19000E+02	9.80714E+03	3.44984E+00	-8.48847E+03	2.31192E+00	3.74991E+02	-6.82432E-09
0.00000E+00	1.40901E-05	1.20000E+02	1.11370E+04	1.54713E+00	-6.86721E+03	1.09224E+00	4.63522E+02	-4.54515E-09
0.00000E+00	1.40154E-05	1.21000E+02	1.13043E+04	3.06033E+00	-6.79788E+03	3.99956E+00	4.68249E+02	2.14355E-09
0.00000E+00	1.34264E-05	1.22000E+02	1.13455E+04	2.81965E+00	-6.88933E+03	3.05393E+00	4.62033E+02	2.60885E-09
0.00000E+00	1.37002E-05	1.23000E+02	1.12972E+04	2.60231E+00	-6.76531E+03	3.43111E+00	4.70503E+02	2.45672E-09
0.00000E+00	1.45795E-05	1.24000E+02	1.13249E+04	2.94483E+00	-6.76653E+03	2.27050E+00	4.70418E+02	2.08591E-09
0.00000E+00	1.38661E-05	1.25000E+02	1.13145E+04	4.82054E+00	-6.75121E+03	3.29445E+00	4.71486E+02	2.83854E-09
0.00000E+00	1.50275E-05	1.26000E+02	9.80098E+03	1.41113E+01	-8.44248E+03	1.06834E+01	3.77034E+02	4.29125E-08
0.00000E+00	1.44633E-05	1.27000E+02	9.91304E+03	1.04904E+01	-8.41424E+03	1.06691E+01	3.78299E+02	2.36045E-08
0.00000E+00	1.43721E-05	1.28000E+02	1.12369E+04	1.75089E+00	-6.82354E+03	3.02194E+00	4.66488E+02	-2.57346E-09
0.00000E+00	1.47371E-05	1.29000E+02	1.12968E+04	1.84456E+00	-6.77447E+03	3.01238E+00	4.69867E+02	6.85052E-10
0.00000E+00	1.51602E-05	1.30000E+02	1.13512E+04	3.54773E+00	-6.75182E+03	2.64168E+00	4.71443E+02	1.37050E-09
0.00000E+00	1.51353E-05	1.31000E+02	9.91264E+03	1.35012E+01	-8.41399E+03	1.20369E+01	3.78310E+02	4.27692E-08
0.00000E+00	1.49113E-05	1.32000E+02	8.89579E+03	1.61557E+01	-9.80777E+03	1.72707E+01	3.24549E+02	7.28885E-08
0.00000E+00	1.54173E-05	1.33000E+02	8.99899E+03	1.13005E+01	-9.89434E+03	1.12120E+01	3.21709E+02	2.51950E-08
0.00000E+00	1.58819E-05	1.34000E+02	6.16710E+03	2.97898E+01	-1.47799E+04	2.85928E+01	2.15366E+02	1.76561E-07
0.00000E+00	1.44053E-05	1.35000E+02	6.32649E+03	2.04017E+01	-1.42878E+04	1.91772E+01	2.22784E+02	2.60676E-08
0.00000E+00	1.41813E-05	1.36000E+02	2.00699E+03	3.82082E+00	-2.71578E+04	1.00470E+01	1.17208E+02	-3.09823E-08
0.00000E+00	1.42809E-05	1.37000E+02	2.02547E+03	8.99949E+00	-2.70951E+04	9.71741E+00	1.17479E+02	-8.12982E-09
0.00000E+00	1.42228E-05	1.38000E+02	1.98687E+03	9.37957E+00	-2.75829E+04	8.99809E+00	1.15401E+02	-2.52772E-09
0.00000E+00	1.43223E-05	1.39000E+02	2.20253E+03	9.19990E+00	-2.53807E+04	5.78709E+00	1.25414E+02	-7.73644E-10
0.00000E+00	1.46293E-05	1.40000E+02	2.55694E+03	8.22398E+00	-2.31912E+04	8.23417E+00	1.37254E+02	-2.41646E-10
0.00000E+00	1.42726E-05	1.41000E+02	3.41551E+03	6.25684E+00	-1.98855E+04	3.93223E+00	1.60071E+02	-9.11860E-11
0.00000E+00	1.43721E-05	1.42000E+02	5.07466E+03	3.07607E+00	-1.56410E+04	2.89316E+00	2.03510E+02	-5.37275E-12
0.00000E+00	1.44800E-05	1.43000E+02	7.35773E+03	1.91625E+00	-1.17047E+04	2.84633E+00	2.71951E+02	-6.37004E-11
0.00000E+00	1.54007E-05	1.44000E+02	1.16161E+04	2.79399E+00	-6.34107E+03	2.43875E+00	5.01981E+02	1.02862E-08
2.50000E+01	2.49897E+01	1.00000E+00	3.43591E+03	2.68857E+00	-2.24038E+04	5.80999E+00	1.42079E+02	1.01889E-07
2.50000E+01	2.49892E+01	2.00000E+00	3.55033E+03	7.56789E+00	-2.21879E+04	3.97713E+00	1.43461E+02	2.66881E-08
2.50000E+01	2.49896E+01	3.00000E+00	4.10346E+03	2.77837E+00	-1.98453E+04	5.77131E+00	1.60396E+02	4.24519E-08
2.50000E+01	2.49894E+01	4.00000E+00	5.96749E+03	2.32502E+00	-1.52613E+04	4.02363E+00	2.08574E+02	3.12955E-08
2.50000E+01	2.49895E+01	5.00000E+00	5.91754E+03	1.67599E+00	-1.57748E+04	3.25417E+00	2.01784E+02	2.84369E-08
2.50000E+01	2.49893E+01	6.00000E+00	5.93124E+03	1.30946E+00	-1.57556E+04	4.02562E+00	2.02030E+02	1.77800E-08
2.50000E+01	2.49888E+01	7.00000E+00	4.07291E+03	4.19141E+00	-2.01079E+04	3.39682E+00	1.58301E+02	2.14604E-08
2.50000E+01	2.49889E+01	8.00000E+00	4.05502E+03	2.24400E+00	-1.97211E+04	7.49731E+00	1.61406E+02	2.27359E-08
2.50000E+01	2.49892E+01	9.00000E+00	5.81893E+03	3.80424E+00	-1.54124E+04	3.53463E+00	2.06529E+02	1.91842E-08
2.50000E+01	2.49895E+01	1.00000E+01	5.98423E+03	4.87846E+00	-1.53973E+04	2.65827E+00	2.06732E+02	2.92398E-08
2.50000E+01	2.49893E+01	1.10000E+01	6.30035E+03	2.24351E+00	-1.53953E+04	1.37171E+00	2.06758E+02	2.41736E-08
2.50000E+01	2.49893E+01	1.20000E+01	5.99335E+03	3.24835E+00	-1.52534E+04	3.07337E+00	2.08682E+02	2.10586E-08
2.50000E+01	2.49896E+01	1.30000E+01	5.92777E+03	2.92986E+00	-1.53802E+04	3.24321E+00	2.06961E+02	2.37485E-08
2.50000E+01	2.49896E+01	1.40000E+01	5.83929E+03	1.28901E+00	-1.53846E+04	2.14532E+00	2.06902E+02	2.59633E-08
2.50000E+01	2.49891E+01	1.50000E+01	4.09675E+03	1.37115E+00	-1.97575E+04	4.22118E+00	1.61108E+02	2.12476E-08
2.50000E+01	2.49897E+01	1.60000E+01	3.63443E+03	3.62202E+00	-2.07789E+04	4.67316E+00	1.53189E+02	2.20268E-08
2.50000E+01	2.49901E+01	1.70000E+01	5.82345E+03	1.86173E+00	-1.51754E+04	2.01534E+00	2.09754E+02	2.17249E-08
2.50000E+01	2.49900E+01	1.80000E+01	5.77959E+03	3.06937E+00	-1.55731E+04	3.54852E+00	2.04397E+02	2.13072E-08
2.50000E+01	2.49898E+01	1.90000E+01	5.90491E+03	1.34696E+00	-1.53696E+04	3.12436E+00	2.07103E+02	2.52510E-08
2.50000E+01	2.49898E+01	2.00000E+01	6.05795E+03	2.72636E+00	-1.51481E+04	1.88319E+00	2.10132E+02	2.32304E-08
2.50000E+01	2.49898E+01	2.10000E+01	6.75881E+03	7.93858E+00	-1.61774E+04	3.95576E+00	1.96762E+02	2.02374E-08
2.50000E+01	2.49896E+01	2.20000E+01	6.02507E+03	6.93669E-01	-1.52966E+04	1.31453E+00	2.08092E+02	2.22571E-08
2.50000E+01	2.49896E+01	2.30000E+01	5.98897E+03	3.47067E+00	-1.52143E+04	2.41826E+00	2.09218E+02	2.21713E-08
2.50000E+01	2.49896E+01	2.40000E+01	5.87950E+03	3.29107E+00	-1.52066E+04	2.83450E+00	2.09323E+02	2.10461E-08
2.50000E+01	2.49897E+01	2.50000E+01	5.84746E+03	1.87845E+00	-1.51327E+04	3.11088E+00	2.10346E+02	1.90534E-08
2.50000E+01	2.49899E+01	2.60000E+01	3.41529E+03	5.26343E+00	-2.14925E+04	2.20327E+00	1.48102E+02	2.02998E-08
2.50000E+01	2.49897E+01	2.70000E+01	3.64550E+03	2.99174E+00	-2.08386E+04	4.87385E+00	1.52750E+02	1.87656E-08
2.50000E+01	2.49897E+01	2.80000E+01	5.86066E+03	1.91183E+00	-1.52785E+04	3.86854E+00	2.08338E+02	1.80924E-08
2.50000E+01	2.49896E+01	2.90000E+01	5.81947E+03	2.79127E+00	-1.52807E+04	2.48145E+00	2.08309E+02	1.95086E-08
2.50000E+01	2.49898E+01	3.00000E+01	5.89220E+03	2.92809E+00	-1.52153E+04	2.69117E+00	2.09203E+02	1.94074E-08
2.50000E+01	2.49894E+01	3.10000E+01	5.95157E+03	2.14799E+00	-1.55389E+04	3.55786E+00	2.04848E+02	2.21314E-08
2.50000E+01	2.49895E+01	3.20000E+01	6.12125E+03	2.12664E+00	-1.50352E+04	3.14922E+00	2.11710E+02	2.03087E-08
2.50000E+01	2.49894E+01	3.30000E+01	6.08268E+03	1.15636E+00	-1.52203E+04	1.76703E+00	2.09136E+02	2.38794E-08
2.50000E+01	2.49893E+01	3.40000E+01	6.04656E+03	1.46074E+00	-1.51568E+04	3.28122E+00	2.10011E+02	2.33145E-08
2.50000E+01	2.49899E+01	3.50000E+01	5.94958E+03	1.86706E+00	-1.52202E+04	2.28000E+00	2.09136E+02	1.87289E-08
2.50000E+01	2.49898E+01	3.60000E+01	5.81653E+03	2.74966E+00	-1.53511E+04	1.44139E+00	2.07353E+02	2.42521E-08
2.50000E+01	2.49898E+01	3.70000E+01	5.90922E+03	2.11846E+00	-1.49463E+04	3.00706E+00	2.12970E+02	2.52935E-08
2.50000E+01	2.49899E+01	3.80000E+01	3.56336E+03	5.65618E+00	-2.12375E+04	6.27650E+00	1.49881E+02	1.96714E-08
2.50000E+01	2.49897E+01	3.90000E+01	5.81939E+03	3.74897E+00	-1.51075E+04	7.77174E-01	2.10697E+02	2.76024E-08
