#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          1E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               22.7 C
#  Switchcard temperature:              23.6 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
7.50000E+01	7.49556E+01	1.35000E+02	8.38346E+03	1.58750E+02	-1.27893E+05	2.15990E+02	1.24444E+02	5.18823E-08
7.50000E+01	7.49553E+01	1.36000E+02	9.09296E+03	2.51355E+02	-1.52198E+05	3.03760E+02	1.04571E+02	5.32050E-08
7.50000E+01	7.49554E+01	1.37000E+02	8.93317E+03	2.57540E+02	-1.51703E+05	3.08488E+02	1.04912E+02	3.82675E-08
7.50000E+01	7.49551E+01	1.38000E+02	9.17953E+03	2.50554E+02	-1.54451E+05	9.91532E+01	1.03046E+02	5.00597E-08
7.50000E+01	7.49551E+01	1.39000E+02	8.57784E+03	1.35541E+02	-1.42301E+05	1.58237E+02	1.11844E+02	5.00293E-08
7.50000E+01	7.49553E+01	1.40000E+02	8.36963E+03	4.31120E+01	-1.30036E+05	8.76388E+01	1.22393E+02	5.27750E-08
7.50000E+01	7.49555E+01	1.41000E+02	8.23799E+03	9.46883E+01	-1.10855E+05	7.12449E+01	1.43570E+02	5.23958E-08
7.50000E+01	7.49555E+01	1.42000E+02	9.00699E+03	4.68772E+01	-8.48607E+04	9.46807E+01	1.87549E+02	4.73885E-08
7.50000E+01	7.49557E+01	1.43000E+02	1.09760E+04	7.74633E+00	-5.77254E+04	2.14516E+01	2.75711E+02	4.36749E-08
7.50000E+01	7.49558E+01	1.44000E+02	1.07818E+04	1.48211E+01	-4.95969E+04	2.16879E+01	3.20897E+02	3.90813E-08
1.00000E+02	9.99713E+01	1.00000E+00	9.37335E+03	1.14687E+02	-1.34189E+05	1.25481E+02	1.18605E+02	7.64393E-08
1.00000E+02	9.99719E+01	2.00000E+00	9.27425E+03	1.56242E+02	-1.32633E+05	1.25420E+02	1.19996E+02	6.81695E-08
1.00000E+02	9.99714E+01	3.00000E+00	8.67665E+03	1.40150E+02	-1.22083E+05	5.78446E+01	1.30366E+02	7.57383E-08
1.00000E+02	9.99717E+01	4.00000E+00	8.31578E+03	7.32664E+01	-9.79872E+04	9.42638E+01	1.62424E+02	5.90420E-08
1.00000E+02	9.99714E+01	5.00000E+00	8.04772E+03	8.98463E+01	-1.02942E+05	7.56640E+01	1.54606E+02	6.52676E-08
1.00000E+02	9.99715E+01	6.00000E+00	8.24910E+03	9.90093E+01	-1.02708E+05	6.53103E+01	1.54959E+02	6.17219E-08
1.00000E+02	9.99713E+01	7.00000E+00	8.60193E+03	8.90789E+01	-1.24132E+05	1.89406E+02	1.28214E+02	7.07506E-08
1.00000E+02	9.99713E+01	8.00000E+00	8.45534E+03	1.42046E+02	-1.21031E+05	1.03387E+02	1.31499E+02	6.56327E-08
1.00000E+02	9.99712E+01	9.00000E+00	5.94000E+37	4.84999E+37	5.94000E+37	4.84999E+37	-2.67938E-31	6.68594E-08
1.00000E+02	9.99715E+01	1.00000E+01	8.20312E+03	8.79562E+01	-9.91742E+04	8.44929E+01	1.60480E+02	6.57466E-08
1.00000E+02	9.99717E+01	1.10000E+01	8.23854E+03	1.13139E+02	-9.78603E+04	9.63239E+01	1.62635E+02	5.95073E-08
1.00000E+02	9.99717E+01	1.20000E+01	8.13697E+03	6.81287E+01	-9.81233E+04	3.32287E+01	1.62199E+02	7.03038E-08
1.00000E+02	9.99714E+01	1.30000E+01	1.98000E+37	3.96000E+37	1.98000E+37	3.96000E+37	-8.03813E-31	6.65485E-08
1.00000E+02	9.99715E+01	1.40000E+01	7.98518E+03	1.05931E+02	-9.94236E+04	7.34484E+01	1.60078E+02	5.59061E-08
1.00000E+02	9.99717E+01	1.50000E+01	8.61052E+03	1.47584E+02	-1.21218E+05	8.48825E+01	1.31297E+02	6.40384E-08
1.00000E+02	9.99716E+01	1.60000E+01	8.66347E+03	3.00400E+01	-1.22640E+05	7.47545E+01	1.29775E+02	5.97197E-08
1.00000E+02	9.99722E+01	1.70000E+01	7.95782E+03	7.55858E+01	-9.72479E+04	6.38744E+01	1.63659E+02	5.88516E-08
1.00000E+02	9.99724E+01	1.80000E+01	7.86989E+03	1.16484E+02	-1.01438E+05	1.09688E+02	1.56898E+02	6.01585E-08
1.00000E+02	9.99722E+01	1.90000E+01	8.07531E+03	4.64283E+01	-9.92397E+04	6.84616E+01	1.60374E+02	6.55259E-08
1.00000E+02	9.99723E+01	2.00000E+01	8.19470E+03	9.32870E+01	-9.69323E+04	8.09342E+01	1.64192E+02	5.56818E-08
1.00000E+02	9.99721E+01	2.10000E+01	8.15673E+03	9.03542E+01	-1.02721E+05	7.80036E+01	1.54939E+02	5.44834E-08
1.00000E+02	9.99726E+01	2.20000E+01	8.17263E+03	6.09388E+01	-9.84793E+04	1.01568E+02	1.61613E+02	6.11929E-08
1.00000E+02	9.99725E+01	2.30000E+01	8.06932E+03	4.71910E+01	-9.78475E+04	1.55345E+01	1.62656E+02	6.05034E-08
1.00000E+02	9.99723E+01	2.40000E+01	7.97856E+03	7.60202E+01	-9.76880E+04	5.49031E+01	1.62922E+02	5.81482E-08
1.00000E+02	9.99725E+01	2.50000E+01	7.94920E+03	8.69868E+01	-9.70183E+04	8.43792E+01	1.64046E+02	5.73769E-08
1.00000E+02	9.99723E+01	2.60000E+01	8.77023E+03	1.27762E+02	-1.27729E+05	1.31465E+02	1.24603E+02	5.40187E-08
1.00000E+02	9.99720E+01	2.70000E+01	8.71764E+03	1.61826E+02	-1.23048E+05	1.05010E+02	1.29344E+02	5.22478E-08
1.00000E+02	9.99721E+01	2.80000E+01	8.00593E+03	7.10538E+01	-9.82726E+04	1.01595E+02	1.61953E+02	5.70488E-08
1.00000E+02	9.99719E+01	2.90000E+01	7.94761E+03	4.96314E+01	-9.85452E+04	7.74521E+01	1.61505E+02	5.80533E-08
1.00000E+02	9.99719E+01	3.00000E+01	8.00634E+03	4.89548E+01	-9.79699E+04	8.61912E+01	1.62453E+02	5.83337E-08
1.00000E+02	9.99716E+01	3.10000E+01	8.01861E+03	1.14234E+02	-1.00844E+05	1.16810E+02	1.57822E+02	5.82873E-08
1.00000E+02	9.99719E+01	3.20000E+01	8.20566E+03	5.89239E+01	-9.60420E+04	4.51120E+01	1.65714E+02	5.12088E-08
1.00000E+02	9.99722E+01	3.30000E+01	8.20680E+03	5.57950E+01	-9.80407E+04	6.25728E+01	1.62336E+02	5.60068E-08
1.00000E+02	9.99723E+01	3.40000E+01	8.13130E+03	8.53651E+01	-9.72700E+04	8.93148E+01	1.63622E+02	5.58723E-08
1.00000E+02	9.99717E+01	3.50000E+01	8.04637E+03	1.12756E+02	-9.79346E+04	5.09854E+01	1.62511E+02	5.46251E-08
1.00000E+02	9.99724E+01	3.60000E+01	1.98000E+37	3.96000E+37	1.98000E+37	3.96000E+37	-8.03813E-31	6.05360E-08
1.00000E+02	9.99728E+01	3.70000E+01	7.99951E+03	6.70351E+01	-9.50518E+04	8.81815E+01	1.67440E+02	6.06593E-08
1.00000E+02	9.99724E+01	3.80000E+01	8.74112E+03	1.45295E+02	-1.25860E+05	7.14983E+01	1.26454E+02	5.13575E-08
1.00000E+02	9.99724E+01	3.90000E+01	7.90825E+03	7.98867E+01	-9.66521E+04	8.78832E+01	1.64668E+02	6.54463E-08
1.00000E+02	9.99722E+01	4.00000E+01	8.09387E+03	9.28597E+01	-9.53609E+04	5.59137E+01	1.66898E+02	5.19987E-08
1.00000E+02	9.99724E+01	4.10000E+01	5.94000E+37	4.84999E+37	5.94000E+37	4.84999E+37	-2.67938E-31	5.50094E-08
1.00000E+02	9.99723E+01	4.20000E+01	8.08610E+03	8.64606E+01	-9.74616E+04	1.29054E+02	1.63300E+02	6.11095E-08
1.00000E+02	9.99724E+01	4.30000E+01	8.18494E+03	8.78171E+01	-9.58974E+04	8.02334E+01	1.65964E+02	5.50305E-08
1.00000E+02	9.99720E+01	4.40000E+01	8.23336E+03	4.47033E+01	-1.03912E+05	6.96460E+01	1.53163E+02	5.37207E-08
1.00000E+02	9.99722E+01	4.50000E+01	8.19244E+03	8.02086E+01	-1.00448E+05	1.12541E+02	1.58444E+02	5.26889E-08
1.00000E+02	9.99722E+01	4.60000E+01	8.15557E+03	7.72697E+01	-9.66759E+04	7.59273E+01	1.64627E+02	5.40496E-08
1.00000E+02	9.99718E+01	4.70000E+01	8.09728E+03	7.52302E+01	-9.62611E+04	6.58993E+01	1.65337E+02	5.20232E-08
1.00000E+02	9.99715E+01	4.80000E+01	8.10268E+03	4.99135E+01	-9.53468E+04	3.55806E+01	1.66922E+02	5.27669E-08
1.00000E+02	9.99715E+01	4.90000E+01	7.96319E+03	9.88322E+01	-9.41390E+04	8.00073E+01	1.69064E+02	5.08974E-08
1.00000E+02	9.99717E+01	5.00000E+01	8.32643E+03	5.10821E+01	-1.13843E+05	6.90072E+01	1.39802E+02	6.48811E-08
1.00000E+02	9.99717E+01	5.10000E+01	8.01758E+03	4.82407E+01	-9.77587E+04	9.29527E+01	1.62804E+02	5.30629E-08
1.00000E+02	9.99720E+01	5.20000E+01	8.13348E+03	6.59902E+01	-9.37378E+04	4.68184E+01	1.69787E+02	4.48096E-08
1.00000E+02	9.99721E+01	5.30000E+01	8.15781E+03	8.04495E+01	-9.65833E+04	5.07553E+01	1.64785E+02	4.93529E-08
1.00000E+02	9.99723E+01	5.40000E+01	8.19946E+03	4.63704E+01	-9.80181E+04	5.09728E+01	1.62373E+02	5.40101E-08
1.00000E+02	9.99725E+01	5.50000E+01	8.26745E+03	6.74511E+01	-9.56449E+04	6.04410E+01	1.66402E+02	5.35663E-08
1.00000E+02	9.99724E+01	5.60000E+01	8.30578E+03	9.05170E+01	-9.51005E+04	5.72840E+01	1.67354E+02	6.16134E-08
1.00000E+02	9.99720E+01	5.70000E+01	1.98000E+37	3.96000E+37	1.98000E+37	3.96000E+37	-8.03813E-31	6.17129E-08
1.00000E+02	9.99718E+01	5.80000E+01	8.15072E+03	5.82815E+01	-9.50182E+04	7.95680E+01	1.67499E+02	4.93408E-08
1.00000E+02	9.99718E+01	5.90000E+01	8.10581E+03	2.47087E+01	-9.47617E+04	8.34657E+01	1.67953E+02	5.05993E-08
1.00000E+02	9.99718E+01	6.00000E+01	8.05801E+03	6.20462E+01	-9.35490E+04	2.93128E+01	1.70130E+02	5.32569E-08
1.00000E+02	9.99715E+01	6.10000E+01	8.40914E+03	1.17730E+02	-1.14075E+05	1.21815E+02	1.39518E+02	6.07068E-08
1.00000E+02	9.99715E+01	6.20000E+01	7.89981E+03	8.82651E+01	-9.70458E+04	9.66613E+01	1.64000E+02	5.45336E-08
1.00000E+02	9.99718E+01	6.30000E+01	8.15329E+03	2.06034E+01	-9.53091E+04	5.44315E+01	1.66988E+02	5.15898E-08
1.00000E+02	9.99720E+01	6.40000E+01	8.21228E+03	6.84631E+01	-9.55631E+04	1.35377E+02	1.66544E+02	5.45243E-08
1.00000E+02	9.99717E+01	6.50000E+01	8.16195E+03	8.45309E+01	-9.58641E+04	7.79401E+01	1.66021E+02	5.25319E-08
1.00000E+02	9.99718E+01	6.60000E+01	8.27361E+03	7.13727E+01	-9.46972E+04	4.84215E+01	1.68067E+02	5.55346E-08
1.00000E+02	9.99719E+01	6.70000E+01	8.30322E+03	4.98210E+01	-9.53345E+04	5.71748E+01	1.66944E+02	5.69535E-08
1.00000E+02	9.99712E+01	6.80000E+01	8.23376E+03	2.86308E+01	-9.89681E+04	4.02780E+01	1.60814E+02	5.50826E-08
1.00000E+02	9.99713E+01	6.90000E+01	8.17526E+03	1.01877E+02	-9.58220E+04	2.93844E+01	1.66094E+02	6.06166E-08
1.00000E+02	9.99713E+01	7.00000E+01	8.18818E+03	5.95824E+01	-9.41293E+04	1.16714E+02	1.69081E+02	4.83364E-08
1.00000E+02	9.99716E+01	7.10000E+01	7.97352E+03	2.74933E+01	-9.41974E+04	3.96080E+01	1.68959E+02	5.26031E-08
1.00000E+02	9.99709E+01	7.20000E+01	8.07841E+03	5.92752E+01	-9.45359E+04	5.09862E+01	1.68354E+02	6.04944E-08
1.00000E+02	9.99714E+01	7.30000E+01	8.26593E+03	8.50333E+01	-1.12158E+05	7.99084E+01	1.41902E+02	5.86386E-08
1.00000E+02	9.99717E+01	7.40000E+01	8.10591E+03	5.57276E+01	-9.34984E+04	6.24222E+01	1.70222E+02	5.32159E-08
1.00000E+02	9.99713E+01	7.50000E+01	8.16358E+03	6.13685E+01	-9.45816E+04	4.79125E+01	1.68273E+02	5.43009E-08
1.00000E+02	9.99716E+01	7.60000E+01	8.23558E+03	7.77321E+01	-9.38299E+04	5.25966E+01	1.69621E+02	5.11871E-08
1.00000E+02	9.99716E+01	7.70000E+01	8.28226E+03	9.53863E+01	-9.61090E+04	6.62149E+01	1.65598E+02	5.49811E-08
1.00000E+02	9.99718E+01	7.80000E+01	8.23233E+03	7.51520E+01	-9.66686E+04	5.53504E+01	1.64640E+02	5.99103E-08
1.00000E+02	9.99716E+01	7.90000E+01	8.30077E+03	4.11101E+01	-9.64630E+04	3.38762E+01	1.64991E+02	5.55407E-08
1.00000E+02	9.99718E+01	8.00000E+01	8.23889E+03	7.15215E+01	-9.67520E+04	1.51715E+02	1.64498E+02	4.84124E-08
1.00000E+02	9.99718E+01	8.10000E+01	8.29076E+03	1.01634E+02	-9.58643E+04	5.00464E+01	1.66021E+02	5.25919E-08
1.00000E+02	9.99716E+01	8.20000E+01	8.19822E+03	5.37905E+01	-9.37367E+04	5.89761E+01	1.69789E+02	6.09280E-08
1.00000E+02	9.99718E+01	8.30000E+01	8.07811E+03	8.36563E+01	-9.27332E+04	9.11679E+01	1.71627E+02	6.09726E-08
1.00000E+02	9.99715E+01	8.40000E+01	8.45261E+03	9.31745E+01	-1.10230E+05	9.83817E+01	1.44384E+02	6.10558E-08
1.00000E+02	9.99716E+01	8.50000E+01	8.15160E+03	6.16129E+01	-9.24340E+04	5.61168E+01	1.72182E+02	5.10375E-08
1.00000E+02	9.99715E+01	8.60000E+01	8.22206E+03	4.01639E+01	-9.25026E+04	5.22027E+01	1.72055E+02	5.32066E-08
1.00000E+02	9.99715E+01	8.70000E+01	8.24947E+03	4.33727E+01	-9.27724E+04	7.56796E+01	1.71554E+02	5.22015E-08
1.00000E+02	9.99712E+01	8.80000E+01	8.31264E+03	2.37182E+01	-9.50554E+04	6.83520E+01	1.67434E+02	5.27622E-08
1.00000E+02	9.99712E+01	8.90000E+01	8.29096E+03	4.16270E+01	-9.52220E+04	4.97174E+01	1.67141E+02	5.28649E-08
1.00000E+02	9.99714E+01	9.00000E+01	8.24603E+03	6.46170E+01	-9.37990E+04	7.35970E+01	1.69677E+02	5.17240E-08
1.00000E+02	9.99713E+01	9.10000E+01	8.31053E+03	8.24834E+01	-9.32797E+04	1.07009E+02	1.70621E+02	5.88290E-08
1.00000E+02	9.99714E+01	9.20000E+01	8.30398E+03	7.09290E+01	-9.56120E+04	3.13896E+01	1.66459E+02	6.27921E-08
1.00000E+02	9.99712E+01	9.30000E+01	8.21384E+03	7.16210E+01	-9.28732E+04	6.86294E+01	1.71368E+02	5.23511E-08
1.00000E+02	9.99710E+01	9.40000E+01	8.16414E+03	6.67363E+01	-9.42391E+04	5.36914E+01	1.68884E+02	5.76586E-08
1.00000E+02	9.99710E+01	9.50000E+01	8.18334E+03	7.63315E+01	-9.25017E+04	7.67849E+01	1.72056E+02	5.62095E-08
1.00000E+02	9.99712E+01	9.60000E+01	8.64887E+03	1.25635E+02	-1.19546E+05	7.20761E+01	1.33133E+02	5.92483E-08
1.00000E+02	9.99714E+01	9.70000E+01	8.17890E+03	5.98398E+01	-9.26924E+04	7.43891E+01	1.71702E+02	5.51703E-08
1.00000E+02	9.99715E+01	9.80000E+01	8.28149E+03	4.78002E+01	-9.27243E+04	1.30167E+02	1.71643E+02	5.57125E-08
1.00000E+02	9.99716E+01	9.90000E+01	8.37192E+03	9.33579E+01	-9.25673E+04	5.15570E+01	1.71934E+02	5.15829E-08
1.00000E+02	9.99713E+01	1.00000E+02	8.35332E+03	6.08457E+01	-9.45481E+04	8.20904E+01	1.68332E+02	5.91220E-08
1.00000E+02	9.99713E+01	1.01000E+02	8.31835E+03	6.68460E+01	-9.47922E+04	1.01435E+02	1.67899E+02	5.46730E-08
1.00000E+02	9.99712E+01	1.02000E+02	8.37388E+03	2.60070E+01	-9.49951E+04	7.85288E+01	1.67540E+02	5.36595E-08
1.00000E+02	9.99714E+01	1.03000E+02	8.24174E+03	1.00329E+02	-9.60846E+04	6.54425E+01	1.65640E+02	5.83330E-08
1.00000E+02	9.99718E+01	1.04000E+02	8.36876E+03	5.44796E+01	-9.44107E+04	5.22736E+01	1.68577E+02	6.21864E-08
1.00000E+02	9.99714E+01	1.05000E+02	8.29039E+03	4.17273E+01	-9.22952E+04	5.21647E+01	1.72441E+02	6.09350E-08
1.00000E+02	9.99715E+01	1.06000E+02	8.12530E+03	2.96480E+01	-9.21124E+04	3.41038E+01	1.72783E+02	5.65334E-08
1.00000E+02	9.99711E+01	1.07000E+02	8.62559E+03	1.51581E+02	-1.19645E+05	1.43212E+02	1.33022E+02	5.81228E-08
1.00000E+02	9.99711E+01	1.08000E+02	8.70671E+03	8.15068E+01	-1.18811E+05	6.32184E+01	1.33957E+02	5.24958E-08
1.00000E+02	9.99711E+01	1.09000E+02	8.25137E+03	2.45446E+01	-9.15065E+04	5.11992E+01	1.73927E+02	6.21411E-08
1.00000E+02	9.99716E+01	1.10000E+02	8.35000E+03	1.34307E+01	-9.18798E+04	6.33396E+01	1.73221E+02	5.23006E-08
1.00000E+02	9.99711E+01	1.11000E+02	8.33138E+03	6.01626E+01	-9.35004E+04	5.54817E+01	1.70218E+02	5.11090E-08
1.00000E+02	9.99708E+01	1.12000E+02	8.41832E+03	4.94979E+01	-9.49415E+04	8.73739E+01	1.67635E+02	5.97666E-08
1.00000E+02	9.99711E+01	1.13000E+02	8.48981E+03	6.11327E+01	-9.81317E+04	9.08500E+01	1.62185E+02	5.32855E-08
1.00000E+02	9.99711E+01	1.14000E+02	8.41719E+03	1.08032E+02	-9.52511E+04	1.43175E+02	1.67090E+02	5.58296E-08
1.00000E+02	9.99716E+01	1.15000E+02	8.35399E+03	4.96184E+01	-9.37311E+04	6.94501E+01	1.69800E+02	5.58185E-08
1.00000E+02	9.99712E+01	1.16000E+02	8.21976E+03	5.51549E+01	-9.30961E+04	7.27639E+01	1.70958E+02	5.37935E-08
1.00000E+02	9.99713E+01	1.17000E+02	8.26893E+03	9.40072E+01	-9.36514E+04	5.86443E+01	1.69944E+02	5.31969E-08
1.00000E+02	9.99714E+01	1.18000E+02	8.72041E+03	8.78564E+01	-1.17015E+05	9.02122E+01	1.36012E+02	5.46196E-08
1.00000E+02	9.99709E+01	1.19000E+02	8.56809E+03	1.20360E+02	-1.10312E+05	3.44151E+01	1.44277E+02	5.71216E-08
1.00000E+02	9.99716E+01	1.20000E+02	8.35327E+03	4.28251E+01	-9.06555E+04	6.22356E+01	1.75560E+02	5.45732E-08
1.00000E+02	9.99714E+01	1.21000E+02	8.54082E+03	8.59751E+01	-9.28808E+04	3.98731E+01	1.71354E+02	5.23283E-08
1.00000E+02	9.99714E+01	1.22000E+02	8.43851E+03	1.14393E+02	-9.14676E+04	6.44972E+01	1.74001E+02	5.54360E-08
1.00000E+02	9.99713E+01	1.23000E+02	8.31749E+03	6.51988E+01	-9.47464E+04	9.03708E+01	1.67980E+02	5.43193E-08
1.00000E+02	9.99712E+01	1.24000E+02	8.45692E+03	6.23487E+01	-9.28774E+04	7.39215E+01	1.71360E+02	5.62339E-08
1.00000E+02	9.99713E+01	1.25000E+02	8.45012E+03	1.05483E+02	-9.43314E+04	7.78342E+01	1.68719E+02	5.40868E-08
1.00000E+02	9.99712E+01	1.26000E+02	8.56937E+03	1.00313E+02	-1.11534E+05	1.01074E+02	1.42696E+02	5.50208E-08
1.00000E+02	9.99713E+01	1.27000E+02	8.63509E+03	8.15303E+01	-1.10078E+05	7.86374E+01	1.44583E+02	5.50564E-08
1.00000E+02	9.99712E+01	1.28000E+02	8.37313E+03	3.45380E+01	-9.45516E+04	1.54691E+01	1.68326E+02	4.99820E-08
1.00000E+02	9.99712E+01	1.29000E+02	8.47480E+03	7.66984E+01	-9.47291E+04	8.66066E+01	1.68011E+02	5.43680E-08
1.00000E+02	9.99711E+01	1.30000E+02	8.50387E+03	5.41235E+01	-9.32880E+04	6.16702E+01	1.70606E+02	5.43094E-08
1.00000E+02	9.99710E+01	1.31000E+02	8.76663E+03	3.46888E+01	-1.10698E+05	1.30524E+02	1.43775E+02	6.02073E-08
1.00000E+02	9.99709E+01	1.32000E+02	8.93218E+03	8.89498E+01	-1.19410E+05	8.90002E+01	1.33285E+02	5.75415E-08
1.00000E+02	9.99712E+01	1.33000E+02	9.04580E+03	8.38687E+01	-1.20475E+05	5.47343E+01	1.32107E+02	4.65610E-08
1.00000E+02	9.99712E+01	1.34000E+02	9.71708E+03	7.48256E+01	-1.41170E+05	1.17707E+02	1.12740E+02	5.81199E-08
1.00000E+02	9.99711E+01	1.35000E+02	9.48540E+03	1.13855E+02	-1.31105E+05	1.37281E+02	1.21395E+02	5.98791E-08
1.00000E+02	9.99711E+01	1.36000E+02	1.01212E+04	8.97513E+01	-1.54616E+05	1.77203E+02	1.02936E+02	4.63862E-08
1.00000E+02	9.99710E+01	1.37000E+02	1.02543E+04	6.83206E+01	-1.54410E+05	1.11058E+02	1.03073E+02	4.91563E-08
1.00000E+02	9.99713E+01	1.38000E+02	1.02849E+04	1.97736E+02	-1.57056E+05	1.86835E+02	1.01337E+02	5.97701E-08
1.00000E+02	9.99710E+01	1.39000E+02	9.81114E+03	1.22472E+02	-1.44716E+05	1.48682E+02	1.09978E+02	5.64494E-08
1.00000E+02	9.99713E+01	1.40000E+02	9.41426E+03	8.98072E+01	-1.32232E+05	1.06633E+02	1.20361E+02	5.34879E-08
1.00000E+02	9.99713E+01	1.41000E+02	9.13246E+03	7.64655E+01	-1.12890E+05	7.01467E+01	1.40983E+02	5.15989E-08
1.00000E+02	9.99715E+01	1.42000E+02	9.75832E+03	5.86366E+01	-8.64293E+04	3.36438E+01	1.84145E+02	5.01341E-08
1.00000E+02	9.99717E+01	1.43000E+02	1.16242E+04	2.26484E+01	-5.88365E+04	1.64411E+01	2.70504E+02	5.85285E-08
1.00000E+02	9.99720E+01	1.44000E+02	1.12322E+04	1.78681E+01	-5.10523E+04	2.41926E+01	3.11749E+02	4.44692E-08
1.25000E+02	1.24981E+02	1.00000E+00	1.04246E+04	1.17394E+02	-1.38083E+05	1.69023E+02	1.15260E+02	8.66037E-08
1.25000E+02	1.24981E+02	2.00000E+00	1.02879E+04	1.13463E+02	-1.36219E+05	5.01262E+01	1.16837E+02	7.54668E-08
1.25000E+02	1.24981E+02	3.00000E+00	9.62711E+03	1.58491E+02	-1.26241E+05	1.48864E+02	1.26072E+02	8.27166E-08
1.25000E+02	1.24981E+02	4.00000E+00	8.80046E+03	1.07357E+02	-1.02533E+05	8.36885E+01	1.55223E+02	6.67651E-08
1.25000E+02	1.24981E+02	5.00000E+00	8.86260E+03	4.77044E+01	-1.07855E+05	1.41988E+02	1.47564E+02	7.11086E-08
1.25000E+02	1.24982E+02	6.00000E+00	8.82629E+03	1.26868E+02	-1.07660E+05	1.04389E+02	1.47831E+02	6.55496E-08
1.25000E+02	1.24981E+02	7.00000E+00	9.49283E+03	1.21818E+02	-1.28261E+05	8.88495E+01	1.24087E+02	6.99094E-08
1.25000E+02	1.24981E+02	8.00000E+00	9.34683E+03	9.29225E+01	-1.25138E+05	4.61537E+01	1.27183E+02	6.38992E-08
1.25000E+02	1.24981E+02	9.00000E+00	8.63806E+03	8.95875E+01	-1.04299E+05	1.00665E+02	1.52595E+02	6.40871E-08
1.25000E+02	1.24981E+02	1.00000E+01	8.80336E+03	3.27858E+01	-1.03854E+05	1.40362E+02	1.53249E+02	6.87977E-08
1.25000E+02	1.24981E+02	1.10000E+01	8.86072E+03	5.25389E+01	-1.02389E+05	2.05271E+01	1.55442E+02	6.68413E-08
1.25000E+02	1.24981E+02	1.20000E+01	8.78099E+03	7.87267E+01	-1.02651E+05	6.65534E+01	1.55045E+02	6.40709E-08
1.25000E+02	1.24981E+02	1.30000E+01	8.71657E+03	8.13594E+01	-1.03961E+05	6.31525E+01	1.53090E+02	7.10437E-08
1.25000E+02	1.24982E+02	1.40000E+01	8.66145E+03	5.90252E+01	-1.03986E+05	7.05595E+01	1.53055E+02	6.53615E-08
1.25000E+02	1.24982E+02	1.50000E+01	9.31034E+03	1.80909E+02	-1.25409E+05	7.29312E+01	1.26909E+02	6.31631E-08
1.25000E+02	1.24982E+02	1.60000E+01	9.52323E+03	1.26048E+02	-1.25901E+05	7.62092E+01	1.26413E+02	6.38165E-08
1.25000E+02	1.24981E+02	1.70000E+01	8.58333E+03	9.70854E+01	-1.01739E+05	5.55806E+01	1.56435E+02	6.71224E-08
1.25000E+02	1.24982E+02	1.80000E+01	8.53635E+03	7.02795E+01	-1.06143E+05	5.94084E+01	1.49944E+02	6.61344E-08
1.25000E+02	1.24981E+02	1.90000E+01	8.61837E+03	8.48869E+01	-1.03932E+05	7.54782E+01	1.53134E+02	6.13984E-08
1.25000E+02	1.24982E+02	2.00000E+01	8.74573E+03	1.00172E+02	-1.01345E+05	6.35440E+01	1.57042E+02	6.53289E-08
1.25000E+02	1.24982E+02	2.10000E+01	8.76040E+03	2.86140E+01	-1.07636E+05	5.68106E+01	1.47863E+02	6.39169E-08
1.25000E+02	1.24982E+02	2.20000E+01	8.76050E+03	7.77820E+01	-1.03080E+05	4.17708E+01	1.54399E+02	5.95013E-08
1.25000E+02	1.24981E+02	2.30000E+01	8.67808E+03	7.66210E+01	-1.02327E+05	6.20883E+01	1.55535E+02	6.38648E-08
1.25000E+02	1.24981E+02	2.40000E+01	8.56675E+03	6.54925E+01	-1.02131E+05	1.15698E+02	1.55834E+02	6.76716E-08
1.25000E+02	1.24981E+02	2.50000E+01	8.61858E+03	9.14673E+01	-1.01373E+05	5.56252E+01	1.57000E+02	6.22069E-08
1.25000E+02	1.24981E+02	2.60000E+01	9.69241E+03	9.56644E+01	-1.31362E+05	8.98732E+01	1.21158E+02	6.17881E-08
1.25000E+02	1.24981E+02	2.70000E+01	9.60839E+03	7.28656E+01	-1.26267E+05	1.76657E+02	1.26047E+02	6.95972E-08
1.25000E+02	1.24981E+02	2.80000E+01	8.59728E+03	6.54893E+01	-1.02790E+05	1.18848E+02	1.54835E+02	5.64923E-08
1.25000E+02	1.24981E+02	2.90000E+01	8.56236E+03	9.36020E+01	-1.03061E+05	1.07541E+02	1.54427E+02	6.26637E-08
1.25000E+02	1.24981E+02	3.00000E+01	8.60724E+03	2.23895E+01	-1.02489E+05	9.71444E+01	1.55290E+02	6.79717E-08
1.25000E+02	1.24981E+02	3.10000E+01	8.62882E+03	1.29248E+02	-1.05684E+05	7.29696E+01	1.50595E+02	5.63884E-08
1.25000E+02	1.24982E+02	3.20000E+01	8.74020E+03	4.88919E+01	-1.00530E+05	8.28493E+00	1.58316E+02	6.01247E-08
1.25000E+02	1.24981E+02	3.30000E+01	8.71722E+03	8.11138E+01	-1.02522E+05	2.10656E+01	1.55240E+02	6.02723E-08
